id,eng,afr,xho,ssw,nbl,tsn,nso,ven,tso,sot,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info
dsac_multilingual_engineering_and_construction_terminology_88,bypass doors,skuifdeure / glydeure,iingcango eziphambanayo,tivalo letiphambanako,iminyango ephambanako,mabati-mafapaani,mabatifapanyi,mahothibuḓekana,timbatimpapalatano / timbatinceceletano,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_89,caisson,caisson,ikheyisini,ikhayisoni,ikhayisoni,kheisene,kheisene,kheisoni,xitlhengusamati / khayisoni,,,a watertight retaining structure,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_90,camber,kromming / ronding,ukukekela kwendlela,lidvundvu,umndundumana oligobela,kukumuru,mmotwanatsela / khemba,nyolokhulungwa / khemba,xihukuva,,,arched surface,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_91,cantilever,kantelbalk / vrydraer,umqadi oxhaswe calanye / intsika exhaswe calanye,likabha lelilengako,ibhimu elengako,leleke,moagokopo / moagoriba,bimuthikhwathungo,gomumuako,,,beam,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_92,casement,swaairaam,ifestile evulekela ecaleni / ifestile ekhabela ecaleni,lifasitelo lelivulekela eceleni,ifesidere elivulekela ngeqadi,phefisi,lefaseterepulelothoko,fasiṱeremvulelalurumbu,fasiterepfulelatlhelo,,,casement window,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_93,cast-in-place,op die perseel gegiet / ter plaatse gegiet,umakhelw' esizeni / umakhelw'esayithini,makhelwendzaweni yesakhiwo / makhelendzaweni yekwakha,umakhelwendaweni,-letlhamelwasetsheng / -popelwasetsheng,hlametšwegolefelong / agetšwegolefelong,tshisikwapo,endlelwavuakelweni,,adjective,cast-in-situ,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_94,caulking,kalfaatwerk / afseëlwerk / kalfatering,ukutywina,kutfwebebisa / kuvala,ukuvalabunamathisela,dikabo,go thiba / go tswalela,vhushati / tshishati,ndzemo,,,sealing,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_95,cavity wall,hol muur / spoumuur,undongambini ocandwe sisikhewu,umkhatsitibondza,umthangala onomrhoso,lobotaphago,sekgalagareboto,luvondobako,khumbi ra vangwa,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_96,ceiling,plafon,isilingi,isilingi,isilinghi,siling,siling / tšhiratlhaka,siḽiṅi,silin’i,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_97,Celotex,Celotex,iSelotheksi,Iselothksi,iSelotheksi,Silothekese,Celotex,Celotex,Celotex,,,fibrous board,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_98,cement mortar,sementdagha / sementmengsel,udaka lwesamente,ludzaka lwasemende,idaka lesamende,leragasamente / takasamente,taka,daka / musuko wa semennde,ridaka ra semende,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_99,ceramic tile,keramiekteël,ithayili yeseramikhi,lithayili lelibumba / lithayili leseramikhi,ithayili leseramikhi,thaele ya seramiki,thaeleseramiki,thaiḽi ya seramiki,thayili ya seramiki,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_100,chase,groef / muurgleuf / gleuf,umsele wemibhobho,umsele / umgodzi / umkhoco,umsele wamaphayiphu,moseto / mogwao,moseto,musele,nkovotlantilamuakweni,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_101,chemical engineering,chemiese ingenieurswese,ubunjineli bemichiza / ubunjineli beekhemikhali,bunjiniyela betemakhemikhali / bunjiniyela betebutsi,ubunjiniyere bezamakhemikhali,boenjenere jwa khemikhale,boentšenerekhemikhale,vhuinzhiniara ha zwa khemikhaḽa,vunjhiniyara bya swa tikhemikali,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_102,chipboard,spaanderbord,ibhodi eyenziwe ngeenkcwela / itshiphubhodi,ibhodi yesodasi,ibhodi yekafu,botofofora / botofafara,potofoforega / tšhipipoto,tshipibodo,chipibodo,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_103,civil engineering,siviele ingenieurswese,ubunjineli bezokwakha,bunjiniyela betekwakha / bunjiniyelatakhiwo,ubunjiniyere bezokwakha,boenjenere jwa dikago,boentšenerekakanyokago,vhuinzhiniara ha zwa siviḽi,vunjhiniyara bya swa vumaki,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_104,cladding,bekleding,umalekosihombisi,umhlobisosakhiwo,umhlobisomnamathiselo / umkghabisomakhelelo,thitelontle,seapešamoago,vhunamokhavhiso,xisirhelelankhavisakhumbi,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_105,clerestory,bobeuk / daklantern,ifestile yophahla olukrobe kolunye,lifasitelo lelingephasi kweluphahla,ifesidere elingenzasi komfulelo,letlhabaphefogodimo / tleleresetori,lefaseterelekeleke / tleresetori,klerestori,tlileresitori,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_106,clerestory roof,bobeukdak,uphahla olukrobe kolunye,luphahla lolunemafasitelo,umfulelo onamafesidere,letlhabaphefothulelong / tleleresetorithulelong,tlhakatsepamolekeleke / thulelotsepamoleke,ṱhanga ya klerestori,lwangu ra tlileresitori,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_107,coastal engineering,kusingenieurswese,ubunjineli bezonxweme,bunjiniyela betelugu,ubunjiniyere beligu,boenjenere jwa lobopo,boentšenerebopo,vhuinzhiniara ha zwa khunzikhunzini,vunjhiniyara bya swa le ribuweni,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_108,collapsible door,voudeur / opvoudeur,ucango olusongekayo,sivalomficito / sivalokostina,umnyango obhincekako / ibadi elibhincekako,lebatilegonyedi,lebatiphuthwa,vothikhwethekani,rivantixikositina,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_109,collar,kraag / bek,isinqandikuvuza / isithintelikuvuza,sivimbelakuvuta / sivimbelamanti / ikhola,isikhandelimanzi,motsulloko,kholara,khoḽara,kholoro,,,roof,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_110,compaction,verdigting / kompaktering,ukugangatha,kungcingca,ukugangadela / ukudzidlhela,kato,go bata / go kikitela,mugagadedzo,nghandlo,,,construction material,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_111,computer-aided design / Acronym CAD,rekenaargesteunde ontwerp,uyilo ngekhompyutha,luhlelomdvwebo lwangcondvomshini / kucamba ngangcondvomshini,umtlamo owenziwe ngomtjhiningqondo / umtlamo owenziwe ngekhomphyutha,moralo-ka-khomphiutha / thalo-ka-khomphiuta,moakanyetšo ka khomphyutha,nyolo thusedzwa nga khomphyutha,dizayini hi khomphyutara,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_112,computer engineering,rekenaaringenieurswese,ubunjineli bezekhompyutha,bunjiniyela betekhompiyutha / bunjiniyela betengcondvomshini,ubunjiniyere bezemitjhiningqondo / ubunjiniyere bezamakhomphyutha,boenjenere jwa dikhomphiutha,boentšenerekhomphyutha,vhuinzhiniara ha zwa khomphyutha,vunjhiniyara bya swa khomphyutara,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_113,concrete,beton,ikonkriti,khonkholo,ikhonkhridi,konkereite,khonkhoriti,khonkhirithi,khonkhele / khonkhireti,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_114,concrete pump,betonpomp,isimpompikonkriti,sifutsikhonkholo / simpompikhonkholo,isipompikhonkhridi,pompo ya konkereite,pompokhonkhoriti,bommbo ya khonkhirithi,pompo ya khonkhireti,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_115,conduit,leipyp,umbhobho weengcingo zombane,liphayiphi lekushubha / ikhonduyithi,iphayiphu lokutjhubhela / ikhonjuwithi,peipiphemedi,phaephetšhupela / khontšuwiti,tshitsireledzathambo / khonduwenthi,phayiphitintambu,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_116,construction,konstruksie / bouwerk,ukwakha / ulwakhiwo,kwakha,ukwakha,kago / boago,boagi / kago,vhufhaṱi,vuaki,kaho,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_117,construction engineering,konstruksie-ingenieurswese,ubunjineli bokwakha,bunjiniyela betekwakha,ubunjiniyere bezokwakha,boenjenere jwa dikago / boenjenereboago,boentšenerekago,vhuinzhiniara ha zwa vhufhaṱi,vunjhiniyara bya swa vuaki,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_118,control engineering,beheeringenieurswese,ubunjineli bezolawulomitshini,bunjiniyela betekulawula / bunjiniyela betekuhlelembisa,ubunjiniyere bezokulawula,boenjenere jwa ditlhamaganyane,boentšeneremananeotshepedišo,vhuinzhiniara ha zwa vhulauli,vunjhiniyara bya swa vulawuri,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_119,control joint,beheerlas,isithintelizintanda,silawulikuchekeka / sincandzakuchekeka,isilawulikuthathamba / isivimbelikugazuka / isivimbelikusasamba,kgokaganotaolo / tomaganotaolo,seswarantšhamalokollo,ndaulaṱhanganyo / ṱhanganyondangamitwe,mahlanganavulawuri,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_120,coping,dekstrook / deklaag,umqukumbelo wodonga / umphetho wodonga,sivikelilubondza / sivikelimanti,isivikelisakhiwo / isivimbelisakhiwo,kuane,sešireletši,tshitibo,xibvimbo,,,protective cap,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_121,corbel,karbeel / korbeel,ikhobheli,ikhobheli,ikhobheli,khobele,khopele,khobeḽe,khobele,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_122,corner bead,hoekkraallys / hoekkraal,isihombisizikona / isomelezizikona,sihlobisimakhona,isihlobisimakhona / isihlobisimahugu,setiisakhutlo,sekgwahlišakhutlo / setiišakhutlo,tshipendeli,xikhavisayinhla,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_123,cornice,kroonlys,ikhonisi,umphetfo wesilngi / ikhonisi,umhlobisomphetho wesilinghi / ikhonisi,khonisi,khonisi,khonisi,khonisi,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_124,counterfort / buttress,beer / stutbeer / steunmuur,isixhasidonga,sisimisi,isiqinisi sesisekeliboda,letshegopota,sethekgamoago / kokwaneleboto,tshitikaluvhondo,xitiyisakhumbi,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_125,course,laag,ikhosi,lufulelomashingili,umfulelo wamatjhingili,maalo,morulelohlatlagano,khoso / mutshilinzhi wa zwiḽeiti,khoso,,,roof,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_126,cramp / clamp,klamp / kramp,isidibanisi / isibambi / iklempu,sichumanisi / iklempu / sihlanganisi,isihlanganisi / itlempe,tlamanyi / segokaganyi,kherempe / tlelempe,klempe,tlilempe,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_127,crane,kraan / hyskraan,isilenge / isifunquli kulwakhiwo,ikhreyini,umaguga / ikhreyini,setlhatlosi,khereini,tshigaguli,khireni,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_128,crank,krukstaaf / kruk,umphambo wokujija / ikhrenki,umkhrenko,isijikisi / umkrenko,mokerenke,mokerenke / kherenke / mokerenko,khrenke,mukiringi,kerenke,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_129,cricket,rigdakkie / afleidak,isiphambukisimanzi,silawulimanti seluphahla / ikhrikhethi,isilawulimanzi somfulelo,sefaposametsi,sefapošameetse / sephayameetse,tshipambusamaḓi / tshikhelusamaḓi,khirikhete,,,roof,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_130,cripple / cripple jack rafter,kruppelstut,ikhripuli kulwakhiwo,lifremu lelifishane / ikhriphuli,isisekelisahlukanisi,setshegetsi / jeke,khiriphole / sethekgi,luvhondu tshiṱahe,phuphumanghimana,,,building frame,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_131,cross bridging,kruisstutting,ukuxhasa ngokunqamlezisa,tiparagosiphambano,isiparagosiphambano,tshetleditshekagano,thekgoputlano,tshibarago,xiseketelahingakanyo,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_132,cross gable,dwarsgewel,uphahla olunqamlezileyo / uphahla olubumnqamlezo,luphahlasiphambano,igebulisiphambano,marulelo a momagano,thuleloputlano / tlhakaputlano,ṱhangambuḓekanyi,gebuluhingakanyo,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_133,cross hipped roof,kruisskilddak,uphahla olumacalamabini / uphahla olungu-L,luphahla lolusakhonasikwele,umfulelomndunduma osiphambano,thulelo ya sekotšhe,thuleloputlanontotoma / tlhakaputlanontotoma,ṱhangamuṱumbambuḓekanyi,lwangu tlhandlukahingakanyo,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_134,culvert,duiker,ikholvethi / ikholbhethi,libhuloho lelinemgudvumanti / ikhalivethi,umsele webhlorho / ikholbede,kholobete,kholebete,mulondotserisamaḓi / khaḽivethe,xibulohwana,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_135,cupola,koepel / dom,ikhaphola,ingcongwane / sicokondlu,isidlhogoro somfulelo / ikhaphola,motlhotlho / motsotso,ntlhohlo / khupola,tshiedzamuṱovhori / kupoḽa / tshiedzamuṱumeri,xihlungwana / khuphola,,,roof,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_136,curb roof,gebroke saaldak,uphahla olunesilawulimoya,luphahla lolumewukonyenti / luphahla lolumewukowuko,umfulelwana weenlawulimmoya / umfulelwana womkhanyo,thulelo ya mathulamothulamo,thulelotatelano / tlhakatatelano,ṱhanga ya khebe,lwangumboyamonyingi,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_137,curing,nabehandeling,ukugcina ukufuma kwikonkriti,kugcina umswakamo wakhonkholo,ukuqinisa ikhonkhridi,mogwamiso,tiišo / kgwahlišo,vhuomi,nhlayisandzhongo,,,concrete,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_138,custodial lock,opsigterslot / voogslot,isitshixifestile,sikhiyalifasitelo,isilodlhelo sefesidere,mongena / selotlele sa letlhabaphefo,sekgonyalefasetere / senotlelalefasetere,ḽokotsireledzi,lokongwengwe,,,window hardware,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_139,dado,dado / ondermuur,ubhinqiso lokuhombisa udonga / ibhanti elingumhombiso wodonga,umhlobisolubondza wangentasi / idado,umhlobisoboda / idado,lobotatlase / dado,dado,mutengu,dado,,,wall,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_140,damper,demper,isilawulimoya setshimini,ngcwengcwe lovimbela umlilo / sikhawulimlilo / idempa,idembhere,khemisi / dempere,sehemišatšhimene / tempha,tshilangulamutsi,xilawulamfurho,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_141,damp-proof course / Abbreviation: DPC,voglaag / vogweerlaag,idemkosi / isinqandikufuma,idemkosi,idemkosi,boalo jwa taolabongola / demokhose,sethibelamonola / temokose,demukoso,demekhoso,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_142,dead bolt,slotgrendel,ibholithi / ikram / iletshi,umshudo,iverevere,seloto,perebere,ḽoko ya nnḓa,lokoxikunupu,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_143,design engineering,ontwerpingenieurswese,ubunjineli bezokuyila,bunjiniyela betekucamba / bunjiniyela betekusungula,ubunjiniyere bezokutlama,boenjenere jwa boradi,boentšenerekakanyo,vhuinzhiniara ha zwa nyolo,vunjhiniyara bya swa dizayini,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_144,die,snymoer / snyblok,isixhobo sokuyila,sivetamumo / idayi / sibumbimumo,iforomombaba,seseti / tsheti,seseti,tshisikamadaisi,xigandlisansimbi,,,specialised tool,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_145,domed roof,koepeldak,uphahla olungqukuva / idowum,luphahla lolusandilinga / luphahla lolusasidvuli,umfulelo osandulungu,thulelo ya serotobolo,tlhakantotobolo / thulelontotobolo,ṱhangakhulungwa,lwanguxinhlambeto,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_146,dormer,dakkamervenster / solderkamervenster,ifestile eseluphahleni,lifasitelo eluphahleni / idoma,ifesidere elisemfulelweni,letlhabaphefothulelong,lefaseteretlhakatšweledi / lefaseteretlhakampopotlo / tomara,tshiingamo tsha ṱhangani,fasiterenturukwa,,,window,,,,,,,,,le le rotogileng,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_147,downspout / downpipe,geutpyp / afvoergeut / reënwaterpyp,umbhobho wegathari,liphayiphi lelisehlisamanti,iphayiphu legadasi elehlako,mokorelatlase,setšhollameetse,phaiphi ya gathasi,phayiphiehlisamatilwangwini,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_148,drain tile,suggeut / suggeutpyp,umbhobho wokufunxa amanzi,liphayiphi lelisimunyamanti / liphayiphi lelilawula umncitsi,iphayiphu elimunya amanzi / iphayiphu elilawula umdzwela,thaelemosele,sefetišameetse / sesepetšameetse,thaiḽitsefi,phayiphimphomiso,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_149,dry-packed concrete,drooggepakte beton / droëbeton,ikonkriti yokuvingca izikhewu,khonkholo losivalatikhala,isitjhongodaka sokukhibelela / isitjhongodaka sokutjhumega,konkereitekomota,khonkhoritidiretšweruri,khonkhirithindugelo,khonkhireti ya swimatana,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_150,drywall,stapelmuur,udonga lweebhodi,lubondzamabhodi,ibhodi esisakhiboda,lokomeletsa,sekaleboto,luvhondomafanedza,khumbibodo,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_151,Dutch gable roof,Hollandse geweldak,uphahla lwesiDatshi oluyigeyibhuli,igebuli yemaDashi,umfulelogebula wesiDatjhi,thulelo seDatšhe / thulelo ya seholannere,tlhaka ya Dutch / tlhakasetoiši / thulelosetoiši,ṱhanga ya Tshidatshi ya gebuḽu,gebuluxidachi,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_152,dwarf wall,dwergmuur,udonga olufutshane,lubondza lolufishane / lutsango,umkikitwana / umthangadlana,lobotakhutswe,lebotwana,guvha,guva,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_153,earthquake engineering / seismic engineering,aardbewingsingenieurswese / seismiese ingenieurswese,ubunjineli bezenyikima,bunjiniyela bekumelana nekutamatama kwemhlaba,ubunjiniyere bezokudengezela kwephasi / ubunjiniyere bezokuzamazama komhlaba,boenjenere jwa dithoromo,boentšeneretšhišinyegofase,vhuinzhiniara ha zwa mudzinginyo,vunjhiniyara bya swa ntsekantseko wa misava / vunjhiniyara bya swa n’wari,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_154,egress window,uitgangvenster,ifestile yexesha likaxakeka,intfunjalifasitelo / intfunja yengoti,ifesidere lobujamo oburhabako,letlhabaphefo la tshoganyetso,lefaseteretšhoganetšo,fasiṱerendindakhombo,fasiterexilamulelamhangu,,,e.g. in case of an emergency,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_155,elbow,elmboog,umbhobho olidolo,liphayiphingcoza / liphayiphigoba,iphayiphusandololwana / i-elbho,sekgono,phaephesetšu / phaepheseku,phaiphinyedzalukuḓavhavha,phayiphixikokola,,,plumbing,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_156,electronics engineering / electronic engineering,elektroniese ingenieurswese,ubunjineli beze-elektronikhi,bunjiniyela bete-elekthronikhi,ubunjiniyere bezobulekthronikhi,boenjenere jwa ileketeroniki,boentšenereelekhetheroniki,vhuinzhiniara ha zwa eḽekitroniki,vunjhiniyara bya swa xilekitironiki,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_157,elevator / lift,hyser / hysbak,ikhetshi / ilifti,ikheshi / ilifthi / i-eleveyitha,isithuthusi / ikhetjhi / i-eleveyitha / ilifti,phesodi,elebeithara / lifithi / sephagamiši,ḽifith / ḽifithi ya tshiḓu,lifiti,lifti,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_158,embankment,wal / ophoging,udonga lokuthintela okungakhukuliseka / isithinteli sokungakhukuliseka,ludvongasivimbelimanti / lugidzisivimbelimanti,umthangalasikhandeli / umthangalasivimbeli / ivali,leriba / bala / boloto,leriba,philiphili,ribiribiri,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_159,engineer,ingenieur,injineli,sonjiniyela,usonjiniyere,moenjenere,moentšenere,muinzhiniara,munjhiniyara,moenjenere,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_160,engineering,ingenieurswese,ubunjineli,bunjiniyela,ubunjiniyere,boenjenere,boentšenere,vhuinzhiniara,vunjhiniyara,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_161,engineering brick,masjiensteen / dogsteen,isitena esikhethekileyo,sitini sekumelana nebumatima bemvelo,isitina sobunjiniyere,setena sa boenjenere,setenaboentšenere,tshidinate,xitinavunjhiniyara,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_162,Engineering Council of South Africa / Acronym: ECSA,Suid-Afrikaanse Raad vir Ingenieurswese,iBhunga lezobuNjineli laseMzantsi Afrika / iEngineering Council of South Africa,Umkhandlu Wabonjiniyela baseNingizimu Afrika,umKhandlu wezobuNjiniyere weSewula Afrika,Khansele ya Boenjenere ya Aforikaborwa,Khantshele ya Boentšenere ya Afrika Borwa,Khoro ya zwa Vhuinzhiniara ya Afrika Tshipembe,Khansele ya Vunjhiniyara ya AfrikaDzonga,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_163,environmental engineering,omgewingsingenieurswese,ubunjineli bezokusingqongileyo,bunjiniyela betesimondzawo,ubunjiniyere bezebhoduluko,boenjenere jwa tikologo,boentšeneretikologo,vhuinzhiniara ha zwa mupo,vunjhiniyara bya swa mbangu,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_164,escalator,roltrap,amanqwanqwa ahambayo / isinyusi / izitepusi ezihambayo,ikheshititepisi,amastepisi azikhambelako / i-eskeleyitha,serepodikelela,morathodiko / esekhaleithara,ḽififhi ya zwiṱepisi,lifitiswitepisi,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_165,escutcheon,beslag / sleutelgatskild / skildversiering,isiciko somngxuma wesitshixo,simbonyimbobo tesikhiya / sivalimbobo yesikhiya / i-eskashiyoni,isivalintunja sesikhiya / isivalimgodi samaphayiphi / i-eskatjhiyoni,sesiraphago / sesiraphatlha,esekhašene / esekhatšhene / sešireletšabonotlelo,tshithivhokhavhisi,xisirhelelaloko,,,"ornamental or protective plate, e.g. around keyhole",,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_166,extrados,ekstrados / buitewelwing,umphandle weatshi,umgogodla wangaphandle we-ashi / i-ekstradosi / lingetulu lelubondza lolusabutjoki,umgogodlha wegobela wangaphandle / umgogodlha we-atjhi wangaphandle / i-ekstradosi,kgogoropontle / seobontle,bontlesekabora,nnḓa ha tshiaramo,vuhandle bya aka,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_167,face brick,siersteen,isitena sokuhombisa,sitini lesingenakahucwa,isitina esingasindwako,setenafatla,setenakgogašedi / feisiporiki,ḽififhi ya zwiṱepisi,xitinambonako / feyisibiriki,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_168,faced wall,voorwerkmuur,udonga oluhombisayo,lubondza lolwakhiwe ngalokucubile,umthangala osambedlezwana,lobotafatla,lebotokgogašedi,luvhondokhungi / fasibiriki,khumbimbonako,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_169,fascia,fassie,ifeshiyabhodi / ifishabhodi,ifishabhodi,ifitjhabhodi,botofatla,fišapoto,fishabodo,fixabodo,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_170,faulting,foutspeuring / verskuiwing,ushenxo,kutsikameteka kwesiyilo,ukukgheruka hlangana kweenlebhe / ifolthinghi,pharologantshoboalo,nkhese,vhuphevhabada,nsakogondzweni / nsakopatwini,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_171,fenestration,bevenstering,ushiyozithuba kwisakhiwo,sakhiwotikhala / ifenestreshini,irherhomtlamo lesakhiwo / ifenestretjhini,phatlhafatso,peakanyoforeimi / fenesetereišene,vhupulanamvulelamufhe / vhupulanamvulelo,mipfulekomiakwini,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_172,ferrule,beslagring / beslagpyp / afstandpyp,iferuli / isithinteli kuvaleka kwegathari,sivimbelikumfimfa / sivimbelikuvuta / iferuli,iferuli,separalatsi / ferule,ferule,tshitikagathasi,feruli,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_173,filler-joist floor,vullingbalkvloer,umgangatho oqiniswe ngeentsimbi,siyilo lesikhonkhwe ngetinsimbi / siyilo lesiciniswe ngetinsimbi,ifluru eqiniswe ngeensimbi / ikhonkhridi eqiniswe ngeensimbi,setiisabodilo,lebatotiišetšwa,luṱatshikhalani,fuloronaneko,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_engineering_and_construction_terminology_174,Fink truss,vinkkap,ikapu likaFinki / ithrasi kaFinki,luhlaka lwa-Fink,ikapa laka-Fink / umkapelo ka-Fink,ditlhomesoFinki,kapa ya Fink,muhanga wa Fink,rimbalwangu ra Fink,,,,,,,,,,,,,,,,,,,,,
