id,eng,afr,zul,xho,ssw,nbl,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info
dsac_natural_science_and_technology_term_list_nguni_languages_2141,shear force,afskuiwing / skuifspanning,umfutho wokugudlana / umfutho wokuhhudlana,amandla okusekelisa ngento,emandla lalawulako / ishefosi,amandlabutjhiyelwano,,mechanics,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2142,shears,skaapskêr,isikelo sezimvu,isikere seegusha,sikelo,isikere,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2143,sheath,skede,umgodla / igobosi,isigqumatheli-sityalo,lutfwetfwesi,ikghodlhobhana,,plants,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2144,shed,skuur,igushede,ishedi,ligushede,itjhede,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2145,shed,afgooi,-ebuza / -qothuka / -wohloka,ukobuza / ukuwisa / ukususa,hhohloka / hluba / ebuta,hluba / ebuza,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2146,sheep,skaap,imvu,igusha,imvu,imvu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2147,shell,dop,igobolondo,iqokobhe,ligobolondvo,ikhasi / iqephe,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2148,shell-covered,met ‘n dop,-vikelwa ngegobolondo,-neqokobhe,lokumbonywe ligobolondvo,-nekhasi / -neqephe,,e.g. tortoise,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2149,shell-less,doploos,-ngenagobolondo,-ngenaqokobhe,-ngenagobolondvo,-nganaqephe / -nganakhasi,,e.g. egg,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2150,shell structure,paneelstruktuur,isakhiwo segobolondo / umumo wegobolondo,ebuqokobhe,simolugobolondvo,isakhiwo seqephe,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2151,shiny,blink,-cwebezelayo,ekhazimlayo,-khatimulako / -cwebetelako,-phazimako / -manyazelako / -rhanyazelako,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2152,shore,strand,usebe,unxweme,lusentse,iligu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2153,short circuit / short,kortsluiting,ukuphazamiseka kukagesi,uphambano lweengcingo zombane / ukuba neshoti,ishothi,itjhodo,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2154,short-circuit,kortsluit,-phazamisa ugesi,ukuphambanisa iingcingo zombane / ukwenza ishoti,shotha,tjhodisa,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2155,shrub,struik,ihlashana,isihlahla,lihlashana,ihlatjhana,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2156,SI / Système International d’Unités,SI / Système International d’Unités,uhlelo lomhlaba lokulinganisa / uhlelo lomhlaba lokukala,imilinganiselo yehlabathi,i-SI,i-SI,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2157,Siamese twins,Siamese tweeling,amawele ahlangene,amawele adibeneyo,emaphahlahlangene aSiamese / emaphahlanama aSiamese,amawele we-Siam / amawele ahlangeneko,mostly used in plural,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2158,side root,sywortel,umxhantela,ihlumela lengcambu,imphandzenchakela,umrabhu ongeqadi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2159,sideways,sywaarts,-lucezu / -lukekeke / -lugugumbe,ukuya macala,emaceleni,ngemaqadi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2160,sieve,sif,ihluzo / isisefo,isihluzo / intluzo,sisefo,isefo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2161,sift,sif,-hluza / -sefa,ukuhluza,sefa,sefa,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2162,sight,sig,ukubona,ukubona,kubona,ukubona,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2163,signal,sein,inhlabamkhosi / isexwayiso,umqondiso,secwayisi,isitjengisi / isiyelelisi,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2164,signal,sein,-hlaba umkhosi / -xwayisa,ukwenza umqondiso,cwayisa,tjengisa / yelelisa,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2165,silhouette,silhoeët,umfanekisosithunzi,isithunzi,umfanekisositfunti,umfanekisosithunzi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2166,silicon,silikon,isilikhoni,isilikhon,isilikhoni,isilikhoni,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2167,silicone,silikoon,isilikhoni,amafutha okwenza isilikhon,isilikhone,isilikhoni,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2168,silk,sy,usilika,isilika,silika,isilika,,thread from silkworms,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2169,silk,sy,usilika,isilika,indvwangu yesilika,isilika,,cloth,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2170,silkworm,sywurm,icimbi,umbungu wesilika,sibungu sesilika,isibungu sesilika,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2171,silkworm egg,sywurmeier,iqanda lecimbi,iqanda lombungu wesilika,licandza lesibungu sesilika,iqanda lesibungu sesilika,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2172,silkworm moth,sywurmmot,ibhu lecimbi,ivivingane lesilika,luvivane lwesibungu sesilika,iviyaviyani lesilika,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2173,silver,silwer,isiliva,isilivere,isiliva,isiliva,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2174,silver plating,silwerplatering,ukwemboza ngesiliva,ukufaka isilivere,kuhuca ngesiliva,ukweluka ngesiliva,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2175,similar,eenders,-fanayo / -hambisanayo,ebufana / eyeleleneyo,-fananako,-fanako,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2176,simmer,prut,-gxabha kancane / -bila kancane kancane,ukundyondya,bilisa ngekuleletela,dlhabhaza buthaka / tjhuja,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2177,simultaneous,tegelykertyd / terselfdertyd,kanye kanye,ngaxeshanye,kanyekanye / sikhatsi sinye,kanyekanye,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2178,single,enkel,-nye,enye / umnqongo,-dvwa / kunye,-dwa,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2179,sink,afsak,-zika,ukuzika / ukutshona,cwila,tjhingela / cwila,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2180,sisal,sisal,uhalibhoma,umsonto wesisali,ihalibhoma / sikwenge / isayizi,ikghokhgopha / isisali,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2181,site,bouterrein,isiza / indawo yokwakha,isiza,libala,ibala / isitande / isiza,,e.g. building site,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2182,size,grootte,ubukhulu / ubungako,ubungakanani,bungako,isayizi / ubukhulu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2183,skeleton,skelet,uhlaka lwamathambo,uphahla lomzimba,luhlakamatsambo / luhlakamtimba,iphahla lamathambo,,bones of person or animal,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2184,skeleton,skelet,uhlaka,uphahla,luhlaka,itlhatlha,,basic structure of an object,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2185,sketch,skets,umdwebo,umzobo,luhlakamdvwebo,umfanekiso,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2186,sketch,skets,-dweba,ukuzoba,dvweba,fanekisa,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2187,skew,skeef,-tshekile / -mazombe / -magwinci,-bukekela,songene / -tjekile / -gwegwile,-tjhigemeko / -tjekileko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2188,skill,vaardigheid,ikhono,isakhono,likhono,ikghono,,ability to do something well,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2189,skill,vaardigheid,ikhono,isakhono,buciko,ikghonofundwa,,type of work or activity requiring special training and knowledge,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2190,skin,vel,isikhumba,isikhumba / ulusu,lugogo / sikhumba,isikhumba,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2191,skull,skedel,ugebhezi,ukhakhayi / ukhakayi,lukhakhayi,ikhakhayi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2192,sky,lug,isibhakabhaka,isibhakabhaka,sibhakabhaka,isibhakabhaka,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2193,slaked lime,gebluste kalk,umcako oxutshwe namanzi,ikalika,umcakaco lontembuliwe / ikaliki lentembuliwe,ikaligi yamanzi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2194,slaughter,slag,-nquma / -hlaba,ukuxhela,silaha / hlaba,hlaba,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2195,sleeve,mou,umkhono wengubo,umkhono,umkhono,umkhono,,of e.g. shirt,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2196,sleeve,huls,isilivu,umbhobho wokudibanisa / ityhubhu yeqhagamshela,silivi,isihlanganisi,,engineering,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2197,slide,skyfie,ucwephe lwesibonakhulu,igilasi ebonisa cacileyo / islayidi,silayidi,isilayidi,noun,microscope,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2198,slide,kleurskyfie,isilayidi,isibonisi-cacileyo,silayidi,isilayidi,noun,photography,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2199,slimy,slymerig,-minciminci,bumkhunyurha / mpunyululu,sambilikici,-nephukako,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2200,slimy trail,slymspoor,umzila womnenke,umzila womkhunyu / umzila kasinyeke / umzila wenkumba / umzila wenyekevu,umvila walokusambilikici,umtlhala wekume,,snails,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2201,slope,helling / skuinste,umehlelo,ithambeka,umewuko / umehlelo,umtjhigamo,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2202,slot,gleuf,isikhala / imbotshana,umngxunyana / intunjana,imbotjana / sikhadlana,itjhutjana,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2203,slow down,vertraag,-nciphisa isivinini,ukucotha / ukucothisa,nciphisa / ehlisa,-ehlisa ibelo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2204,sluice,watervoor,isango lamanzi,umjelo,umsele wemanti / inkhasa,umsele olawulwako,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2205,smear,vlek,isisihla,ibala,sishadza / libala,ikole / ibala,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2206,smear,smeer,-sinda / -gcoba / -ninda,ukuqaba / ukudyobha / ukuthambisa,gcobisa / nindza,ninda / ezesa / simera,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2207,smell,reuk,ukunuka,ivumba,liphunga / kunuka,ukunukelela,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2208,smog,rookmis,isisi,umxube wenkungu nomsi,simoko,isimogo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2209,smoke,rook,intuthu,umsi,intfutfu,intuthu,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2210,smoke control,rookbeheer,ulawulontuthu,ulawulo lomsi,kulawula intfutfu,ilawulontuthu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2211,smooth,glad,-bushelelezi,-gudileyo,-colisekile,-butjhelelezi,adjective,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2212,snail,slak,umnenke,usinyeke / inkumba / inyekevu,umnenkhe,ikume,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2213,snake,slang,inyoka,inyoka,inyoka,inyoka,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2214,sniffle,snuif,-hlwibila,ukufixiza,finkhita,phefumulela,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2215,snout,snoet,ikhala,impumlo esiphetshu / imhemfu,siphumulo,ipumulo,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2216,snow,sneeu,iqhwa,ikhephu,lichwa,ugabhogo / umkhithiko,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2217,soak,deurweek,-cwilisa / -manzisa,ukunkxuza / ukwanya,-enya / nyeta,thambisa,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2218,sod,sooi,isoyi,isoyi,lisoyi,igade / isoyi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2219,soil / ground,grond,inhlabathi,umhlaba,umhlabatsi,ihlabathi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2220,soil sample,grondmonster,isampula lenhlabathi,isiboniso somhlaba / isampl yomhlaba / isampuli yomhlaba,lisampula lemhlabatsi,isampula yehlabathi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2221,soil type,grondtipe / grondsoort,uhlobo lwenhlabathi,uhlobo lomhlaba / udidi lomhlaba,luhlobo lwemhlabatsi,umhlobo wehlabathi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2222,solar energy,sonenergie,amandla okushisa kwelanga,amandla elanga,emandla elilanga,amandla welanga,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2223,solar panel,sonpaneel,isiqoqelikushisa selanga,isixhobo sokulawula amandla elanga,iphanela yemandla elilanga / isola,isikhongozelilanga,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2224,solar power,sonkrag,amandla elanga,isilawuli-mandla elanga,gezi wemandla elilanga,amandla welanga,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2225,solder,soldeersel,umthofu,ilothe,umthofu,isitjhiseli,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2226,soldering,soldering,-shisela ngomthofu,ukungciba / ukutywina / ukulotha,kushisela ngemthofu / kusolidela,ukutjhisela,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2227,soldering flux,smeltmiddel,isidambisi sokushisela,intlama yokungciba / intlama yokutywina,umutsi wekushisela,ipuphu yokutjhisela,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2228,solenoid,solenoïed,iselonoyidi,ucingo lombane / isolinoydi,isolenoyidi,isolonoyidi / ikonyana lesitaridere,,electronics,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2229,solid,vaste stof,okuqinile / isigaxa,isiqina,sigaca,iliqa,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2230,solid,solied,-qinile,-qinileyo / into eqinileyo,-cinile,-qinileko / -liliqa,adjective,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2231,solid food,vaste kos,ukudla okuqinile,ukutya okuqinileyo,kudla lokucinile,ukudla okuqinileko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2232,solid particle,vaste deeltjie,inhlayiya eqinile,into eqinileyo,imvitsi lecinile,icezwana eliqinileko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2233,solid state,vaste toestand,isimo esingaguquki,imo eqinileyo,simo lesicinile,ubujamo obumamaqa / okuqinileko,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2234,solubility,oplosbaarheid,ukuncibilika,unyibiliko,kuncibiliseka,ukuncibilikiseka,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2235,soluble,oplosbaar,-nokuncibilika / -ncibilikayo,-nyibilikayo,-nekuncibilika / -ncibilikako,-ncibilikisekako,adjective,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2236,soluble substance,oplosbare stof,okunokuncibilika,into enyibilikayo,lutfo loluncibilikako / lutfo lolungancibilika,into encibilikisekako,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2237,solute,opgeloste stof,okuncibilikiswayo,into enyibilikayo,sincibilikiswa,isincibilikiswa,,chemistry,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2238,solution,oplossing,ukuncibilikiswa / umbhubhudlo,umxube,umbhubhudlo,umruburubu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2239,solvent,oplosmiddel,isincibikilisi,isinyibilikisi,sincibilikisi,isincibilikisi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2240,soot,roet,umule / insizi / intshede,umsizi,umsiti,umsizi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2241,source,bron / oorsprong,isisusa,umthombo,indzabuko / umtfombo / sisusa,umthombo,,e.g. electricity,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2242,south,suid,iningizimu,umzantsi,iningizimu,isewula,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2243,south-east,suid-oos,iningizimu mpumalanga,umzantsi-mpuma,iningizimu mphumalanga,isewulapumalanga,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2244,south pole,suidpool,ichopho laseningizimu,incam yomzantsi,ligumbi leningizimu,ipholi lesewula,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2245,south-seeking pole / south pole,suidsoekende pool / suidpool,inkombamkhathi yaseningizimu,incam yelizwe esemzantsi,ligumbi leningizimu,ipholi lesewula,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2246,south-west,suid-wes,iningizimu ntshonalanga,umzantsi-ntshona,iningizimu nshonalanga,sewulatjhingalanga,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2247,sow,saai,-tshala / -hlwanyela,ukuhlwayela,hlanyela / tjala,tjala,verb,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2248,sowing time,planttyd,isikhathi sokutshala,ixesha lokuhlwayela,sikhatsi sekutjala / sikhatsi sekuhlanyela,isikhathi sokutjala,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2249,soya bean,sojaboon,ubhontshisi isoya,imbotyi yamasi / imbotyi yesoya,inkholokotfo / isoyabhini,ibhontjisi yesoya,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2250,space,ruimte,isikhala / indawo evulekile,indawo / isithuba / emajukujukwini,sikhala / indzawo,isikhala,noun,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2251,space suit,ruimtepak,ingubo kasomkhathi,isinxibo sosomajukujuku,lijazi lemkhatsi / lijazi lasenyangeni,isudumkayi,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2252,sparrow,mossie,ujolwane / isipero,ingqabe / unondlwane / undlunkulu,masitandi,ikonjani / undlukulu,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2253,spatula,spatel,incakulo / intshangula,icetshana laselebhu / isipatyula,speshula,isipatula / iphini,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2254,species,spesie,uhlobofanana,izidalwa zohlobo olunye,nhlobolunye / emaspisisi,umhlobo,pl,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2255,specification,spesifikasie,incasiselomcikilisho,iimpawu ezifunekayo,lokunekucacisa / inchasiselo,iinqophiso,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2256,specimen,monster,isiboniselo / isipesimeni,isiboniso / ispesimeni,sifaniselo / spesimeni,isibonelo / isifaniso,,,,,,,,,,,,
dsac_natural_science_and_technology_term_list_nguni_languages_2257,specimen jar,monsterfles,ujeke wesiboniselo / ujeke wesipesimeni,ijoko yokugcina iziboniso / ijoko yokugcina ispesimen,lijeke lesifaniselo / lijeke lesipesimeni,idiko leembonelo / idiko leemfaniso,,,,,,,,,,,,
