id,eng,afr,tsn,nso,sot,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info
dsac_natural_sciences_and_technology_dictionary_sotho_0,abdomen,abdomen,mpa,mpa,mpa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1,absorption,absorbering / absorpsie,monyelo,kgamolo / momo / khupo / kanyo,ho monya / ho monyela,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_2,acacia,akasia,sika lootlharemmitlwa,mošwana,leoka,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_3,access,toegang,botseno,tseno / tumelelo / phihlelelo / khwetšo,phihlello,noun,computers,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_4,access,toegang verkry,go tsena,humana / tsena / dumelela / fihlelela,fihlella,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_5,accumulate,ophoop / akkumuleer,kokotlela / kokotletsa,kgobela / kgoboketša / kgobokanya / kgobokantšha,bokella,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_6,accumulator,akkumulator / opgaarbattery,sekokotletsi sa motlakase,sekgobedi / sekgoboketši / sekgobokanyi,sebokelli,,battery,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_7,accumulator,akkumulator,segatisatiriso ya porogerama,sekgobelo / bokgobelo,sebokelli,,computer,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_8,accurate,akkuraat / noukeurig,nepagetse,nepagetšego / nepagalago,nepahetse,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_9,acid,suur,esiti,esiti,esete / esiti / asiti,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_10,acid rain,suurreën,pulatlhole,pula ya esiti,pula e esiti,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_11,acrylic paint,akrielverf,pente ya akereliki,pentemeetse / pente ya akhreliki,pente ya metsi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_12,acrylic resin,akrielhars,borekhu jwa akereliki,borekhu bja akhreliki,boroku,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_13,additive,bymiddel,setswaki,setswaki,seeketswa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_14,adhesive,kleefmiddel,semamaretsi / sekgomaretsi,sekgomaretši / semometši / segomaretši,sekgomaretsi / semamaretsi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_15,adventitious root / fibrous root / bushy root,bywortel,moditlhale / modikgopo,moduboyana / muduntšhuhlana / modusehlogakabontši,mothatswana / mothapo o sehlahla,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_16,aeroplane,vliegtuig,sefofane,sefofane / folayematšhene,sefofane,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_17,agent,agens,phetodi,sefetoši,sefetodi,,e.g. chemical,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_18,agricultural product,landbouproduk,kungo ya setemothuo,setšwatemong / setšwatemothuong,sehlahiswa sa temo / sehlahiswa sa temothuo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_19,agriculture,landbou,temothuo,bolemi / bolemirui,temo / temothuo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_20,air,lug,mowa,moya,moya,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_21,air bubble / bubble,blasie / lugblasie,pudula,pudula / puwe,pudulwana / pudulwana ya moya,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_22,air-conditioning,lugversorging,tekanyetsomowa,tekanyamoya / taolamoya,taolo ya moya,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_23,aircraft,lugvaartuig,sefofi,sefofane / folayematšhene,sefofane,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_24,air current,lugstroom,moelamowa,moelamoya,mophula wa moya,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_25,air-cushion,lugkussing,kgetsanamowa,khušene ya moya / semomamoya,mosangwana wa moya,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_26,air drill,druklugboor,boromowa,matumelane / borotirišamoya,boro ya moya,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_27,air flow,lugstroming,kelelomowa,kelelomoya,phallo ya moya,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_28,air pollution,lugbesoedeling,kgotlelegomowa,tšhilafatšomoya / kgatlelomoya,tshilafatso ya moya,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_29,airport,lughawe,botsurafofane / bokotamafofane / boemafofane,boemafofane,boemafofane,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_30,air receiver,lughouer,setsholamowa,semomamoya,seamohelamoya,,technology,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_31,air reservoir,lugreservoir,sebolokamowa,sebolokamoya / selotamoya,sebolokelamoya,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_32,airtight,lugdig,- sa tsenyeng mowa,thibelago moya / tswalelago moya,kwalehileng,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_33,albatross,albatros,alebaterose,nonyanawatle / albatrose,alebaterose,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_34,alcohol,alkohol,tagi,setagi / alkhoholo,tahi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_35,alcoholic drink,alkoholiese drank,nnotagi,senotagi / seno sa alkhoholo,seno se tahang,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_36,alkali,alkali,alekale,serota / alkhali,alkhalae / sehlapholli,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_37,alkaline,alkalies,- ya alekale,ya alkhalaene,alkhalaene / hlapholohileng,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_38,alligator,alligator / kaaiman,kwena,mohutakwena / alikeitha,lakabane,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_39,alloy,allooi / legering,tshipitswako,setswakatšhipi / aloye,aloye,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_40,aloe,aalwyn,kgopane / thogwe / mokgopha,sekgopha / kgopha / mokgopha,lekgala,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_41,aloe flower,aalwynblom,tšheše ya kgophane / tšheše ya mokgopha / tšheše ya thogwe,lelobasekgopha / letšobasekgopha,palesa ya lekgala,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_42,alternating current,wisselstroom,thefosano ya kelomotlakase,moleamohlakgasephetoga,phaphanyetsano,,electricity,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_43,altitude,hoogte,-bogodimo,godimo / bophagamo,bophahamo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_44,aluminium / Al,aluminium / Al,aluminiamo,aluminiamo,aluminiamo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_45,ammeter / amperemeter,ammeter / ampèremeter,selekanyamaatla a motlakase,amithara,ametha / amitara,,electricity,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_46,ammonia,ammoniak,amonia,amonia,amonia,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_47,ammonium chloride,ammoniumchloried,amoniamo tleloraete,amoniamtleloraete,amoniamo tleloraete,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_48,ammonium nitrate,ammoniumnitraat,amoniamo naetereiti,amoniamnaethreite,amoniamo naetereite,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_49,ampere / amp,ampère,selekano sa motlakase / empe,amp / ampere,empe,,electricity,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_50,amphibian,amfibie,setshelagobedi,sephelameetsenglenageng / amfipiene,amfibia / phelopedi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_51,amplifier,versterker,segodisamodumo,seoketšamodumo / segodišamodumo / amplifaya,amplifaya,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_52,anaemia,bloedarmoede / anemie,madimetsi / anemia,tlhaelelomadi / anemia,anemia / phokolo ya madi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_53,anatomy,anatomie,thutapopego,thutoditho / anathomi,anathomi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_54,anchor,anker,tshetlegi / ankere,tshetledi / kgwega ya sekepe / ankhara,tshetledi,noun,shipping,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_55,anchor,anker gooi,setlega,setlela / kgwaetša ka sekhutlo / enkhara,setledisa / holeha,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_56,angle,hoek,sekhutlo,sekhutlo / khutlo / enkele,enkele / sekgutlo, / noun / <symbol,, / <simbool,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_57,anhydrous,anhidries,tlhokametsi,ya tlhokameetse / ya go gwagwalala / omeletšego,ntle le metsi,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_58,animal,dier,phologolo,phoofolo,phoofolo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_59,animal manure,mis,motshotelo / mmutelo,mmutedi / marole / mmutela,moitedi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_60,animal skin,huid / vel,letlalo la phologolo,letlalo la phoofolo / mokgopha,letlalo la phoofolo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_61,annual plant,eenjarige plant,semela ka ngwaga,semelaphelangwaga,semela sa ngwahanngwe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_62,anode,anode,anoute,anoute / anoude,anoute,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_63,ant,mier,sikalootshoswane,tšahoši / tšhošane / tšhošwane,kokonyana,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_64,antelope / buck,wildsbok,sikaloopodi,phalafala,tshepe / letsa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_65,antenna,antenne / voeler,dinakana,lenakana / anthena,lenakanakutlo / sephopholetsi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_66,antenna / aerial,antenne / lugdraad,lonakaphetisi,moteka / eriale,sephopholetsi / lesiba / lenaka,,of radio,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_67,anther,helmknop / anter,ramodula,modula / sethobonna sa leloba / anthere,modula / anthere,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_68,ants’ nest,miernes,sentlhaga sa ditshoswane,sehlaga sa ditšhoši / sehlaga sa ditšhošane / sehlaga sa ditšhošwane,sehlaha sa dikokonyana,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_69,apparatus,apparaat,sediriswa,setlabakelo / sedirišwa,sesebediswa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_70,apple,appel,apole,apola / apole / apolo,apole,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_71,appliance,toestel,sediriswa,sedirišwa / setlabakelo,sesebediswa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_72,apricot,appelkoos,apolekosi,apolkose,apolekose,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_73,aquarium,akwarium,sebolokatshedimetsing,akhwariamo / bolotadiphelameetseng,akhwariamo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_74,arachnid,spinagtige,tshenekegikotorobedi / aragenita,aragnite / aragniti,arakgenita,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_75,arch,boog,seobo,kobi / akhe / atšhe,mokoropetso,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_76,arch,buig,oba,koba,koba,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_77,arch bridge,boogbrug,moratho o o obegileng,morathosekaatšhe / morathoakhe,borogo ba mokoropetso,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_78,architect,argitek,ramaanokago,mothaladipolane / moagiteke,moatjhiteke,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_79,area,oppervlakte,boalo,sekgoba / tikologo,karolo / sebaka,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_80,argon,argon,akone,akone,agone,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_81,arrow,pyl,motsu,mosebe / motsi,motsu,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_82,arthropod,geleedpotige,atheropoto,dimesehlwana / athrophoda,atherophoda,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_83,artificial,kunsmatig,maitirelo,ya maitirelo,ya maiketsetso,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_84,artificial fertiliser,kunsmis,monontsha wa maitirelo,manyora a maitirelo / monontšhamaitirelo / senontšhamaitirelo,monontsha wa maiketsetso,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_85,artificial magnet,kunsmagneet,makenete wa maitirelo,maknetemaitirelo,setala sa maiketsetso / makenete wa maiketsetso,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_86,artificial product,nagemaakte produk / kunsmatige produk,kuno ya maiterelo,setšweletšwamaitirelo,sehlahiswa sa maiketsetso,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_87,asbestos / asb,asbes,asebesetose / asb,asb / marela / marelela / lentsweboya / asbestose,asebesetose,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_88,ascorbic acid / vitamin C,askorbiensuur,bithamine ya C / eseti ya asekhobiki,esiti ya askopiki / bodila bja askopiki / bithamine C / vithamine C,esete ya asekobiki / esiti ya asekobiki / vithamine C,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_89,asexual reproduction,aseksuele voortplanting,tsadisontle le kgweelano,boitswadišo ntle le kamano ya bonna le bosadi,boikatiso ntle le motabo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_90,astronaut,ruimtevaarder,mosutlhalefaufau,molefaufau,rasepakapaka,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_91,atmosphere,atmosfeer / lugruim,lefaufau,lefaufau,atemosefere,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_92,atom,atoom,athomo,athomo,athomo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_93,atomic energy,atoomenergie,maatla a seathomo,maatla a athomo,matla a athomo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_94,attract,aantrek,gogela,gogela,hohela,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_95,attraction,aantrekking,kgogedi,maatlakgogedi,kgohelo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_96,attribute,eienskap,semelo,sehlaodi / sekapontšhi,semelo / letshwao,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_97,automatic control,outomatiese beheer,taoloitirisi,taoloseitiriši / taolo ya go itiriša,itaolang,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_98,autotrophic,outotroof,-itlamelang / -itirelang dijo,sa go itirela dijo / othotrofiki,tse iketsetsang dijo,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_99,autumn,herfs,letlhafula / gwetla,lehlabula / seregane,hwetla,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_100,average,gemiddeld,palogare,palogare,palohare,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_101,awl,els,thoko / phunyo,morokola / moropola / tšhwana / tšhuduba,elese / lehlabo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_102,axil,oksel,khutlophata / akesele,senoko sa mohlare / kutwana gare ga lehlogedi / eksili,sekgutlo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_103,axis,aksis,letlhogela,pelwana,pelo ya peo,,plants,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_104,axis,as / aslyn,molagare,eksisi,molahare,,measurement,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_105,axis,spil / as,ase,ase,ase,,movement,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_106,baboon,bobbejaan,tshwene,tšhwene / magoboko / magobjana,tshwene,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_107,bacterium,bakterie,dibaketiria,baktheria,baketheria,,,meervoud: bakterieë,,,,,,bongata: dibaktheria,
dsac_natural_sciences_and_technology_dictionary_sotho_108,bait,aas,jarelo / sejaretsi,segoketši / segwaletši / sejeletši / sekuruwetši,setjheisi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_109,bakelite,bakeliet,beikilaete,beiklaete,beikilaete,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_110,baking powder,bakpoeier,bakapoere,sekokomoši / komelo / lerojana la go paka / pediša / pakamphaota,bakpoiri,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_111,balance,massameter,selekanyaboima,sekala,sekala,noun,apparatus,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_112,balance,balans,tekatekano,tekatekano / tekelelanyo,tekano,noun,equilibrium,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_113,balance,balanseer,itshetlela / itsetsepela,tsepamiša / tokaetša / petlapetla / theneketša / lekalekanetša,lekalekanya,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_114,balloon,ballon,baluni / sebudulwa,palune,balunu,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_115,bandage,verband,sefapo,pantetši / panteši,banteiji / setlamisi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_116,barbed hook,weerhaak,sekgwage se se mebitlwa,kobimeetlwa / hukumeetlwa,huku e meutlwa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_117,bare patch,kaal kol,paa / lefetla / sebataola,lekwala / segwara / mogala / molala / lefatla,sebataolo / lefahla,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_118,bare wire,kaal draad,bothale,lethale / motato,terata e phollatsi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_119,bark,boombas,lekwati,lekwakwathe / letswamati / lekwamati / segaphi,lekgapetla,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_120,bar magnet,staafmagneet,kgogedisemika / kgogedi,paamaknete,setala sa setene / makenete o setene,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_121,barn,skuur,sefala,sekiri / polokelo / leobo / setala sa dikgomo,sekiri,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_122,barn owl,kerkuil,morubisi,leribiši la sekiring / kgaribišane,sephooko sa sekiring,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_123,base,basis,beisi,peise / alkali,beisi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_124,battery,battery,beterii / lelatlha / legala,lelahla / betri / petri,beteri,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_125,battery holder / battery box,batterykas,setsholabeterii,seswarapetri / seswarabetri / lepokisana la petri / lepokisana la betri,lekase la beteri / lebokose la beteri,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_126,beach,strand,lebopo,khwithiwatle / pitšhi,lebopo la lewatle,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_127,beady eye,kraalogie,leitlhwana,mahlwanathorophadima,leihlo le tswerehileng,,e.g. of a bird or mouse,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_128,beak,bek,molomo wa nonyane,molomo wa nonyana,molomo wa nonyana,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_129,beaker,beker,bekere,bikhara,bikha,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_130,beam,straal,lerang,lehlasedi,lehlasedi,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_131,bean,boon,nawa,nawa,nawa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_132,beard,baard,leledu,maledu a lefela / maledu a lehea / meriri ya lehea,bolepo,,tuft of hairs or bristles on certain plants,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_133,beard,baard,ditedu,ditedu / maledu / leledu,ditedu,,hair growing on the skin,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_134,bee,by,notshe,nose,notshi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_135,beech,boekenhout / beukehout,mofuta wa logong,pitšhi,bitjhi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_136,beehive,byekorf,phalo,phago / sehlaga sa dinose,sehlaha sa dinotshi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_137,bell-jar,klokglas,jarakhurumedi,pelejara / beljara,belja,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_138,belt,band,lebanta,lepanta,lebanta,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_139,bench,werkbank / bank,tafolebodirelo,tafola / pentšhe,bentjhe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_140,bench hook,bankhaak,tshegetsapetlelo,seswarakota,setshehetsi sa lepolanka,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_141,bend,buig,kona / koba / oba,koba / mena,koba,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_142,bent,gebuig,-obilweng / -konegileng / -kobegileng,kobegilego / kgopamego / kobilwego,kobehileng,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_143,benzine,bensien,bensine,pentsine / penzine,benzine,,chemical substance,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_144,beta carotene,betakaroteen,bitakarotini,pitakhorothine,bitha kharothini,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_145,bicarbonate of soda,koeksoda / natriumbikarbonaat,kukusota,paekhaponete ya sota,kuksota,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_146,bicycle,fiets,gategate / baesekele / setobetobe / peretshitswana,paesekela / leotwana / ntlanya / peretšhitswana,baesekele,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_147,bilharzia,bilharzia,thotamadi / belehasia,pilhazia,belhaziya,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_148,bind,bind,lomaganya / kgomaretsa,swaraganya / kgomaganya / kopanya,tlama,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_149,binoculars,verkyker,dibontshakgakala / diferekekere / dithusiponelakgakala,dibontšhakgole / diferekeikere,sebontshahole,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_150,biodegradable,bioafbreekbaar,- bolang ka bonako,bolago bonolo / bolago fela / senyegago fela,bolang,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_151,bird,voël,nonyane,nonyana / nonyane,nonyana,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_152,birdbath,voëlbad,bata ya dinonyane / letlotsana,bohlapelanonyana / bohlapelanonyane,bate ya dinonyana,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_153,bird of prey,roofvoël,nong sejanama / nong e e jang nama,nonyanesejanama / nonyanasejanama,nonyana e jang nama,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_154,birth,geboorte,botsalo,pelego / tswalo / tlhatšo,tswalo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_155,birth weight,geboortegewig,boketetsalo / boimatsalo,boima bja lesea le le sa tšwago go belegwa,boima ba tswalo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_156,bitch,teef,ntšwa e namagadi,mpšatshadi,ntja e tshehadi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_157,black,swart,bontsho,boso,botsho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_158,blackjack,knapsekêrel,mokolonyane,mogoti / moenyane / mošitiši / mmonyane,hlabahlabane / bohome,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_159,black oystercatcher,swart oestervanger,nong sejatlhapi,nonyanaseswarakgetla,sejakgofu,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_160,blacksmith,grofsmid / ystersmid,mothudi,morudi / mothulatšhipi / mokgatlatšhipi,setehi sa tshepe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_161,blade,blad,lofuka lwa lofetlho,phaphathi,lepheo,,fixed structure,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_162,blade,blaar,mogwang,letlakalabjang,lehlaku,,leaf,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_163,blade,lem,legare,bogaleng,lehare,,cutting tool,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_164,blanket,kombers,kobo,kobo / lepai,kobo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_165,bleaching agent / bleach,bleikmiddel,bolitšhi / sesweufatsi,segaloši / sešweufatši,sesweufatsi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_166,block,takelblok / blokstelsel,katerole,ploko / bloko,boloko,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_167,block graph,blokgrafiek,bolokokirafu,krafo ya ploko / krafo ya bloko,kerafo ya boloko,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_168,blood,bloed,madi,madi,madi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_169,blood cell,bloedsel,sele ya madi,selemadi,sele ya madi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_170,blood flow,bloedvloei,kelelomadi,kelelomadi,phallo ya madi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_171,bloodstream,bloedstroom,moelamadi,kelelomadi,phallo ya madi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_172,blood vessel,bloedvat,tshika,tšhika,mothapo wa madi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_173,bloom,blom,sethunya,letšoba / leloba / lekhukhuša,thungthung / ho palesa,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_174,bloom,blom / bloei,thunya,khukhuša,thunya,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_175,blossom,bloeisel,tšhese / sethunya,makhukhuša,thungthung / palesa,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_176,blossom,bloei,thunya,thunya / khukhuša,thunya / palesa,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_177,blotting paper,kladpapier,semonyedi,pampirimomadiela,pampiri e monyang,,,,,,,,,,
