id,eng,afr,tsn,nso,sot,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info
dsac_natural_sciences_and_technology_dictionary_sotho_1425,measuring,meting,lekanya / tekanyo,go lekanya / go ela / go meta,ho metha,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1426,measuring cylinder,maatsilinder,seleneretekanyo,silindere ya go lekanya / silindere ya go ela / silindere ya go meta,silindara e methang,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1427,measuring rod,maatstok,loretekanyo,roto ya go lekanya / roto ya go meta / roto ya go ela / kotana ya go lekanya / kotana ya go meta / kotana ya go ela,lere le methang,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1428,meat,vleis,nama,nama,nama,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1429,mechanical advantage,meganiese voordeel,pebofatso ka motšhini,mokgwa wa tirišomotšhene,pebofatso ka metjhini,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1430,mechanism,meganisme,karolothulaganyo,mekhanisime,motjha wa tshebetso,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1431,medical experiment,mediese eksperiment,tekeletsokalafi,boitekelo bja kalafi,eksperimente ya bongaka,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1432,medicine,medisyne,setlhare / molemo,sehlare / moriana / mešunkwane,moriana / setlhare,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1433,medicine dropper,medisynedrupper,thothetsamolemo / thothetsasetlhare,seeladihlare ka thoti,serothetsi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1434,melamine formaldehyde,melamienformaldehied,fomelete ya melemaene,melaminefomaletehaete,melamaene fomaldehaede,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1435,melt,smelt,gakolosa,tologa,qhibidiha,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1436,membrane,membraan,lotha,lera / letlalwana,lera,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1437,meniscus,meniskus,menisekase,meniskhase,meniskhase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1438,menu,kieslys,lenaanetlhopho,mmenyu,menyu,,computers,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1439,mercury,kwik,mmekhuri,mekhiuri / mekhyuri / mekhuri,sekete / mekhiuri,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1440,mesh,maas,sefo,sefo,sefe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1441,metal,metaal,mmetale,metale / tšhipi,tshepe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1442,metal button,metaalknop,konopo ya mmetale,konope ya tšhipi / konope ya metale,konopo ya tshepe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1443,metallic,metaal,semmetale,ya methale / ya go dirwa ka methale / ya methaliki / ya go dirwa ka tšhipi,e botshepe,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1444,metal rod,metaalstaaf,loremmetale,rote ya methale,lere la tshepe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1445,metamorphosis,metamorfose,phetogopopego,phetogosebopego / methamofosisi,phetophetoho / methamofosese,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1446,meteor,meteoor,sedumedi,methiore,lefika,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1447,methanol,metanol,methanolo,methanole,methanolo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1448,method,metode,tsela / mokgwa,mokgwa / tsela,mokgwa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1449,methylated spirits,brandspiritus,segwai / sepiriti,sepiritšhi / sepiriti,sepiriti,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1450,metre / m,meter / m,mmitara,m / mithara,mitara / mitha,SI unit,,SI-eenheid,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1451,metre ruler,meterstok,selekanya boleele,rula,rula ya mitara,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1452,micro-organism,mikro-organisme,setshedinnyennye,kokwana,kokwana,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1453,microscope,mikroskoop,sebontshisisi / maekherosekhoupu,maekhroskoupo,maekrosekoupu,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1454,midnight,middernag,bosigogare,bošegogare,kgitla,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1455,mild,sagwerkend,magareng,ya magareng,e mahareng,,not sharp or strong,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1456,milk,melk,mašwi,maswi / matutu / lebese,lebese,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1457,milk tooth,melktand,nakaladi,leinobosea / leinobjana,leino la bongwana,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1458,mill,meul,tshilo,tšhilo,lelwala,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1459,mill,maal,sila,šila,sila,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1460,miller,meulenaar,mosidi,mošidi / mongtšhilo,ralelwala,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1461,milli-,milli,"mmili, -seketeng",tee keteng / mili,mili,,SI unit of length or volume,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1462,millimetre / mm,millimeter / mm,mmilimitara / mm / karolwana ya sekete,milimethara / mm,milimitara / milimitha,,used e.g. in measuring rainfall,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1463,Millon’s solution,Millon-basis,motswako wa Millon,setološwa sa Millon / solušene sa Millon,mokedikedi wa Millon,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1464,mine,myn,moepo / maene,moepo / mmaene,morafo,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1465,mine,ontgin,epa,epa / fara,rafa,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1466,mineral,mineraal,setswammung / serašwa / menerale,minerale / serafša / seepša,serashwa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1467,mineral salt,mineraalsout,letswai,letswai la minerale,letswai,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1468,mirror,spieël,seipone,seipone,seipone,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1469,miscible,mengbaar,tswakega,e ka hlakanyegegago,e tswakehang,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1470,mist,mis,mouwane,kgodi / mmuane / mogodi,mohodi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1471,misty day,mistige dag,letsatsi le le mouwane,boso bja kgodi / boso bja mogodi / boso bja mmuane,letsatsi le mohodi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1472,mix,meng,tswaka,hlakanya / tswaka,tswaka,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1473,mixture,mengsel,motswako,motswako,motswako,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1474,mobility,beweeglikheid,tshutisego,mosepelo / tshepelo / tšhutho,motsamao,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1475,mode,modus / orde,mokgwa,mokgwa / mokgwatšhomo,mokgwa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1476,model,model,sebopegokakangwa,sekawa / malebela / mmotlolo,setshwano / motlolo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1477,moderate weather,matige weerstoestande,bosamagareng,bosomagareng,boemo ba lehodimo bo mahareng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1478,modify,wysig,fetola / tokafatsa,fetoša,ntlafatsa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1479,moist,klam,bongola,bošidi / bongobo,e mongobo / e leswe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1480,moisture,vogtigheid,bongola,morotholotšana,mongobo / leswe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1481,molar,kiestand,leinotlhagare,leino mohlagare,mohlahare,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1482,molasses,melasse,molasa,molasese,molase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1483,molecule,molekuul,molekhule,molekhule,molekhiule,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1484,mollusc,mollusk,sikalookgopa,molaske,molask,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1485,molten,gesmelt,-kgakolositsweng,ye e tološitšwego,e qhibidihisitsweng,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1486,monkey,aap,kgabo,kgabo / mantlogwane,tshwene / kgabo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1487,monocotyledonous / unicotyledonous,eensaadlobbig,"mokomongwe / khotolengwe / letlharemookolengwe, -letlharenngwe",lerephutee / monokhothelidonase,peo e kotonngwe,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1488,monocotyledonous plant,monokotiele plant / eensaadlobbige plant,sejalo sa letlharemookolengwe / setlhare sa letlharemookolengwe / sejalo sa khotolengwe / sejalo sa letlharenngwe,semelarephutee / semala sa monokhothelidonase,semela se kotonngwe,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1489,monomer,monomeer,monoma,monomara,monoma,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1490,monosaccharide,monosakkaried,sukiri,monosakharaete,monosakharaete,,biochemistry,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1491,month,maand,kgwedi,kgwedi,kgwedi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1492,moorhen,waterhoender / bleshoender,kgogonoka,lesagabola,seinodi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1493,mordant,bytmiddel,setsenyeletsammala,modante / motante,modente,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1494,morning,oggend,phakela / moso,mesong,hoseng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1495,morning glory,eendagskoon / purperwind,thagamoso / moragamoso,letšobatagamesong,thahameso,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1496,mosquito,muskiet,monang,monang,monwang,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1497,moss,mos,magaga / boriba,boroba / dikokomane / mmose,boriba,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1498,moth,mot,motoutwane / mmoto,mmoto,mmoto,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1499,motif,motief,sekgabisi,mothifi,motifi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1500,motion,beweging,motsamao,mosepelo,motsamao,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1501,motor,motor,mmotoro / lefetlho,mmotho,mmotoro / motho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1502,motor boat,motorboot,mokoro wa lefetlho,seketswana sa mmotho,seketswana sa mmotoro / seketswana sa motho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1503,mould / cast,gietvorm,bopa,popo,sebopela,noun,e.g. for making shapes,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1504,mould,muf / skimmel / kim,mouta,mouta,hlobo,noun,growth e.g. on old food,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1505,mould / cast,vorm,bopa,bopa,bopa,verb,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1506,mould,grondhoop,monontsha,mabunontšhwa ke tlakala / mmunontšhwa ke tlakala / mobunontšhwa ke tlakala,podisa,,soil full of decayed plant substances,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1507,moulding,gietstuk,sebopego / popego,sebopša,popo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1508,moult,verveer,sola,hlobega / sola,sola,verb,birds,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1509,mountain,berg,thaba,thaba,thaba,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1510,mountainous area,bergagtige gebied,lefelo la dithabathaba,lefelo la dithaba,dithabeng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1511,mouse,muis,legotlo / peba,legotlo,tweba,,rodent,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1512,mouse,muis,peba / maoso,maose,tweba,,computer,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1513,mouth,mond,molomo,molomo,molomo,,body part,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1514,mouth part,monddeel,karolomolomo,karolo ya molomo,karolo ya molomo,,e.g. insects,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1515,movement,beweging,motsamao,mosepelo,motsamao,,change of position,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1516,mucus,mukus / slym,mamina / marere,mamina / mamila / sehuba,mamina,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1517,mud,modder,seretse,leraga / seretse,seretse,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1518,muddy,modderig,seretse,ya leraga / ya seretse,e seretse,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1519,muddy water,modderwater,leraga,meetse a leraga / meetse a seretse,metsi a seretse,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1520,mud nest,kleines,sentlhaga sa mmu,sehlaga sa leraga / sehlaga sa seretse,sehlaha sa seretse,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1521,mulberry tree,moerbeiboom,mmurubele,murupeila / mmurupei,mmorobei,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1522,mulch,molm / bladaarde / deklaag,kobelo,khupetšo / mmaltšhe,kobelo,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1523,mule,muil,mmoulo,meila,moulo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1524,murky,troebel,lekganarite / thinkga,šilafetšego,e dukehileng,,water,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1525,muscle,spier,mosifa,segoba,mosifa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1526,muscular,gespierd,-mesifa,ya digobagoba,e mesifa,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1527,muscular foot,gespierde voet,leoto le le mesifa,leotogoba,leoto le mosifa,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1528,mushroom,sampioen,thuntshwane / motsoko wa mankgodi,mmašerumu / tekwane,kgwaeyane / kwaekgwaba,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1529,mussel,mossel,kgetla,kgetla / mmusele,masele,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1530,nail,nael,lonala,lenala,lenala,noun,fingers and toes,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1531,nail,spyker,sepekere / lomapo,sepikiri,sepekere,noun,piece of metal,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1532,nailing,bespykering,kokotelela,go kokotela / go bethelela,ho otlella,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1533,naked copper wire,kaal koperdraad,bothalekgotlholepona,lethale la koporo leo le sego la khupetšwa,terata e tsotseng ya koporo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1534,naked egg,doplose eier,leetlhokakgapetla,leetlhokakgapetla,lehe le se nang kgaketla,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1535,natural,natuurlik,tlholego,tlhago,ya tlhaho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1536,natural anchorage,natuurlike ankerplek,boemakepetlholego,boemakepe bja tlhago,kgokelo ya tlhaho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1537,natural enemy,natuurlike vyand,setsomi sa tlholego,lenaba la tlhago,sera sa tlhaho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1538,natural gas,aardgas,gase ya tlholego,gase ya tlhago,kgase ya tlhaho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1539,natural item,natuurlike item,selo sa tlholego,selo sa tlhago,tsa tlhaho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1540,natural magnet,natuurlike magneet,makenetetlholego / kgogeditlholego,makenete wa tlhago,makenete wa tlhaho / setala sa tlhaho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1541,natural material,natuurlike stowwe,seretlholego,ditlabelo tša tlhago,sesebediswa sa tlhaho,,"e.g. wood, coal etc.",,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1542,natural resource,natuurlike hulpbron,motsweditlholego,methopo ya tlhago,mohlodi wa tlhaho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1543,natural rubbish,natuurlike afval,leswe la tlholego / matlakala a tlholego,tšhila ya tlhago,matlakala a tlhaho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1544,natural science,natuurwetenskap,thutabonetetshitlholego,thutamahlaletlhago,thuto ya mahlale,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1545,natural ventilation,natuurlike ventilasie,kelomowatlholego,tshenyo moya ya tlhago,potoloho ya moya ka tlhaho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1546,nature,natuur,tlhago,tlhago,tlhaho,,life,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1547,nature,geaardheid,mokgwa / semelo,tlhago / semelo,semelo,,character of e.g. a person,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1548,nature reserve,natuurreservaat,serapa sa tlhago,bolotatlhago,polokelo ya tsa tlhaho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1549,navel / belly button,naeltjie,khubu / mohubu,mokhubo / mokhuba,mokgubu,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1550,neck,nek,molala / thamo,molala,molala,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1551,necklace,halssnoer,sebaga / lebenyane / lotlwana / talama,pheta / sefaga,sefaha,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1552,nectar,nektar,matute a a botshe,tsina / manopi / bolopi,lero,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1553,nerve,senuwee,mothapo,mothapo / mogalatšhika,mothapokutlo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1554,nervous system,senustelsel,thulaganyo ya methapo,tsela ya megalatšhika / tsela ya methapo,tshebetso ya methapokutlo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1555,nest,nes,sentlhaga,sehlaga,sehlaha,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1556,net,net,makopanelofaratlhatlha,marangrang / nete,letanta,noun,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1557,net-like pattern,netagtige patroon,mafaratlhatlha / popegomafaratlhatlha,bokalelokwa / bokannete,e botanta,,e.g. blood vessel,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1558,net vein,net-aar,mothapofaratlhatlha,tšhikabokalelokwa / tšhikabokannete,mothatswana o marangrang,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1559,network,netwerk,kgokagano,netweke,marangrang,,computers,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1560,neutral,neutraal,-magareng,ya magareng / nyutherale,e mahareng / e nyuterale,adjective,electricity,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1561,neutral,neutraal,-magareng,nyutherale,e nyuterale,adjective,general,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1562,neutral,neutraal,-magareng,ya magareng / nyutherale,nyuterale,adjective,mechanics,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1563,neutral / neutral wire / neutral conductor,neutrale geleier / nuldraad,bothalemagareng,ya magareng / nyutherale,sefitisi se nyuterale,noun,electricity,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1564,neutral axis,neutrale aslyn,molamagareng,eksisi ya magareng / eksisi ya nyuthrale / nyutherale ekisisi,ase e nyuterale,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1565,neutralisation,neutralisasie,timola,peomagareng,ho nyuteralaeza / nyuteralafatso,,chemistry,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1566,neutralise,neutraliseer,timola,bea magareng / fetša maatla,nyuteralaeza,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1567,neutral solution,neutrale oplossing,seremagareng,solušene ya magareng,mokedikedi o nyuterale / mokedikedi o mahareng,,chemistry,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1568,neutral substance,neutrale stof,seremagareng,selo sa magareng / selo sa nyutherale,ntho e nyuterale,,physics,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1569,neutral wire,neutrale draad,bothalemagareng,lethale la magareng / lethale la nyuterale,terata e nyuterale,,electricity,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1570,newt,watersalamander,kgantlapane,nyuthe / sekamokgaditswana sa go phela meetseng le nageng,nyute,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1571,newton,newton,nyutone,newton / nyuthone,nyuthone,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1572,niacin / nicotinic acid,niasien,niasene / bokgakga,nayasine,esiti e bokwadi / esete e bokwadi,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1573,nickel,nikkel,nnikele,nikhele,nikele,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1574,night,nag,bosigo,bošego,bosiu,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1575,night animal,nagdier,phologolo ya bosigo,phoofolo ya bošego,phoofolo ya bosiu,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1576,nipple,tepel,tlhoko / thoba,tlhoko,tlhoko / mmele,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1577,nitric acid,salpetersuur,esiti ya naeteriki,naethrikesiti,esiti ya nitriki,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1578,nitrogen,stikstof,naeterojene,naethrotšene,naeterojene,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1579,nocturnal,nagtelik,bosigo,ya bošego,ya bosiu,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1580,node,nodus,noko,senoko,noko,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1581,non-conductor,niegeleier,tlhokaphetisi,ya go se nsoše mollo,e sa fetising motlakase,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1582,non-living,nielewend,tlhokatshelo,ya go se phele,e sa pheleng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1583,nonmagnetic substance,nie-magnetiese stof,seretlhokakgogedi,selohlokamaknete / sehlokamaknete,ntho e sa hoheleheng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1584,nonmetallic,niemetaalagtig,tlhokasemmetale,e se go ya tšhipi / e sego ya methale,e seng botshepe,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1585,non-renewable resource,niehernubare hulpbron,motswedi-tlhokantšhwafatso,methopokhwelelaruri,mohlodi o sa ntjhafatseheng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1586,north,noord,bokone,leboa,leboya,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1587,north-east,noordoos,bokonebotlhaba,leboabohlabela,leboya botjhabela,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1588,north pole,noordpool,ntlhabokone / tshupabokone,ntlha ya leboa ya lefase / phoulo ya leboa ya lefase,ntlha leboya,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1589,north-seeking pole / north pole,noordsoekende pool / noordpool,ntlhana bokone / tshupabokone,ntlha ya maknete ya leboa,ntlha ya leboya / ntlha tshupa leboya,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1590,north-west,noordwes,bokonebophirima,leboabodikela / leboabosobela,leboya bophirima,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1591,nose,neus,nko,nko,nko,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1592,nostril,neusgat,lerobanko,lešobana la nko,lesobana la nko,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1593,nuclear energy / nuclear power,kernenergie / kernkrag,maatla a nyutlilea,enetši ya nyutleliara / maatla a nyutleliara,matla a nyutleleya,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1594,nuclear power station,kernkragsentrale,seteišene sa maatla a nyutlilea,seteišene sa maatla a nyutleliara,seteishene sa matla a nyutleleya,,,,,,,,enetši,,
dsac_natural_sciences_and_technology_dictionary_sotho_1595,nursery,kwekery,botlhogisetso,bomedišetšo,sethopong,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1596,nutrient,voedingstof,kotla,bomedišetšo,sejwana / sejophepo,,plants/animals,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1597,nutrition,voeding,kotlo,dijophepo / nyuthireiti,phepo / kotlo,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1598,nutritious,voedsaam,-otlang,phepo / nyuthirišiase,e phepo,adjective,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1599,nylon,nylon,naelone,naelone,naelone,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1600,nymph,nimf / papie,mokone,nimfi,bookgolane,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1601,oak,eikehout,ouku,ouko / eiki,ouku,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1602,oak tree,akkerboom,setlhare sa ouku,mouko / moeki,sefate sa ouku,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1603,object,voorwerp,selo,selo / nto,ntho,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1604,oblique,skuins,sekame,sekamego / opiliki / obliki,e tshekaletseng,,,,,,,,,,
dsac_natural_sciences_and_technology_dictionary_sotho_1605,observation,waarneming,kelotlhoko,temogo / kelohloko / tsitsinkelo,tjhebisiso,,,,,,,,,,
