id,eng,afr,zul,xho,ssw,nbl,tsn,nso,sot,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_multilingual_mathematics_dictionary_r_to_6_746,right,reg / korrek,okulungile,lungileyo / fanelekileyo / qhelekileyo,kahle,ngokulungileko / ngefanelo,siameng / sentle,ka maleba / ka tshwanelo / ka toka,ka nepo,zwone,xo lulama,adjective,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_747,right,regs,kwesokudla,ekunene,ngesekudla,ngesidleni / ngesigomeni,moja,la go ja,le letona,tsha u ḽa,xinene,,space and position,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_748,right angle,regte hoek,igumbi eliqonde mpo,idolo,likhonasikwele,ihugu ebukwere,khutlotsepa,khutlotsepa,sekgutlo se tsepameng,engeḽende,yinhla-xidzi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_749,Roman numeral,Romeinse syfer,izinombolo zamaRoma,inani lesiRoma,tinombolo temaRoma,inomboro yesiroma,dipaloseroma,palo ya Seroma,nomoro ya Seroma,nomboro Tshiroma,nomboro ya xiRhoma,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_750,rough answer / rough estimate,rowwe skatting / rowwe antwoord,impendulo ehlawumbiselwe,impendulo engaqinisekiswanga / uqikelelo,umphumela wemcombelelo,ipendulolinganisela / isilinganiso,karabo phopholetso / karabo ya fopholetso,karabotekanyetšo / karabotekanywa,kakanyo e atametseng,phindulo anganyelwa,kumbetela / nhlamulo ya nkumbetelo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_751,round,rond,okusandilinga,ngqukuva / esisangqa,indilinga,-zombako / -ndulungu,kgolokwe,nkgokolo,e kgedikwe,tshipulumbu,xa rhawundi,adjective,,,,,,,,,,,,,,ya,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_752,round number,ronde getal,inombolo egcwele,inani eliqingqekileyo,inombolo legcwele,inomborophelela,palotlalo,palopheledi,palo e phethahetseng,nomboro yo anganyelwaho,nomboro ya le kusuhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_753,round off,afrond,sondezela,sondeza / welisa,sondzeta,phelelisa / tjhideza,atametsa / garela,batametša / lekanetša,phethahatsa,sendedza tsini,yisa kusuhi / katsakanya,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_754,row,ry,uhla,umqolo,umugca,irhemo,mola,mola / sekgoba sa gare ga methaladi ye e bapetšego,lethathama,rou / mutalo,rhowu / ndlela,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_755,rule,reël,umthetho,umthetho / inkqubo esetyenziswayo,umtsetfo,umthetho,molawana,molao,molawana,mulayo,nawu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_756,ruler,liniaal,irula,irula,irula,irula,rulara / sethaledi,rula,rula,rula / tshitaleli / rula,rhula,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_757,same,dieselfde,okufanayo,fanayo,ngalokufananako,-fanako,tshwanang,swana,tshwanang / yona eo,-fana,fana,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_758,Saturday,Saterdag,uMgqibelo,uMgqibelo,uMgcibelo,umGqibelo,Lamatlhatso / Sateretaga,Mokibelo,Moqebelo,mugivhela,Mugqivela,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_759,scale / mass meter,skaal,isikalosisindo,isikali,sikali / silinganisi,isikali,sekale,sekala,sekala,tshikalo / tshikalavhunzhi,xipima-ntiko / xikalo,noun,measurement of weight,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_760,scale,skaal,isikalisilinganiso,umlinganiselo,sikali,isikeyili / isilinganiso,selekanyetso,sekala,sekala,tshikalo,mpimo,noun,proportion,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_761,scale drawing,skaaltekening,umdwebosilinganiso,umlinganiselo wokuzoba,kudvweba ngekulinganisa / ngekwelamalamana,umgwalo wesilinganiso / umgwalo wesikeyili,selekanyetsothalo,thala sekala,ho thala ka sekala,nyolo tshikalo,dirowa xikalo,draw to scale,map,op skaal teken,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_762,schedule,skedule / rooster,isheduli / uhlelo lomsebenzi,isicwangciso somsebenzi / ishedyuli / ixesha elimiselweyo,luhlelomsebenti / ishejuli,itjhejula,lenaneo / thulaganyo,šetule,shejule,sheduḽu,xedulu,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_763,scientific calculator / clever calculator,wetenskaplike rekenaar,isibalinzulu,umatshini wokubala okrele-krele / isixhobo sokubala esithe vetshe / isixhobo sokubala sesayensi / umatshini wokubala wezifundo zobugqi,sibali lesitfutfukile,isibalisi esibusayensi,sebaledi se se tokafaditsweng / sebaledi sa sesaense,sebaledi sa mahlale,khalkhuleita ya saense,tshirekanyi / tshishumambalo tsha mishumo minzhi / tshisantsi,khakhuleyita ya xisayense,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_764,score,telling,umphumela,amanqaku,umphumela,isikoro / amaphuzu,maduo,moputso / poelo,sekoro,tshikoro,xikoro / nkutlunyo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_765,screen / window,skerm,isibonisi,isikrini / ifestile yomatshini,buso / lifasitelo,isikrini / ubuso,sekirini / sebontshi,skrini / lefasetere,fesetere,tshikirini,xikirini,noun,computer,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_766,second,sekonde,umzuzwana,umzuzwana,umzuzwana / lisekhendi,umzuzwana,motsotswana,motsotswana,motsotswana,muthethe / ya vhuvhili,sekende,,time,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_767,second,tweede,okwesibili,sibini,inombolo yesibili / indzawo yesibili / sikhundla sesibili,isibili,-bobedi,bobedi,bobeding,-vhuvhili,ya vumbirhi / xa vumbirhi,,position,,,,,,,,,,,,,ya,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_768,section,afdeling / seksie,ingxenye,icandelo / iqhezu,sigaba,isigaba / iphiko,karolo / lephata,karolo / kgaolo,karolo,khethekanyo,xiyenge,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_769,segment,segment,ilunga,ilungu,sigamu / sincamu,isigamu / isiquntu / ingcenye,karolwana,mosehlwana / seripa / sephatlo,sekmente,tshipiḓa,xiphemu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_770,sell,verkoop,thengisa,thengisa,tsengisa,ukuthengisa,rekisa,rekiša,rekisa,rengisa,xavisa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_771,semicircle,halfsirkel,ucezu lwesiyingi,isiqingatha sesangqa / icala lesangqa,ihhafu yendingilizi / incenye yendingilizi,indulungusiquntu,seka-sediko,sedikoripa,halofo ya sedikadikwe,hafu ya tshitendeledzi / tshitendeledzi tsha hafu / hafu ya sekeḽe,hafu ya sekele / hafu ya xirhendzevutana,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_772,separate,afsonderlik / apart,hlukene,zimeleyo / hlukileyo,hlukene,-hlukeneko,kgaoganeng,arogane / kgaogane,arohane,fhambanyisa / fhandekanya,hambanyisa,adjective,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_773,septagon / heptagon,sewehoek / heptagoon,usikhombisanhlangothi,nxa-sixhenxe / umacalasixhenxe / isepthagoni,calasikhombisa,mahlangothi khomba / ihepthagoni / isepthagoni,tlhakoresupa,sebopegohlakorešupa / heptakone,septhagone,heputhagoni,vundzeni bya swikandza-mune / sepitagoni / hepitagoni,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_774,September,September,uMandulo / uSepthemba,eyoMsintsi / uSeptemba,iNyoni / Septhemba,uSeptemba / uKhukhulamungu,Lwetse,Setemere,Loetse,Khubvumedzi,Ndzhati,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_775,sequence,volgorde,ukulandelana,ulandelelwano,kulandzelana,ilandelo / ukulandelana,tatelano,tatelano / tlhahlamano / mokgwatatelano / mokgwatlhahlamano,tatelano,thevhekano / mutevhekano / u tevhekana,nxanxamelo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_776,sequential calculator / simple calculator / ordinary calculator,gewone sakrekenaar,isibali esejwayelekile,ikhaltyhuleyitha yesiqhelo / ikhaltyhuleyitha eqhelekileyo / isibali / ikhaltyhuleyitha,sibalimvama,isibalisisi esijayelekileko / ikhalikhuleyitha ejayelekileko,sebaledi / khalekhuleita e e tlwaelegileng,sebaledi sa mehleng / sebaledi sa tlwaelo / sebaleditlwaelwa,khalkhuleita,tshirekanyo zwatsho,khakhuleyita yo olova / khakhuleyita ya nxanxamelo / khakhuleyita-njhe / khakhuleyita ya ntolovelo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_777,set,stel,cupha,beka / lungisa,tsatsisa / setha,seda / beka / hlela,thaya / baya,bea,tjheha,rea / sethe,-lunghisa,verb,,,,,,,,,,,,,,nako,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_778,set,versameling,iqoqo,ingqokelela ngokofano / isethi,lisethi,isede,sete,sete / sehlopha,sete,sethe,ntlawa / sete,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_779,set square,tekendriehoek,unxantathu wokukala,isethiskwere,isethisikwele,isedesikwere,sekwerekhutlo,sekwerekhutlo,setsekwere,sete ya u ola / sete tshikwea,xipima tilayeni ni tiengele,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_780,seven,sewe,isikhombisa,isixhenxe,sikhombisa / inkhotsa,likhomba,supa,šupa,supa,sumbe / ṱhanu na mbili,nkombo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_781,several,verskeie,ningana / mbalwa,ngaphezu kwesibini / eziliqela,-nyentana,mbalwa,mmalwa,mmalwa,mmalwa,-vhalaho,swo hlaya,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_782,shade,arseer,umbala,umbala / fiphaza,litfunti,ithunzi,fifatsa,ritifatšo,phifatso,swifhadza / tswifhadzo,chukucha,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_783,shape,vorm,umfanekiso,imilo,simo,ijamo,popego,sebopego,sebopeho,tshivhumbeo,xivumbeko,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_784,share,deel,abela,yahlula / yabela / yaba / yahlulelana,abela,aba,kgaoganya / arolela / kgaoganya,aba,aba,u kovha,avela,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_785,share,deel / gedeelte / porsie,isabelo,isahlulo / isabelo,sabelo,ukwaba / isabelo,seabe,kabo,seabo,mukovhe,nkavelo,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_786,short,kort,mfushane,futshane,-fishane,-fitjhani,khutshwane,kopana,kgutshwane,pfufhi,koma,"shorter, shortest, shorter than",,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_787,short division,kortdeling,indlela emfushane yokwehlukanisa,indlela emfutshane yolwahlulo,kuhlukanisa lokujubelako,ukwehlukanisa okufitjhani,karolotlhabanyetso,karolokopana,ho arola ka mokgwa o mokgutshwane,nḓila pfufhi ya u kovha / mokovho mupfufhi,maavanyiselo yo koma,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_788,short form,kortvorm,indlela enqamulelayo,indlela emfutshane,indlela lemfisha / indlela lemfishane / indlela lejubelako,indlela efitjhani,khutswafatso,sebopegokopana,mokgwa o mokgutshwane,pfufhifhadzo,nkomiso,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_789,short hand / hour hand,uurwyser,uthi olufushane lwewashi,usiba lweeyure / usiba olufutshane lweeyure,lutsi lwema-awa,umkhonywana wama -iri,lenakaura / lenaka la diura,lenakana la diiri,lenaka le lekgutshwanyane,lutanda lwa awara,voko ro koma / voko ra awara,,clock,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_790,short method,kort metode,indlela emfushane,indlela emfutshane / indlela ekhawulezayo,indlela lemfishane,indlela efitjhani,mokgwamokhutshwane / mokgwatlhabanyetso,mokgwa wo mokopana,mokgwa o mokgutshwane,ngona ya tshikhau / maitele a tshikhau,endlele ro koma,,,,,,,,,,,,yokwenza,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_791,short multiplication,kort vermenigvuldiging,ukuphindaphinda okufinqiwe,uphinda-phindo olufutshane / indlela emfutshane yophinda-phindo,kuphindzaphindza lokufishane,ibuyelelo elifitjhani,katisotlhabanyetso / katisokhutshwane,katišokopana,katiso ka mokgwa o mokgutshwane,muandiso wa tshikhau,vuandzisi byo koma,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_792,short way,kortpad,indlela emfushane,indlela-lula,indlela lemfishane,indlela erabhulako,tlhabanyetso,tsela ye kopana,tsela e kgutshwane,nḓila pfufhi,ndlela yo koma,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_793,show,wys,khombisa,bonisa,khombisa,tjengisa / khombisa,supetsa / bontsha,bontšha,bontsha,-sumbedza,komba / kombisa,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_794,side,sy,icala,icala,luhlangotsi,ihlangothi,letlhakore,lehlakore,lehlakore,-thungo / lurumbu,tlhelo,,e.g. of a polygon,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_795,side / arm,been,uhlangothi / icala,icala le-engile / icala,licele / lical,ihlangothi,losi,lehlakore,lehlakore,sia / lurumbu / lumeme / lukombo,makumu,,of an angle,,,,,,umxholo wedolo lemilo,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_796,sign,teken,uphawu,uphawu,luphawu,itshwayo,letshwao,leswao,letshwao,tshiga / luswayo,mfungho,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_797,similar,gelyksoortig,fanayo,fanayo,-fanana,-fuza,tsamaelanang,swana,tshwanang,-elana / fana,yelana,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_798,similarity,ooreenkoms,okufanayo,yelelana / imfano,kufanana / kwefana,ifuzo,tsamaelano,tshwano,tshwano,-elanaho,yelano,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_799,simple,eenvoudig,lula,lula / elula,lula,bulula,bonolo,bonolo,bonolo / bobebe,-leluwaho / -sa konḓiho,olova,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_800,simple calculation,eenvoudige berekening,isibalo esisobala,ubalo olulula / ubalo olungajikeleziyo,sibalo lesilula,umbalo obulula,palelonolo,palelonolo,tshebetso e bonolo,murekanyo u leluwaho / u vhalela ho leluwaho,nkhakhuleto wo olova,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_801,simple shape,eenvoudige vorm,umfanekiso osobala,imo elula / ubume / imilo ezimeleyo,umdvwebolula,ijamo elijayelekileko,popegonolo,sebopegonolo,sebopeho,tshivhumbeo zwatsho / sheipi yo leluwaho,xivumbeko xo olova,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_802,simplest form,eenvoudigste vorm,indlela elula kakhulu,eyona ndlela ilula,ndlelalula,indlela ebulula,nolofatso,tselanolonolo,mokgwa o bonolonolo,nḓila yo leluwesaho / tshivhumbeo tsho leluwesaho,ndlela yo olova-olova / endlelo ro olova-olova,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_803,simplify,vereenvoudig,yenza kube lula,yenza lula,lulata / sombulula / entakubelula,cozulula / colisisa,nolofatsa,nolofatša,nolofatsa / bebofatsa,leludzani / u leludza,olovisa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_804,single number,enkelnommer,inombolonye / inombolo eyodwa,umvo / inani elilodwa,inombolo yinye / nombolonye,inomboro eyodwana,motso,palonoši / palotee,mono,nomboro nthihi / mbalo nthihi,nomboro-n’we / nomboro yin’we,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_805,single step,enkelstap,isinyathelonye / isitebhu esisodwa,ibakala elinye,lunyatselo lunye,igadangolinye,kgato-nngwe,kgatonoši / kgatotee,mohato o le mong,ḽiga ḽithihi,xitepe xin’we,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_806,six,ses,isithupha,isithandathu,sitfupha,isithandathu,thataro / tshela,tshela,tshelela,ṱhanu na nthihi / rathi,tsevu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_807,six cubed / six to the power of three,ses tot die mag drie,usithuphantathu,isithandathu esiphinda-phindwe kathathu,sitfupha phindzaphindza katsatfu,isithandathu emandleni wesithathu,thataro-seraro,tshela ka matlafašo ya tharo,tshelela matleng a boraro,rathi kararu,tsevu hi kanharhu / khubiki ya tsevu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_808,sixth,sesde,iqhezu lokwesithupha,isinye kwisithandathu,kwesitfupha,kunye kwesithandathu,boratarong kgotsa nngwethatarong,boselela / botshela,karolo ya botshelela,tsharathi,vutsevu,,fraction,,,,,,,,,,,,,ya / ya,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_809,size,grootte,ubungako,isayizi / ubungakanani,isayizi / bungako,ubukhulu,selekanyo,bogolo / boelo,boholo,saizi / saidzi / muelo,sayizi / mpimo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_810,sketch,skets / tekening,umdwebo olula,umzobo,umfanekiso / umdvwebo,itlhatlha,sethalo,sethalwa,moralo,mvetomveto,xikece,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_811,skill,vaardigheid,ikhono,ubuchwepheshe / ubuchule,likhono,ikghono,bokgoni,botsebi / bokgoni,bokgoni,vhukoni,xikili / vutshila,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_812,small,klein,-ncane,-ncinci,-ncane,-ncani,-nnye,nnyane,nyenyane,ṱhukhu,-tsongo / -tsanana,"smaller, smallest",,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_813,smaller than,kleiner as,-ncane kuna,encinci kuna / encinci kune,-ncane kuna / -ncane kune,-ncane kuna,nnye -go,nnyane go,nyenyane ho,ṱhukhu kha,-tsongo eka, / <symbol,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_814,smallest decimal fraction,kleinste desimale breuk,iqhezu lokweshumi elincu,elona qhezu ledesimali lincinci,lucetwana lwedesimali,iqhezudesimali elincazana,palophatlo / tesimalepotlana,palophatlotesimale ye nnyanenyane,sekoto sa desimale se senyenyanenyane,furakisheni ya desimaḽa ṱhukhusa,xiphemu xa vukhume xitsongotsongo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_815,smallest difference,kleinste verskil,umehluko omncane,umahluko omncinci,umehlukwana,umehluko omncazana,pharologano-potlana / phapang-potlana,phapano ye nnyanenyane,phapang e nyenyanenyane,phambano ṱhukhusa,ku hambana kutsongo-tsongo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_816,smallest number,kleinste getal,inombolo encane,elona nani lincinci,inombolo lencane kakhulu,inomboro encazana,palopotlana,nomoro ye nnyanenyane,nomoro e nyenyanenyane,nomboro ṱhukhusa / mbalo ṱhukhusa,nomboro yitsongo-tsongo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_817,solid,solied,isigaxa,isiqina / isolidi,lokusigadla,iliqa,popota / komota,thata,momahaneng,tshiomate,xo tiya / xitiyi,adjective,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_818,solution,oplossing,isixazululo / isisombululo,isisombululo,sisombululo,isisombululo / isisombululo,tharabololo,tharollo / karabo,tharollo,thandululo,nhlamulo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_819,solve,oplos,xazulula / sombulula,sombulula,sombulula / catulula,sombulula / rarulula,rarabolola,rarolla,rarolla,tandulula / thasulula,ololoxa / lulamisa,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_820,sort,sorteer,hlela ngononina,hlela,kuhlunga,hlela,rulaganya,beakanya,kgetha,-dzudzanya / -vhekanya,lunghisa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_821,space,spasie,umkhathi / isikhala,isithuba,indzawo / umkhatsi,isikhala,phatlha,sekgoba,sebaka / lepalapala,luvhanḓe / tshikhala,xivangwa / vangwa / ndhawu,,empty or available area,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_822,specific order,spesifieke volgorde,uhlelo oluthile,ulungelelwaniso oluqingqiweyo,luhlu lolutsite,irhemo elibekiweko,tatelanototobalo,tatelano ye e beilwego / tatelano ye e kgethilwego,tatelano e tsepamang,thevhekanyo yo tiwaho,nxanxamelo wo karhi / hi ndlela yo nge / hi ndlela yo karhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_823,specified order,gespesifiseerde volgorde,hlelekile ngononina,ulungelelaniso olukhethiweyo,luhlelo lolubekiwe / hlelobekiwe / hlelomisiwe,irhemo elikhethiweko,tatelanototobatso / tatelano e e totobaditsweng,tatelano ye e beilwego / tatelano ye e kgethilwego,tatelano e beilweng,nzudzanyo,hi ndlela yo tiveka,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_824,spend,bestee,chitha,ukusebenzisa,-citsa / sebentisa,sebenzisa,dirisa,diriša,sebedisa,fhedza / shumisa,tirhisa,verb,"time, energy, thought",,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_825,spend,uitgee,sebenzisa,ukuchitha,sebentisa imali,sebenzisa,duela,šomišwa,sebedisa,shumisa,tirhisa,verb,money,,,,,,imali,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_826,sphere,sfeer,imbulunga,into engqukuva eqinileyo,-ndilinga / imbulunga,indulungu,kgolokwe,kgokolo,tjhitja / polokwe,tshipulumbu,xa bolo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_827,spherical,bolvormig / sferies,okusambulunga,into ebungqukuva,sandilinga / sambulunga,-sandulunga,-golokwe,ya kgokolo,e tjhitja / e polokwe,-ngaho tshipulumbu,xibolo,adjective,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_828,split the number,verdeel die getal,hlukanisa inombolo,cazulula inani,hlakata inombolo,phadlhula inomboro,kgaoganya palo,pharola nomoro,qhaqholla palo,khethekanya nomboro / u phurukanya nomboro,hambanyisa nomboro,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_829,square,vierkant,isikwele,isikwere,sikwele,isikwere,sekwere / khutlonnetsepa,sekwere,sekwere,tshikwea / tshikwairi,xikwere,noun,closed shape,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_830,square,kwadraat / tweede mag,umphumela kamphindaphindwa,inani eliziphinda-phindileyo,sikwele,inomboro sikwere,palosekwere,sekwere,sekwere,tshikwea / tshikwairi,xikwere,noun,obtained by multiplying a number by itself,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_831,square,kwadreer / tot die tweede mag verhef,phindaphinda,ukuphindaphinda inani kwangalo,kwela / phindzaphindza ngaleyo nombolo,sikwera,sekwera,sekwera,matleng a bobedi / sekwera,tshikwea,andziso wa nomboro hi yoxe,verb,to multiply a number by itself,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_832,square brackets,vierkantige hakies,abakaki abazikwele,izibiyeli ezisikwere,sikwelebakaki,iimbayana sikwere,masakana-sekwere,mašakana a sekwere,masakana a sekwere,zwitange zwa tshikwea,swiangi swa xikwere,symbol [ ],,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_833,square metre,vierkante meter,imithasikwele,imitha esisikwere,sikwelemitha / imithasikwele,imithasikwere,sekweremetara,sekweremetara,sekweremitara,tshikwea mitha,xikwere mitara,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_834,square net / square grid,vierkantrooster,umdwebozikwele,igridi esikwere / inethi esikwere,inethisikwele / igridisikwele,ithungelelwano sikwere,sekwerekereiti,nnete ya sekwere / kriti ya sekwere,sekwere nete,nete ya tshikwea,ndzhungano wa swikwere,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_835,square number,kwadraatgetal,umphumela wenombolo oziphindayo,inani eliziphinda-phinda kwangalo,inombolosikwele,inomborosikwere,palosekwere,skwenomoro,karabo ya sekwere,nomboro ya tshikwea,xikwere xa nomboro,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_836,square root,vierkantswortel / tweedemagswortel,unombolo ziphinde,isikweruthi / icala lesikwere,sikweleruthi / umsukasikwele,umrabhusikwere / isikweruthi,modisekwere,skwerute,sekweruti,mudzi tshikwea,rimitsu ra xikwere / xikwererhuti,,,,,,,,,,,,,,,,,,,,,,
