id,eng,afr,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_natural_sciences_and_technology_for_grade_4_to_6_481,conveyor belt,vervoerband,bannda ḽa u endedza,bandi ro fambisa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_482,coo,koer,-u lila ha ḽiivha,rila,verb,,,,,,,ka tuva
dsac_natural_sciences_and_technology_for_grade_4_to_6_483,cooking oil,kookolie,mapfura a u bika,mafurha yo sweka,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_484,cool,afkoel,-rothodza,horisa / titimeta,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_485,cool air,koel lug,muya u rotholelaho,moya wo hola,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_486,cool down,afkoel,-rothodza,horisa,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_487,cooler,koelhouer,tshirothodzi / khuḽara,khulara / xihorisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_488,coop,hok,hoko / tshitumba,xihahlu,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_489,copper / Cu,koper / Cu,koporo / khopha / tshirongana,koporo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_490,copper chloride,koperchloried,khopha kḽoraidi,tlilorayidi-koporo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_491,copper pin,kopernael,phini ya koporo / phini ya khopha / ya tshirongana,phini ya koporo / xipereta xa koporo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_492,copper sulphate,kopersulfaat,khopha salfeithi,salifeyiti-koporo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_493,copper wire,koperdraad,ḓaraṱa ya koporo / ḓaraṱa ya khopha / ḓaraṱa ya tshirongana,darata ya koporo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_494,cord,koord,thambo,ricindha / ntambhu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_495,core,kern,mbilu,xirho-xikarhi,,,,,,,,muhandzu
dsac_natural_sciences_and_technology_for_grade_4_to_6_496,cork,kurk,khokho,xipfalo,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_497,corrode,korrodeer / wegvreet,-ṱahadza / -ḽa,rhosisa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_498,corrosion,korrosie,ṱhahadzo,rhosi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_499,corrosive,korroderende middel,tshiṱahadzi / tshiḽi,xirhosisi,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_500,corrugated,gegolf / geriffel,-miṱoḓo,xa zenge / xa zingi / xa zinki,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_501,corrupt,korrup,-tshinyadza,onha,,computer technology - e.g. a database or diskette,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_502,cotton,katoen,luguli / muḓali,riguru / xipapi / vutiyi / khotoni / rinya,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_503,cotton cloth,katoenstof,sila / labi,nguvu ya riguru / nguvu ya xipapi / nguvu ya vutiyi / nguvu ya khotoni,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_504,cotton wool,watte,dzudzu,wulu ya riguru / wulu ya xipapi / wulu ya vutiyi / wulu ya khotoni,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_505,cotyledon,kotiledon / saadlob,luvhemba lwa mbeu,xiphambati,,,,,,,,mbewu
dsac_natural_sciences_and_technology_for_grade_4_to_6_506,courting,hofmakery,anḓana / ambisana,ku gangisana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_507,courting ritual,hofmaakritueel,nyambisano,ntolovelo wo gangisana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_508,covering,omhulsel,putela,xisirhelelo,,electricity,,,,,,gezi
dsac_natural_sciences_and_technology_for_grade_4_to_6_509,covering,bedekking,luvhemba,xikhumba / dzovo / nhlonge,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_510,cow,koei,kholomo ya tsadzi,ntswele / n’ombekati,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_511,crane,hyskraan,khreini,xitlakula-ndzhwalo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_512,crank,krukstaaf,khrenke,kirenke,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_513,crank mechanism,krukmeganisme,tshanḓa tsha khrenke,maendlelo ya kirenke,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_514,cream of tartar,kremetart,luvhanda,asidi ya thatha / esidi ya thatha,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_515,crease,kreukel,muonyo,ndzhembe / nxoxovano / mpetso / nkhwanyalo / nkhanyano / mutshetshe,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_516,creature,skepsel,tshivhumbiwa / tshisikwa,xihadyana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_517,cricket,kriek,tsenene / nzenene,nthonono / nchonyonyo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_518,criterion,kriterium / maatstaf,nḓila / tshieli,xihlawulekisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_519,croak,kwaak,u lila ha ḓula,ku rila ka chela / mpfumawulo wa xichela,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_520,crochet,hekel,-luka / -khurosheta,ku luka / mphasetelo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_521,crocodile,krokodil,ngweṋa,ngwenya,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_522,crop,gewas,tshiliṅwa,xirin’wa,noun,e.g. wheat,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_523,crop,krop,dyelo,chelele,noun,bird’s gullet,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_524,cross beam,dwarsbalk,ndula / bimu,rimbalele,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_525,cross-section,dwarsdeursnit,u tumula vhukati,xitsemakanyo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_526,crow,kraai,-u lila ha mukukulume,ringa,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_527,crown,kroon,khirauni / khare,xihenhla,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_528,crude oil,ru-olie,ole i songo kuniswaho,oyili-mbisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_529,cruising speed,togsnelheid,luvhilo lwo tewaho,rivilo-ndzinganelo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_530,crush,vergruis,-kwashekanya / -sinḓa,gandla / gaya / tlhokola / kandza / sila,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_531,crushed grain,gebreekte graan,thoro yo sinḓwaho,ndzoho yo gayiwa / ndzoho yo siriwa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_532,crushed mealies,mieliegruis,ṱhuvhule,mapa / mugayo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_533,crust,kors,goko / khrasiṱa,rikoko,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_534,crustacean,skaaldier,maḓambatshekwa,xa rixaka ra maganju / xa rixaka ra nkokotso,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_535,crystal,kristal,dzhoro / khrasiṱaḽa,ndzoho-ximunyu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_536,crystalline,kristalagtig,tshi na khrisiṱaḽa / tshi na dzhoro,ximunyu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_537,crystallisation,kristallisering,u vhumba dzhoro / ita khrisṱaḽa,maendlelo ya ndzoho-ximunyu / nkhokhiso,,rock,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_538,cud,herkousel / herkoutjie,nzeulwa,nghayelo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_539,cultivate,bewerk,-lima,rima,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_540,cultivated land,bewerkte grond / verboude grond,tsimu yo gweḓwaho / tsimu yo limiwaho,nsimu leyi rimiweke,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_541,cultivation,bewerking,ndimo,ku rima,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_542,cupboard,kas,khabodo,khabodo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_543,current,stroom,lutsinga,gandlati,,e.g. water and air,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_544,current / electric current,stroom / elektriese stroom,lutsinga,nkhululo,,electricity,,,,,,wa gezi
dsac_natural_sciences_and_technology_for_grade_4_to_6_545,curve,draai,kheve / khona,njhiko,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_546,curved beak,krom bek,mulomo wa mugopi,nomo-xiove,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_547,cushioned paw,gekussingde poot,shimba,rhuva / nenge-nyavatele,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_548,cutlery,eetgerei,zwishumiswa zwa u ḽa,swo dya hi swona / khatilari,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_549,cutter,snyer,mutshei / tshitshei,xitsemi / mutsemi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_550,cutting / slip,steggie,tshiṱahwa nga thanda,xitsemiwa,,plants,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_551,cycle,siklus,mutevheṱhanḓu / sekeḽe,nandzelelano,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_552,cylinder,silinder,siḽinda,silindara,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_553,cylindrical,silindries,tsha siḽinda,xa xisilindara,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_554,cylindrical magnet,silindriese magneet,maginethe wa siḽinda,maginete ya xisilindara,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_555,dam,damwal,damu,damu / qhivi,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_556,dam,opdam,-thivha mulambo,endla damu,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_557,damage,verniel / beskadig,-tshinya,onha,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_558,damp,klam,vhuelwaho,xo tsakama,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_559,damp ground,klam grond,murongwe,misava yo tsakama,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_560,dam up,opdam,fhaṱa damu,endla damu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_561,dark,donker,swiswi,xinyama / xinyami,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_562,dassie e / hyrax,das / dassie,mbila,mbila,term used in the RSA,animal,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_563,data,data,data,switiviwa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_564,dead leaf,dooie blaar,ṱari ḽo omaho,tluka ro oma,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_565,deadly germ,dodelike kiem,tshitshilitshivhulahi,xitsongwatsongwana xa nghozi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_566,death,dood,lufu,rifu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_567,deca,deka,fumi,-khume,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_568,decade,dekade,miṅwaha ya fumi,lembe-xikhume,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_569,decant,dekanteer / afgiet,-shulula,chulula / halata,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_570,decantation,dekantering / afgieting,tshululo,ku minyetela,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_571,decay / rot,verrot,-sina,bola,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_572,deci,desi,tsha fumi / desi,n’we-xa-khume,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_573,deciduous,bladwisselend,-tshipala,xo dzudza matluka,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_574,decode,dekodeer,-dikhoudu,paluxa / hlavutela,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_575,decompose,ontbind,sinisa,borisa / bola,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_576,decomposition,ontbinding,u sina,ku bola,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_577,deflate,afblaas / lug uitlaat,u xisa,phyisa / poncisa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_578,degradable,afbreekbaar,-vhumbululeaho,xo oloviseka,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_579,degree Celsius,graad Celsius,digirii seḽishiasi,mpimo-hiso wa Selixiyasi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_580,dehydration,ontwatering / dehidrasie,u fhelamaḓi,ku omeriwa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_581,deliquescent,vervloeiend,-luḓifhalaho,xo n’okiseka,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_582,delivery tube,afvoerpypie,phaiphitshimbidzi,phayiphi yo fambisa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_583,density,digtheid,dentsithi / vhuṱanḓekani / vhutsitsikani,ntiko,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_584,dentate leaf,getande blaar,ṱari ḽa maṋo,tluka-ximeno,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_585,dentition,gebit,nzudzanyo ya maṋo,ximeno,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_586,deposit,afsetting,masalela,masalela,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_587,depth,diepte,vhudzivha / vhungolo,vuenti,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_588,desert,woestyn,soga,mananga / savasi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_589,design,ontwerp,nyolo,ku dizayina / ndhizayino,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_590,design,ontwerp,-ola,dizayina,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_591,designer,ontwerper,muoli,mudizayini,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_592,design process,ontwerpproses,vhuoli,madizayinelo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_593,develop,ontwikkel,-bveledza,kurisa / hluvukisa,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_594,development,ontwikkeling,mveledziso,ku kula / vuhluki,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_595,device,toestel,tshishumiswa,nchumu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_596,devil’s thorn,dubbeltjie,gwanda,xinhlonhlwana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_597,dew,dou,ṅwando,xiverha / mberha,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_598,diabetes,diabetes / suikersiekte,vhulwadze ha swigiri / vhulwadze ha tshugela / daibethisi,vuvabyi bya chukele,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_599,diabetic,diabeet,mulwadze wa swigiri / mulwadze wa tshugela / mulwadze wa daibethisi,muvabyi wa chukele,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_600,diagonal,diagonaal / hoeklyn,tshibuḓakhuḓa,xihingakanya,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_601,diagram,diagram,nyolo / daigramu,xifaniso / dayagiramu / xiencisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_602,diagrammatic,diagrammaties,ngaho nyolo / daigramu,xidayagiramu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_603,dial,wyserplaat,musumbasifhere / tshisumbatshikhala,xitlhokonyoto,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_604,dial,bel,-rwela luṱingo / -daiḽa,tlhokonyota,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_605,diameter,diameter,phandakati / dayamitha,mpandzo / dayamitara,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_606,diamond,diamant,daimane,dayimani,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_607,diarrhoea / diarrhea,diarree,u shela / u vha na dangani / u tshuluwa,nchuluko / ku huda,US,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_608,dicotyledon,dikotiele plant / tweesaadlobbige plant,daikhothlidono / mbemba mbili dza mbeu,mbewu-swiphambatimbirhi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_609,die-casting,matrysgieting / vormgieting,vhufuladaizi,ku dayiza,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_610,diesel,diesel,diziḽi / disiḽi,dizele,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_611,diet,dieet,zwiḽiwa / nndyo,swakudya,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_612,dig,grawe,-u bwa,cela / fukula / yemba,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_613,digest,verteer,-sukanya,pfuvela / gayela,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_614,digestion,spysvertering,tsukanyo,mpfuvelo / nghayelo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_615,digestive system,spysverteringstelsel,sisṱeme ya tsukanyo,vupfuveri / vugayeri,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_616,dilute,verdun,dzimula,timula / tengula,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_617,diluted iodine,verdunde jodium,ayodini yo dzimulwaho,ayodini yo timuriwa / ayodini yo tenguriwa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_618,dim,dof,-ḓimaho / -revhaho,hunguta / dima,adjective,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_619,dimension,afmeting / dimensie / mate,muelo,mpimo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_620,diminish,verminder,-ṱukufhadza / -dimula / -fhungudza,hunguta,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_621,dim light,dowwe lig,tshedza tsho dimaho / tshedza tsho fhungudzwaho,rivoni ro hungutiwa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_622,diode,diode,dayode,dayodi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_623,dip,doop,-ngwandamedza / -mbwandamedza,peta,verb,in liquid,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_624,dip,sak,tsitsa,dzaneta / dlomuta,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_625,direct current,gelykstroom,lutsinga ndivhanele,nkhululo-gezi wo ya tlhelo rin’we,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_626,direction,koers,sia / thungo / buḓo,tlhelo / mheho,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_627,direct sunlight,direkte sonlig,masana ndivhanele,miseve ya dyambu yo kongoma,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_628,disc / disk,skyf,disiki,disiki / xivhilwana-pyatla / xiphambati,US,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_629,disc floret / disk floret,skyfblommetjie,disiki fḽorethe,xiluva-nhlokopyatla,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_630,disease,siekte,vhulwadze,vuvabyi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_631,disinfectant,ontsmetmiddel,tshivhulahi tsha zwitshili,xidlaya-switsongwatsongwana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_632,disintegrate,disintegreer,fhandekanya,nhlanhla / hangalasa / tlhantlha,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_633,disintegration,disintegrasie,phandekanyo,nhlanhlo / hangalaso / ntlhantlho,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_634,dispense,resepteer,-ṋea mushonga,nyika / phakela,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_635,disperse,verstrooi,balanganya / hasekanya,hangalasa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_636,displace,verplaas,sudzulusa,tlhengusa / khapa / tekela ndhawu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_637,dissolve,oplos,-ṋoka,n’okisa,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_638,distance,afstand,tshikhala,mpfhuka,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_639,distillation,distillasie,u rothisa,ntengiso,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_640,distilled water,gedistilleerde water,maḓi a rothiswaho,mati yo tengisiwa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_641,distilling flask,distilleerfles,fuḽasiki,fulasiki yo tengisa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_642,divide,verdeel,khethekanya / kovha,avanyisa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_643,dividers,verdeelpasser,tshikovhi,xipimo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_644,division,verdeling,mukovho,nkavanyiso / ku avanyisa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_645,3-D object / three-dimensional object,3-D-voorwerp / driedimensionele voorwerp,tshivhumbeo tsha masia mararu / tshivhumbeo tsha 3-D,nchumu wa matlhelo manharhu,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_646,domestic animal,huisdier,tshifuwo,xifuwo,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_647,domesticate,mak maak,fuwa,fuwa,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_648,donkey,donkie,donngi / mbongola,mbhongolo / donki,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_649,dove,duif,ḽiivha,tuva,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_650,dowel,houtnael / klinkbout,doweḽe,xikhomanisi,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_651,dowel stick,tappen,thanda ya doweḽe,xikhomanisi xa xirhendzevutana,,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_652,down,dons,mithenga,vutsenga,noun,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_653,download,aflaai,-sudzulusa,hundzisela mahungu / dawuniloda,verb,,,,,,,
dsac_natural_sciences_and_technology_for_grade_4_to_6_654,down-river,stroomaf,-tsaho na mulambo,ku rhelela / ku ngirimela,adverb,,,,,,,
