id,eng,afr,zul,xho,ssw,nbl,tsn,nso,sot,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_life_orientation_terminology_term_list_507,irritation,irritasie / ergernis,ukucasuka,ukucaphukisa / ukuthukuthezela,kucasuka / kwenyanya,ukucasuka / ukusilingeka,letshwenyo / tsetseno,tenego,ho teneha,u silingea / u thithisea,nyenyetseko / nyangatseko / siringeko,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_508,isolate,isoleer,ukuhlukanisa,hlukanisa,hlukanisa,-hlukanisa,tlhaolela / beela thoko / kgapela thoko,-hlaola,-qhelela thoko,fhambanya,hambanyisa,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_509,issue,kwessie / saak / vraagstuk,udaba,umba,ludzaba,indaba ekhulunywako,ntlhatherisano,tabakgolo,taba,fhungo,mhaka,noun,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_510,jack-knife,knipmes / knipmesduik,ukutshuzela emanzini ugobile / indlela yokutshuza i-jack-knife,untywilo / i-jack-knife / ijekhinayifu,kungena emantini ugobekile,indlela yokudayiva / i-jack knife,thobuelokopololo,jekenaefe / mokgwa wa go rutha ka go phethonkgana pele o tsena ka meetseng ka hlogo,jeknaefe,dzhekinaifi,jekinayifi,,swimming,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_511,javelin,spies / werpspies,ijavelini,ijavelina,ijavelini,ijavelina,lerumotshameko / javeline,tšabelini,javeline,dzhaveḽini,xitlhadyana / javhelini,,athletics,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_512,jealous,jaloers / naywerig / afgunstig,onomona,-nomona,-nemona / -nesikhwele,-nesikhwele / -nomona,-lefufa / -monafala / -fufega,-tsebafela / -monafalela,-lefufa / -mona,-vhivhaho,mavondzo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_513,jealousy,jaloesie / naywer / afguns,umona,umona,kuba nemona / kuba nesikhwele,umona / isikhwele,lofufa,mona / tseba / lehufa,lefufa / mona,vivho,vondzoka,noun,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_514,job,werk,umsebenzi,umsebenzi / ijobhu,umsebenti / litoho,umsebenzi,tiro,mošomo,mosebetsi,mushumo,ntirho,noun,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_515,jockey,jokkie,ujokhi,inkweli / idyoki,umgibelimahhashi / jokhi,ujoki / umkhwelipera,mopalamapitsebelo / joki,mokatiši,joki,mugadisi wa bere,mujahisatihanci,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_516,joke,grap / gekskeerdery,ihlaya,isiqhulo,lihlaya,ihlaya,motlae,swaswa / moswaso,motlae,mudai / muswaswo,misawu,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_517,journal,vaktydskrif,ijenali,ijenali / ulindixesha,ijenali,ijenali,lokwalopaka,kgatišobaka / tšenale,jenale,dzhenaḽa,jenali,,magazine,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_518,journalist,joernalis,intatheli,intatheli,intsatseli,umbikiindaba,mokwaladikgang / mmegadikgang,mmegaditaba,moqolotsi wa ditaba,ramafhungo,n'wamahungu,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_519,Judaism,Judaïsme / Jodedom,inkolo i-Judaism,inkolo yobuJuda,Bujuda,ikolo yobuJuda / i-Judaism,Judaism,Judaism / tumelo ya Sejuta,Bojuta,Judaism,Xijudayizimu,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_520,judge,oordeel,ukwahlulela,gweba,hlulela / gweba,-gweba / -hlulela,atlhola,-ahlola,-ahlola,haṱula,avanyisa / ahlula,verb,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_521,judge,regter,umehluleli / ijaji,ijaji / umgwebi,umehluleli / lijaji / umgwebi,umahluleli / umgwebi / ijaji,moatlhodi,moahlodi,moahlodi,muhaṱuli,muavanyisi / muahluri,noun,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_522,juice,sap,ijusi,ijusi,ijuzi,ijuzi,matute,matutu,lero,dzhusi,juzi,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_523,jump,spring,ukugxuma,xhuma,zuba / eca,-eqa,tlola,-fofa / -taboga,-qhoma / -tlola,fhufha,tlula / thamuka,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_524,jury,jurie,isigungu sabahluleli / ijuri,ijuri,libandla lebahluleli / ijuri,ijuri,baatlhodi / juri,baahlodi,juri,dzhuri,vaqamuli,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_525,justice,geregtigheid / regverdigheid,ubulungiswa,ubulungisa,bulungiswa,ubulungiswa,bosiamisi,toka,toka,vhulamukanyi,vululami / vuavanyisi,,fairness,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_526,kilojoule / kJ,kilojoule / kJ,isikali ikhilojuli / i-kj,ikhilojowuli / ikJ,ikhilojowuli / i-kJ,ikhilojowuli / i-kJ,kilojule,khilotšule,khilojule,khiḽodzhouḽu,kilojowulu,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_527,kind,goedhartig / goedig,ububele,ukuba nobuntu / ukuba nenceba / ukulunga,-lungile / -nemusa / -neluvelo,-nomusa / -nesisa,siame,-loka,-mosa,-lugaho / -vha na vhuthu,musa / tintswalo / vunene,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_528,kinship,stamverwantskap / bloedverwantskap,ubuhlobo,ubuhlobo / ulwalamano / uzalwano,buhlobo,ubuhlobo,losika,moloko,tswalano,vhushaka,vuxaka,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_529,knife,mes,ummese / umukhwa,imela / imesi / isitshetshe,umukhwa / ummese,umukhwa,thipa,mphaka / thipa,thipa,lufhanga,mukwana,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_530,Koran / Qur'an,Koran / Qoer'aan / Koer'aan / Qur'aan,iKurani,iKorani,Ikurani,iKorani,Koran,Koran,Korane,Koran / Qur'an,Korani,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_531,kraal,kraal,isibaya,isibaya / ubuhlanti / uthango,sibaya,isibaya,lesaka,kgoro,motse wa sot / lehae la sot,danga,muti,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_532,kwashiorkor,kwasjiorkor,ikhwashu,ikhwashi,ikhwashiyokho / ikhwashi,ikhwatjhiyoko / ikhwatjhi,kwashioko,khwašiokho,kwashioko,khwasho / khwashioko,nkhwaxu,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_533,labour / labor,arbeid / werk,umsebenzi,umsebenzi,umsebenti,umsebenzi,tiro,mošomo,mosebetsi,mushumo,nsebenzi,United States,physical work,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_534,lane,laan / baan,ulayini,ilayini / umzila,umugca / umlayini,umtletlana / indledlana,tselana,leine / sekgoba sa gare ga methaladi ye mebedi tseleng,leine,ḽeini,ntila,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_535,language,taal,ulimi,ulwimi,lulwimi,ilimi,puo,polelo / leleme,puo,luambo,ririmi,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_536,language group,taalgroep,abalimi lunye,iqela lolwimi,buhlanga,isizwe,setlhophapuo,setšhaba sa leleme le tee,babui ba puo,lushaka,ntlawa wa vavulavuri va ririmi,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_537,larva,larwe,iqhimiza,umbungu,sibungu,isibungu,mokone / sebokosei,sebokwana / laba,seboko,tshivhungu,xivungu,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_538,lava,lawa,ubindi,udaka lwentaba-mlilo,ludzaka lwentsabamlilo / ilava,ilava,lava,lava,lava,ḽava,lavha,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_539,lawyer,regsgeleerde / regspraktisyn / prokureur,ummeli,igqwetha,ummeli,igcwetha,mmueledi,ramolao,ramolao,ramilayo / axennḓe,gqweta,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_540,leader,leier / aanvoerder,umholi,inkokeli,umholi,umdosiphambili / umrholi,moeteledipele,moetapele,moetapele,murangaphanḓa,murhangeri,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_541,learning area,leerarea / studiegebied / vakgebied,isifundo,isifundo,sifundvo,isifundo / ikoro yeemfundo,karolothuto,karolothuto,lekala la thuto,sia ḽa ngudo,xiyenge xa dyondzo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_542,learning programme,leerprogram / studieprogram / studeerprogram,uhlelo lokufunda,isicwangciso sokufunda,luhlelosifundvo,ihlelo lokufunda,lenaneothuto,lenaneothuto,lenaneo la thuto,mbekanyamushumo ya ngudo,nxaxameto wa dyondzo / nongonoko wa dyondzo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_543,lecture,lesing,isifundo,isifundo,sifundvo,isifundo,tlhatlhelelo,thuto,thuto,pfumbudzo,vuleteri,noun,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_544,legend,legende / oorlewering,umzekeliso,ibali elibuntsomirha,insimi,inolwana-mlando,noolwane,nonwane,tshomo,lungano,ntsheketo / xitori,,story,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_545,leisure,vrye tyd / ledige tyd / ontspanning,umthebeleko,ulonwabo,kutitfokotisa / kutijabulisa / kukhibika,isikhathi sokuzigedla,boiketlo / boitapolosa,nako ya boiketlo / maitišo,boiketlo / moroba,tshifhingawe / tshifhinga tsha u awela,nkarhi wo humula / nkarhi wo wisa,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_546,lemon,suurlemoen,ulamula / umncwencwe,ilamuni,lilamula / liswiri / lilemoni,uswiri,ratsuru,swiri,sirilamunu,tshikavhavhe,xikwavava,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_547,lesson,les,isifunjwana,isifundo,sifundvo,isifundo,thuto,thuto,thuto,ngudo,dyondzo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_548,liberation,bevryding / vrymaking,ukukhulula,inkululeko / ukukhululwa,kukhulula,ukukhulula,kgololosego,tokologo,tokoloho,mbofholowo,ntshuxeko,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_549,librarian,bibliotekaris,usomtapolwazi,usomathala eencwadi / unoncwadi,somtapolwati / somtapomabhuku / somtapotincwadzi,isisebenzi sebulungelo leencwadi / usomtaponcwadi,molaeborari,rabokgobapuku,molaeborari,muḽaiburari,mulayiburari,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_550,library,biblioteek / boekery,umtapolwazi,ithala leencwadi / ilayibhrari,umtapolwati / umtapomabhuku / umtapotincwadzi,ibulungelo leencwadi / umtapo weencwadi / ilayibhrari,laeborari,bokgobapuku,laeborari,ḽiiburari,layiburari,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_551,lifeguard / lifesaver,lewensredder / strandwag / menseredder,umqaphibabhukudi,umhlanguli-manzini,umhlengi,umhlanguli,mofalosi,mohlakodiši,mopholosi,muphulusi,muponisavutomi,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_552,lifeline,lewenslyn / noodlyn,uphondo lukasalayedwa,umnxeba wohlangulo,luchumano lwasebungotini,umtato wesizo labasengozini,tselatlhaeletsano,tselakgokagano,mokgwa wa pholoso,luṱingo lwa thuso,riqingho ra xilamulelamhango,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_553,life orientation,lewensoriëntering / lewensvaardighede,isifundo ngempilo,isifundo ngezobomi,emakhono ekuphila,ijayezopilo,itlwaetsotshelo,tlwaetšophelo,thuto ya phedisano,ḓivhavhutshilo,mitolovelo ya swa vutomi,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_554,limit,grens / perk,umkhawulo,umda,umkhawulo,umkhawulo,tekanyo / tekanyetso / seelo,kgaolelo / magomo,moedi / qola,mugumo / tshikalo,mpimo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_555,limited overs,beperkte boulbeurte,ama-ova anomkhawulo,unyino kwiiowuva,ema-ova lalinganiselwe,ikhawulelo lama-ova,dipalelotekanyetso,dioubara tše di kgaoletšwego,ovara tse lekantsweng / ovara tse sehetsweng moedi,ovara dzo elwaho,tiovha leti pimiweke,,cricket,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_556,linguistic,linguisties / taalkundig,okolimi,-nxulumene nolwimi / -phathelene nolwimi,-phatselene nelulwimi / -kwelulwimi,-phathelene nelimi / -kwelimi,- puo,-maleme,-puo,-zwa nyambo,- ririmi,adjective,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_557,liquor,sterk drank / drank,utshwala obuthonsisiwe,utywala,tjwala,utjwala,bojalwa / nnotagi,senotagi / bjala,jwala,tshikambi,byalwa,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_558,literacy,geletterdheid,ulwazi lokufunda nokubhala,ukwazi ukufunda nokubhala / ilitheresi,kwati kufundza nekubhala,ukwazi ukufunda nokutlola,bokgonipuiso / kitsopuisokwalo,bokgoni bja go ngwala le go bala,tsebo ya ho bala le ho ngola,vhukoni ha u vhala na u ṅwala,vuswikoti byo hlaya no tsala,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_559,literate,geletterd,ukwazi ukufunda nokubhala,-ba nokufunda nokubhala,-fundzile,-aziko ukufunda nokutlola,-kitsopuisokwalo,-kgonago go ngwala le go bala,-tsebang ho bala le ho ngola,a konaho u vhala na u ṅwala,-ku kota ku hlaya no tsala,adjective,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_560,litter,rommel / vullis / vuilgoed,izibi,inkunkuma,inkhukhuma / imfucuta,iinzibi,kgotlhelo / leswe,tšhila,tshila,tshika / mathukhwi,malakatsa,noun,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_561,litterbug,morsjors / rommelstrooier,ixamba,ixelegu / umngcolisi,lidlabha / linuku,itjhapha / umsilaphazi / idlabha,moleswafatsi / mokgotlhedi,mošilafatši,mosilafatsi,mutshikafhadzi,muthyakisi,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_562,loan,lening,imalimboleko,imali-mboleko,sikweleti,imalimboleko / isikwelede,kadimo,kadimo,kadimo / lounu,khadzimiso,xikweleti,noun,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_563,locomotion,voortbeweging / beweging,ukuhamba,intshukumo,kunyakata,ukukhamba,motsamao,mosepelo,motsamao,mutshimbilo,mfambamfambo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_564,long jump,verspring,umgxumelakude,umdlalo wokutsibelakude,kweca,umeqomude,motlololeele,motabogotelele,longjampo,nzambo ya fhasi / phuphelakule,ntlulogoza / ntlulo wo nava,,athletics,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_565,love,liefhê / bemin,ukuthanda,thanda,tsandza,-thanda,rata,-rata,-rata,lufuno,rhandza,verb,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_566,loyal,lojaal / getrou,othembekile,-thembeka,-tsembekile,-thembekileko,tshepega / ikanyega,-botegelago,-tshepahalang,-fulufhedzea,-tshembheka,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_567,lunch,middagete / middagmaal / middagmaaltyd / noenmaal,isidlo sasemini,isidlo sasemini / ilantshi,ilantji / idina,idina / ukudla kwemini,dijotshegare,matena / dijo tša mosegare,dijo tsa motsheare,tshiswiṱulo,swakudya swa nhlikani,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_568,lunchtime,etenstyd / middagete,isikhathi sesidlo sasemini,ixesha lesidlo sasemini / ixesha lelantshi,sikhatsi selantji / sikhatsi sedina,ilantji / isikhathi sokudla kwemini,nakodijotshegare,nako ya matena / nako ya dijo tša mosegare,nako ya dijo tsa motsheare,tshifhinga tsha tshiswiṱulo,nkarhi wa swakudya swa nhlikani,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_569,macramé,macramé,ukubhonqa / ukucana,ukuluka / ukuphotha / imakhrame,kweluka,ukuhlobisa ngesino / ukukghabisa ngesino,mologo / makerame,makerame / mohuta wa mologo,moloho,macramé / muluko wa makhreni,vuluki bya makhiremi / makhiremi,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_570,magazine,tydskrif,iphephabhuku,imagazini / ulindixesha,liphephabhuku / imagazini,imagazini,makasine,kgatišobaka / makasine,makasine,magazini,magazini,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_571,main points,hoofpunte / sleutelpunte / kernpunte,amaphuzu amqoka,amanqaku angundoqo / amanqaku aphambili,emaphuzu labalulekile,amaphuzu aqakathekileko,dintlhakgolo,dintlhakgolo,dintlhakgolo,mbuno,tinhlankulu,usually in plural,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_572,maize / mealies / corn,mielies,ummbila / uhlamvu lommbila,umbona,ummbila,isiphila,mmidi / mmopo,lefela,poone,vhele / ḽivhele,mavele,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_573,maltreatment,mishandeling,ukuphatha kabi,impatho-mbi,kuhlukunyetwa / kuphatfwa kabi,ukuhlukunyezwa / ukuphathwa kumbi,tshotlo,tshwarompe,tshotlo,thambudzo,makhomelo ya tihanyi,,"human rights, e.g. children",,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_574,manage,regkom / hanteer,ukuphumelela,kwazile / phumelele / -ba nako,phumelela / khona,-kghona,kgona / atlega,-kgona,-atleha,kona,fikelela,verb,succeed,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_575,Mandrax,Mandrax,i-Mandrax,isiyobisi iMandraksi,Imendreksi,imendreksi,Mandrax,Mandrax / dipilisi tša ditagi,Mandrax,Manḓirakisi / Mandrax,Mandirakisi,tradename,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_576,march,opruk / optrek,ukumasha,-enza umngcelele,shuca / masha,tjhagala,mogwanto,-gwanta,-hwanta,gwalaba,macha,verb,protest,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_577,margarine,margarien / kunsbotter,imajarini,imajarini,imajarini,imajarini,majerine,matšarine,majarine,madzharini / muluko wa makhreni,majarini,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_578,market,mark,imakethe,imarike,imakethe,imakethe,mmaraka,mmaraka,mmaraka,makete,makete,noun,place,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_579,marriage,bruilof / troue / huwelikseremonie,ukugcagca,umtshato,kwendza / kushada / kuteka,ukwenda / ukuthatha / ukutjhada,lenyalo,lenyalo / nyalo,lenyalo,mbingano,mucato,noun,ceremony,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_580,marriage,huwelik,ukuganana,umtshato,umshado / umendvo,umendo / umtjhado / ukuthatha,lenyalo,lenyalo,lenyalo,mbingano,vukati,,legal,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_581,marriage certificate,huweliksertifikaat / trousertifikaat,isitifiketi sokuganana / isitifiketi somendo,isiqinisekiso somtshato / isatifiketi somtshato,sitifiketi semshado,isitifiketi somtjhado,setifikeitinyalo / lekwalo la lenyalo,sethifikheiti sa lenyalo / lengwalo la bohlatse la lenyalo,lengolo la lenyalo,ṱhanziela ya mbingano,xitifikheti xa vukati,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_582,massage,massering,umcumbazo,ukuphululwa / ukumasajwa,kumasaja / kushikisha,ukuphulula / ukumasaja,sidila,masatše / tšhidulo,ho sedila,tsiḓulula / u masadzha,ku masaja,noun,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_583,mass production,massaproduksie,umkhiqizo omningi,imveliso eninzi,kukhicita ngebunyenti,umkhiqizo omnengi,tlhagisontsi,tšweletšontši,tlhahiso ka bongata,vhubveledzi vhunzhi,swikumiwanyingi,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_584,measles,masels,isimungumungwane,imasisi,incubulunjwane,umasela / umungu,mmoko / mmasele,mooko,maselese,tshifumbu,swimungwamungwani,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_585,Mecca,Mekka,i-Mecca,iMekha,iMekha,iMekha,Mecca,Mecca,Mecca,Mecca,Mecca,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_586,media,media / die media,imithombo yezokwazisa,amajelo eendaba,betindzaba / betekusakata,iimbikiindaba,boradikgang,boraditaba,mediya,vhoramafhungo,xihangalasamahungu,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_587,mediator,bemiddelaar,umlamuli,umlamli,umlamuli,umlamuli,moletlanyi / moruanyi,mmoelanyi / molamodi,monamodi,mulamuli,mulamuri,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_588,medical help,mediese hulp / mediese bystand,usizo lezokwelapha,uncedo lwezonyango,lusito lwekwelapha,isizo lezokwelapha,thusokalafi,thušo ya tša kalafo,thuso ya bongaka,thuso ya zwa dzilafho,mpfuno wa swa vutshunguri,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_589,medical personnel,mediese personeel,isisebenzi kwezokwelapha,igosa lezonyango / umsebenzi wezonyango,sati setekwelapha / ingcweti yetekwelapha / sisebenti setekwelapha,isazi sezokwelapha,modiredikalafi,mošomedi wa tša kalafo,setsebi sa kalafo,muḓivhi wa zwa dzilafho,xitivi xa swa vutshunguri / mutirhi wa swa vutshunguri,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_590,medical school,mediese skool / skool vir geneeskunde,isikole sezifundo zobudokotela,isikolo sezonyango,sikolo setekwelapha,isikolo sezokwelapha,sekolokalafi,sekolo sa tša kalafo,sekolo sa bongaka,tshikolo tsha vhudokotela / tshikolo tsha zwa mishonga,xikolo xa swa vutshunguri,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_591,medical training,mediese opleiding / geneeskundige opleiding,uqeqesho kwezokwelapha,uqeqesho kwezonyango,ceceshelwa kwelapha,ibandulo lezokwelapha,bokatisetsakalafi,tlhahlo ya tša kalafo,thupelo ya bongaka,pfumbudzo ya zwa dzilafho,vuleteri bya swa vutshunguri,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_592,memory,geheue,ukukhumbula,inkumbulo / ukugcina,kukhumbula / inkhumbulo,ukukhumbula,kgopolo,kgopolo,kgopolo,muhumbulo,ku tsundzuka,,ability to remember,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_593,mental,verstandelik / geestelik,okwengqondo,-engqondo,-kwengcondvo,-kwengqondo / -komkhumbulo / -kwehloko,- tlhaloganyo,-kgopolo / -monagano,-ya kelello,-muhumbulo,-swa miehleketo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_594,mentally handicapped / mentally disabled / mentally challenged,verstandelik gestrem / geestelik gestrem,ukukhubazeka kwengqondo,ukugula ngengqondo,kusangana / kukhubateka engcondvweni / kugula engcondvweni,-khubazeke ngokwengqondo / -khubazeke ngokomkhumbulo / -gula ngengqondo,kgolefalotlhaloganyo,go golofala kgopolo,holofetseng kelellong,u lwala muhumbulo,ku tsoniwa emiehleketweni,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_595,milestone,mylpaal,umgama,isiganeko esibalulekileyo ebomini / isiganeko esingalibalekiyo ebomini,ligcatfu / sigaba semphumelelo,isigaba sepumelelo epilweni,phitlhelelo,sešupo sa katlego bophelong,mokolokotwane,tswikelo,ku fikelela swa nkoka evuton'wini,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_596,military,weermag,amasosha,amajoni / umkhosi,emasotja,amasotja / amajoni,sesole,sešole / bošole,sesole,mmbi,masocha,noun,referred to as the military,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_597,mime,mimeer,ukulingisa buthule,ukulinganisa ngamalungu omzimba,lingisa buthule / lingisa bubindze,-dlala buthule / -lingisa buthule,bebentsha,-ekiša,-maema,edzisela nga nyito / maima,encenyeta,verb,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_598,mime,mimiek / gebarespel,isilingisabuthule,ulinganiso ngamalungu omzimba,kulingisa buthule / kulingisa bubindze,umdlalo buthule,pebentsho,papadikekišo,maeme,ḓirama ya tshiedzisa,encenyeto,noun,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_599,mince,maalvleis / gemaalde vleis,inyama egayiwe,inyama esiliweyo / iminsi,inyama legayiwe,inyama esiliweko / inyama egayiweko,namasitsweng / minse,nama ye e šitšwego,minse,minsi / ṋama yo gaiwaho,nyama yo gayiwa / makanyanisi,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_600,mind,verstand / intellek,ingqondo,ingqondo,ingcondvo,umkhumbulo / ingqondo,tlhaloganyo,mogopolo / monagano,kelello,muhumbulo,miehleketo / mianakanyo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_601,mindmap,geheuekaart / breinkaart,isithombemqondo,imephu-zimvo / isicwangciso-ngcinga,libalavemcondvo,imebhengqondo,mmepetlhaloganyo,mmapa wa go gakolla,mmapa wa mohopolo,mepe wa muhumbulo,mepe wa miehleketo / mepe wa mianakanyo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_602,mineral,mineraal / delfstof,isimbila,isimbila / iminerali,iminerali / simbiwa,isenjiwa / iminerali,setswammung / serašwa / minerale,minerale / seraša / seepša,minerale,mineraḽa,xicelwa,,,,,,,,,,,,,,,,,,,,,,
