id,eng,afr,zul,xho,ssw,nbl,tsn,nso,sot,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_life_orientation_terminology_term_list_188,confession,bekentenis / erkenning,ukuvuma icala,ingxelo-zono / ukuhlambulula / imvumo-zono,kuvuma / kutihlambulula,ukuvuma icala,boipobolo / ipolelo,boipobolo / boipolelo,boipolelo,u ḓibula,ku tivula / ku tisola,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_189,confidence,vertroue,ukuzethemba,ukuzithemba,kutetsemba,ukuzithemba,tshepo,boitshepo,boitshepo,vhufulufheli,vutitshembi,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_190,confident,selfversekerd / vol vertroue / vol selfvertroue,ozethembayo,zithembileyo,-titsembile,-zithembako / -kholwako,itshepa,boitshepo,-itshepa,fulufhelaho,titshemba,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_191,confirmation,aanneming,umqiniso / ukuqinisa,ukuzaliswa,kuciniswa,umqiniso,tlhomamiso,tlhomamišo / kamogelo,tiiseletso,khwaṱhisedzo,ntiyisiso,,religion,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_192,consequence,gevolg / uitwerking / nasleep,umphumela,isiphumo / isiqhamo,umphumela,umphumela,ditlamorago,ditlamorago,ditlamorao,masindaitwa,mbuyelo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_193,consider,oorweeg / oordink,ukucabangisisa,gqala / qwalasela,cabangisisa,-yelela / -cabangisisa,akanyetsa / naganela,-naganišiša,-nahanisisa,sedza,tekela ehlokweni,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_194,considerate,bedagsaam / hoflik,ocabangela abanye,-cingelayo / -ba novelwano,-cabangelanako / -velanako,-cabangelako,-naganela / -akanyetsa,-hlokomelago,-nahanela,-sedza,tekela van'wana ehlokweni,adjective,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_195,contagious,aansteeklik / oordraagbaar,okuthelelanayo,-sulelayo,-tsatselanako / -sulelanako,-thathelanako / -thelelanako,-tshwaetsa,-fetelago,-tshwaetsang,pfukelaho,-tlulelaka,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_196,contaminated food,besmette voedsel,ukudla okunobuthi / ukudla okunoshevu,ukutya okunetyhefu / ukutya okungcolisekileyo,kudla lokunebutsi,ukudla okunetjhefu / ukudla okunobuthi,dijokgotlhelegileng / dijo leswafetseng,dijo tše di šilafetšego,dijo tse tjhefo,zwiḽiwa zwo tshikafhadzwaho / zwiḽiwa zwo ṱambelelwaho,swakudya leswi thyakisiweke,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_197,contentment,tevredenheid / vergenoegdheid,ukwaneliseka,ulwaneliseko / ukwaneliseka,kweneliseka,ukwaneliseka,kgotsofalo,kgotsofala,kgotsofalo,pfusho,enela,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_198,contour,kontoer,ikhontolo,umlimandlela / ikhontolo / ikhonto / umviko,likhondova,ijamo lomphetho omagombe / ikhonthuwa,losi / bodiko,khonthua / thapalalo,tshekallo / thapollo,ndunduma,ndzhambalalo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_199,contour ploughing,voorboerdery,ukulima emakhontolweni,ukulima ngokweekhontolo / ukulima ngokweekhonto,kulima ngelikhondova,ukulima buvundla / ukulima magombe,temolosi / temobodiko,go lema ka go rapama,ho lema ka tshekallo / ho lema ka thapallo,u lima nga dzindunduma,ku rima eka ndzhambalalo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_200,convenient,gerieflik / gemaklik,ukubalula,-fanelekileyo / -lungeleyo,-melula / -sitako,-bulula / -faneleko,siametse,loketšego / swanetšego,-lokelang,-leludzaho,-olovisa,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_201,converge,saamkom / ineenloop / saamvloei,ukuhlangana,ukuhlangana,hlangana,-hlangana,kopana,-kopana,-kopana,ṱangana,hlangana,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_202,conversation,gesprek,ingxoxo,incoko,ingcoco / inkhulumiswano,icociswano,motlotlo / puisano,poledišano,puisano / moqoqo,nyambedzano / khaseledzo,mbhurisano / mbulavurisano,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_203,correct,korrek / juis / reg,okulungileyo,-chanekileyo / -lungileyo,-lungile / -cinisile,-lungileko,siame / nepagetse,-nepagetšego,-nepahetse,-lugaho,-lulama,adjective,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_204,country,land,izwe,ilizwe,live,ilizwe / inarha,naga,naga,naha,shango,tiko,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_205,courage,moed / dapperheid / manhaftigheid,isibindi,ubukhalipha / ukuba nesibindi,sibindzi,isibindi,bopelokgale / bobete,bogale,sebete,tshivhindi,vurhena / xivindzi / tiyahlana,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_206,court / court of law,hof / geregshof,inkantolo,inkundla,inkantolo / likhotho,ikhotho,kgotlatshekelo,kgoro ya tsheko / kgorotsheko,lekgotla la dinyewe,khoroni / khothe,huvo / khoto,noun,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_207,crack,kraak,ukwenza ufa,chachambisa,chachambisa / phula,-thathamba / -thathambisa,phagoga / phanyega,-palega,-peperana,balea / -bvisa mutwe / thathaba,pandza,verb,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_208,craft,kunshandwerk / handwerk,umsebenzi wezandla,umsebenzi wezandla / umsebenzi wobugcisa,umsebenti wetandla,isino,tiroatla / bobetli,tiroatla / bobetli,bobetli,vhutsila ha zwanḓa / mushumo wa zwanḓa,vutshila bya swa mavoko,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_209,craft market,kunshandwerkmark / handwerkmark,imakethe yemisebenzi yezandla,imarike yomsebenzi wezandla,imakethe yemsebenti wetandla,imakethe yezesino / imakethe yomsebenzi wezandla,mmarakadibetlwa / mmarakatiroatla,mmaraka wa tiroatla,mmaraka wa dibetlwa,makete wa vhutsila ha zwanḓa / maraga ya mishumo ya zwanḓa,makete wa swa mavoko,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_210,creative,skeppend / kreatief,onekghono lokusungula,-nobuchule / -yilayo,-ticambelako / -tisungulelako,-nekghono lokutlhama / -nokuhlakanipha / -nekghono lokusungula,-botlhami,-bokgoni bja go ithomela,-iqapetsweng,-konaho u sika,-kota ku tumbuluxa,adjective,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_211,creativity,kreatiwiteit / skeppingsvermoë / skeppendheid,ikhonokusungula,ubuchule / uyilo,kuticambela / kutisungulela,ikghono lokutlhama / ikghono lokusungula,botlhami,bokgoni bja go ithomela,boiqapelo,vhusiki,vutumbuluxi,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_212,crèche,kleuterskool / crèche / bewaarskool,inkulisa,ikhritshi,inkhulisa,ikulisa / ikhretjhi,kheretšhe,kheretšhe,dikonyaneng / kritjhi,khireshe,khirexe,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_213,cremate,veras,ukulothisa,utshiso-sidumbu,shisa sidvumbu,-tjhisa isidumbu,fisa setopo,mokgwapoloko wa go fiša setopo,-tjhesa setopo,-fhisa tshitumbu,ku hisa ntsumbu,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_214,cricket,krieket,ikhilikithi / ikhrikhethi,iqakamba / ikhrikhethi,ikhilikithi / ikhrikhethi,ikhrikhethi,khirikete,khirikhete,krikete,khirikhethe,khirikhete,,game,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_215,crime,misdaad,ubugebengu,ulwaphulo-mthetho,bugebengu,ubulelesi,bosenyi,bosenyi,bosenyi,vhugevhenga / vhutshinyi,vugevenga,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_216,crime scene,misdaadtoneel,indawo yesehlakalo,indawo yolwaphulo-mthetho,indzawo lekwenteke kuyo bugebengu,indawo okwenzeke kiyo ubulelesi,lefelobosenyetso / lefelotshenyo,lefelo la bosenyi,sebaka sa bosenyi,fhethu ho bvelelaho vhutshinyi / fhethu ho bvelelaho vhugevhenga,ndhawu ya vugevenga / xivandla xa vugevenga,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_217,crowd,skare / menigte,isixuku,indimbane / isihlwele / inginginya,sicuku,isiqubuthu / iwoma,bontsi,lešaba,letshwele,gogo,ntshungu,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_218,crutch,kruk,izinduku,umsimelelo,ludvondvolo / indvuku,isigodo sokukhamba / ikhratjhi,seikokotlelo / patla,lehlotlo / mokokotlelo,kroko,mbaḓa / kobodo,nhonga,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_219,cultural,kultureel,okwesiko,-nkcubeko,-kwelisiko,-phathelene namasiko / -kwesiko,-setso,-setšo,-botjhaba,-zwa mvelele / -tsha mvelele,-mfuwo,adjective,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_220,cultural meal,kultuurkos,ukudla kwesintu,isidlo sesintu,kudla kwendzabuko,ukudla kwesiko / ukudla kwesintu,dijo tsa setso,dijo tša setšo,dijo tsa botjhaba,zwiḽiwa zwa mvelele,swakudya swa mfuwo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_221,culture,kultuur,isiko,inkcubeko,lisiko,isiko,setso,setšo,botjhaba / setho,mvelele,mfuwo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_222,custom,gebruik / gewoonte,inkambiso,isiko,lisiko,umkhuba / isikopilo,tlwaelo,setlwaedi,moetlo,mikhwa / maitele,mukhuva,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_223,cyclist,fietsryer / fietser,umshovi,umqhubi-bhayisekile,umgibelibhayisikili,umkhweli webhayisikili / umkhweli wesithuthuthu,mopalamagategate / mobaesekele / mopalamaperetshitswana,mootledi wa paesekela,sepalama baesekele / sethakgilane,mureili,mufambisaxikanyakanya,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_224,dagga,dagga / hennep / marijuana / pot / boom,insangu,intsangu / umya,insangu / umtfunti wetinkhukhu,isangu,motokwane / motekwane,lebake,matekwane,mbanzhe,mbangi,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_225,dairy,melkery,ideri,ideri,ideri,ideri,deri,maswing / lebeseng,deri,ḓeri,masini / ntswambeni,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_226,damage,skade,umonakalo,umonakalo,umonakalo,umonakalo,tshenyo,tshenyo,tshenyo,tshinyalelo,onhakelo,noun,e.g. caused by a flood,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_227,dance,dans,umdanso,umdaniso / umxhentso,umdanso,ukugida / ukudansa,moretelediane / modikologo / motanso,mmino,motjeko,mutshino / dantsi,ncino,noun,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_228,dance,dans,ukugida / ukudansa / ukusina,danisa / xhentsa,dansa / jayiva,-gida / -dansa / -jayiva,reteletsa,-tantsha / -bina,-tjeka,tshina / dantsa,cina,verb,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_229,dance,dans,umgido / umdanso,umdaniso / umxhentso,umdanso / umjayivo,umjayivo / umdanso,moretelediane / modikwadikwane,tantshi,motjeko,mutshino / mudantso,ncino,noun,social event,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_230,dangerous,gevaarlik,okunobungozi,-nobungozi,-nebungoti,-nengozi,kotsi,-kotsi,-kotsi,-khombo,-swa nghozi / -swa khombo,adjective,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_231,day mother,dagmoeder / dagma,umzanyana,impelesi,umzanyana,imbelesi,mmelegi,moledi wa mosegare fela / mofepi wa mosegare fela,mosalaledikonyana,muleli,muhlayisi wa vana,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_232,Day of Goodwill,Welwillendheidsdag,uSuku Lwesihle,uSuku loKwenza okuHle / uSuku lweziNwe,Lilanga Lekwenta Lokuhle,iLanga leemFiselabuhle,Letsatsi la Bopelonamagadi / Letsatsi la Bopelontle,Letšatši la Mediro ye Mebotse,Letsatsi la Bopelontle,Ḓuvha ḽa Vhuthu,Siku ra Xinakulobye,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_233,Day of Reconciliation,Versoeningsdag,Usuku Lokubuyisana,uSuku loXolelwano,Lilanga Lekubuyisana,iLanga lokuBuyisana,Letsatsi la Poelano,Letšatši la Poelano,Letsatsi la Poelano,Ḓuvha ḽa Vhupfumedzani,Siku ra Ndzivalelano,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_234,death certificate,doodsertifikaat / sterftesertifikaat,isitifiketi sokufa,isiqinisekiso sokufa / isatifiketi sokufa,sitifiketikufa,isitifikeyiti sokufa,setifikeitiloso,sethifikheiti sa lehu,lengolo la lefu,ṱhanziela ya lufu,xitifikheti xa rifu,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_235,debris,puin,imfucuza,ubugoxo / inkunkuma,imfucuta / kungcola / imfucumfucu,icucu / ifucufucu,matlakalasaledi,matlakala / marope,masalla,zwitshakatshaka,makhukhuri,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_236,decent life,ordentlike lewe / fatsoenlike lewe,impilo engcono,ubomi obundilisekileyo,imphilo lencono / similo,ipilo ehle,botshelotoka,bophelo bjo bo lekanetšego,bophelo bo amohelehang,vhutshilo ha khwine,bophelo bya kahle,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_237,decision,besluit,isinqumo,isigqibo,sincumo,isiqunto,tshwetso,sephetho,qeto,tsheo,xiboho,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_238,declare,verklaar,ukumemezela,bhengeza / vakalisa,memetela,-memezela,-tlhomamisa,-tsebiša,-phatlalatsa / -tsebisa,ḓivhadza,tivisa,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_239,decorate,versier / verfraai,ukuhlobisa,hombisa,hlobisa,-hlobisa / -kghabisa,kgabisa,-thakga / -thakga,-kgabisa,khavhisa,sasekisa / khavisa,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_240,deforestation,ontbossing,ukususwa kwamahlathi,ukutshatyalaliswa kwamahlathi / ugeco lwamahlathi,kugawulwa kwelihlatsi / kususwa kwelihlatsi,ukugawulwa kwamahlathi / ukususwa kwamahlathi,tlososekgwa,tlošo ya dithokgwa,tlheko ya moru,maakhatho,vutsemi bya mirhi,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_241,democratic,demokraties,ngentando yabantu,-edemokhrasi / -olawulo lwentando yesininzi,-ngekwentsandvo yelinyenti / -ngekwedemokhrasi,-kwentando yenengi / -kwedemokhrasi,-demokerasi,-temokerasi,-demokrasi,zwa dimokhirasi,-swa xidemokirasi,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_242,demonstrate,demonstreer / wys,ukukhombisa,bonisa,khombisa / tjengisa,-tjengisa,bontsha / kaela / supetsa,-laetša,-bontsha,sumbedza,kombisa,,show,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_243,demonstrate,betoog / 'n betoging hou,ukubhikisha,ukuqhankqalaza / ukutoyitoya,bhikisha,-tjengisa ukunganeliseki,dira ditshupetso,-ipelaetša,-ipelaetsa,gwalaba,kombisa,verb,march publicly,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_244,den,lêplek,umphandu,umhadi / isikhundla / umqolomba,sikhundla / umgodzi,isikhundla,mongobo,legolo,lemena,mulalavhanda,khele,,of an animal,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_245,depress,neerslagtig maak / terneerdruk,ukujabhisa,ukukhubekisa,dvumata / jabhisa,-khubekisa,utlwisa botlhoko,-kokobetša,-tetebetsa,u vhaisa muyani,tshikelela,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_246,despair,wanhoop,ukulahla ithemba,ukulahla ithemba / ukuncama,kulahla litsemba,ukulahla ithemba,tlhobogo / tsholofologo,itlhoboga / nolega mooko,ho lahlehelwa ke tshepo,ṱovhowa,heleriwa hi ntshembo / nkantshembo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_247,destruction,vernietiging / verwoesting,ukushabalalisa,intshabalalo / imbubhiso,kubhubhisa,ukutjhabalalisa / ukubulala,tshenyo,tshenyo,tshenyo,tshinyadzo,maendlelo yo onha / heriso,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_248,detail,besonderheid / detail,umniningwane,iinkcukacha / iingcombolo,imininingwane,umniningwana,botlalo,botlalo,ntlha,zwidodombedzwa,vuxokoxoko,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_249,determined,vasberade / vasbeslote / gedetermineerd,ukuzimisela,ukuzimisela,-timisele,-zinikeleko / -netjisakalo / -zimiseleko,ikemisetsa / ikemiseditse,phegeletše / ikemišeditše,-ikemiseditse,ḓiimisela,tiyimiserile,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_250,devastating,vernietigend / verwoestend,okubhubhisayo / okushabalalisayo,-onakalisayo,-moshako / -bhubhisako,-bhubhisako / -tjhabalalisako,-senya thata / -senya phetelela,-šwalalanya,-senyang haholo,tshinyadzaho,-onhaka,adjective,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_251,Dewali,Divali / Dipavali,uDiwali,iDewali,iDiwali,i-Diwali,Dewali,Dewali,Dewali,Divali / Dewali,Dewali,,Hindu festival of light,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_252,diagnostic assessment,diagnostiese assessering,ukuhlolakuxilonga,ukuhlola,luhlolobhulo / luhlolophengulo,ukuhlola ngokuthola umsusa / ihlolo ngokuphengula,tlhatlhobelotshiamiso,kelotemošo / tekolotemošo,tlhahlobo ya sesosa,ndingo ya tsedzuluso,hlelelo ro kambela,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_253,diary,dagboek,unsukuzonke,idayari,idayari,umalangeni / idayari,bukatsatsi,tayari,dayari,dayari,dayari / buku ya siku,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_254,dictionary,woordeboek,isichazamazwi,isichazi-magama,sichazamagama / sichazamavi,isihlathululi-magama / isihlathululi-mezwi,thanodi,pukuntšu,dikshenare,ṱhalusamaipfi,xihlamuselamarito,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_255,die / dice,dobbelsteen,idayisi,idayisi,lidayizi,idayisi,letaese,letaese,letaese,daizi,dayisi,noun,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_256,dignity,waardigheid,isithunzi,isidima,sitfunti,isithunzi / ukuhlonipheka,seriti,seriti,seriti,tshirunzi,xindzhuti,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_257,dinner,aandete,isidlo sakusihlwa,isidlo sangokuhlwa / idinala,idina / kudla kwantsambama,ukudla kwantambama / isidlo santambama / idina,dilalelo,dilalelo,selallo / dijo tsa mantsiboya,tshilalelo,dina / swakudya swa siku,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_258,disabled person,gestremde / gestremde persoon,umuntu okhubazekile,umntu obandezeleke ngokwamalungu omzimba,umuntfu lophila nekukhubateka,umuntu okhubazekileko / umuntu onokukhubazeka,segole,mogolofadi,sehole,muholefhali,mutsoniwa,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_259,disadvantage,nadeel,ububi,ingxaki / ukungalungi / ububi,bubi,ubumbi,thapolo,tlalelo,bothata,tshikonḓisi / vhuvhi,ntsandziso,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_260,disaster,ramp,inhlekelele / umonakalo,intlekele,inhlekelele,ihlekelele,matlhotlhapelo,masetlapelo,koduwa,tshiwo,mhangu,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_261,discourage,ontmoedig / afraai,ukuqeda amandla / ukuthena amandla,ukutyhafisa / theza amandla,cedza emandla / coba,-qeda amandla,nyemisa mooko,-nola moko / -nyamiša,-nyahamisa / -nyotobetsa,netisa,heta matimba / heta ntamu / lolohisa,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_262,discus,diskus / werpskyf,idiskhasi,idisikhasi,idiskhasi,idiskhasi,papetla / disekhase,tisikase,diskhase,disikhasi,disikhasi,,athletics,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_263,disgust,afsku / weersin / afkeer,ukwenyanyisa,ukukruquka / ukunyanyisa,kunenga / kucasula / kunyanyisa / kudzina / kunyakula,ukunyenya,nyontsha,tena / šišimiša,nyontsha,nengisa / shishimisa,nyenyetseka / nyangatseka / phirheka,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_264,dishonest,oneerlik,ukungathembeki,ukungathembeki / ukunganyaniseki,-ngaketsembeki,-ngathembekiko,tlhokannete / tlhokaboikanyego,-botegego,-hloka nnete,-sa fulufhedzea,-nga tshembeki,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_265,disobedient,ongehoorsaam,okungathobeli,ukungathobeli,-dzelelako / -ngahloniphi / -eyanako,-ngalaleliko,lenyatso,-se obamele,-nyatsang / -tellang,luswetho / lunyadzo,ku nga yingisi,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_266,distract,aflei / aftrek,ukuphazamisa,phazamisa,phatamisa / tsikameta,-phazamisa,itaya tsebe / fapha ditsebe,-gakantšha,-sitisa,thithisa / dzinzisa,kavanyeta,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_267,distrust,wantroue / agterdog,ukungathembi,ukungathembi,kungetsembi,ukungathembi,se tshepe,-se tshepe,-hloka botshepehi,-sa fulufhedza,ku nga tshembi / nkantshembo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_268,disturb,hinder / pla / steur,ukuphazamisa / ukuthikameza,phazamisa,tsikameta / phatamisa,-thikameza / -thikazisa / -liya,kgoreletsa,-tshwenya,-sitisa,-khakhisa / -thithisa,kavanyeta,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_269,divorce,egskeiding,isehlukaniso,uqhawulo-mtshato / ukuchithwa komtshato,kwehlukana / sehlukaniso,ukutlhalana,tlhalo,tlhalo,tlhalo,ṱhalano,ntlhalano,noun,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_270,documentary,dokumentêr / dokumentêre film,uhlelozehlakalo,inkqubo-mbaliso / idotyhumentari / inkcazo-mbaliso / inkqubo-mbaliselo,luhlelomlandvo,idokhiyumenthari,setshwantshotshelo / dokhumentari,tokumenthari / lenaneo la thelebišene goba radio la go bontšha ditiragalo tša nnete ka taba yeo e itšego,dokhumenthari,ḽitambwaṱhoḓisiso / ḽitambwa ḽa zwo iteaho,dokhumentari / tsalwavutomi,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_271,doggie-paddle / doggy paddle / dog paddle,hondjieswem,ukubhukudisa okwenja,ukudada okwenja / ukudada isinja,kuhlamba ngekugwedla,ukududa njengenja / ukuthaya njengenja,thumotirisomaoto,go rutha sempša,ho sesa sentja,u tala sa mmbwa,vuhlamberiximbyana,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_272,donate,skenk / gee,ukunikela,nikela,nikela,-nikela / -pha,abela / neela,-neela,-fana,lambedza,nyikela,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_273,donation,skenking / donasie,umnikelo,umnikelo,umnikelo,umnikelo / isipho,kabelo / dikabo / moneelo,moneelo,phano,ndambedzo,munyikelo,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_274,drama,drama,umdlalo / idrama,idrama / umdlalo,umdlalo,umdlalo / idrama,terama,terama / tiragatšo,tshwantshiso / terama,ḽitambwa / ḓirama,ntlangu,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_275,dried food,gedroogde voedsel / gedroogde kos,ukudla okomisiwe,umqwayito,kudla lokonyisiwe,ukudla okomisiweko / ukudla okonyisiweko,dikomeletsa,makwapi,dijo tse omisitsweng,zwiḽiwa zwo omiswaho,swakudya swo omisiwa,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_276,driver,bestuurder / voertuigbestuurder / drywer,umshayeli,umqhubi,umshayeli,umtjhayeli,mokgweetsi,mootledi,mokganni / moqhobi,mureili,muchayeri,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_277,drum,trom / drom,isigubhu,igubu / idram,sigubhu,ingungu / isigubhe / umthumba,moropa,moropa,moropa / sekupu,ngoma,ngoma / xigubu / ncomana,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_278,dump site,stortterrein / stortingsterrein,indawo yokulahla udoti / indawo yemfucuza,itiphu,litala / indzawo yekulahla tibi,izala,thotobolo,letlaleng / lefelo la go lahla ditlakala,thotobolo,ḓaleḓale,tala,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_279,Easter,Paasfees / Pase,iPhasika,iPasika,Liphasika / Gudi,iPhasika / iGudi,Paseka,Paseka,nako ya Paseka,vhuṱambo ha Mvuwo,Paseka,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_280,Easter egg,paaseier,uSwidi wephasika osaqanda,iqanda letshokholethi langePasika,licandza leLiphasika,iqanda leGudi,Lee la Paseka,Lee la aseka,lehe la Paseka,ḽegere ḽa tshifhinga tsha Mvuwo,tandza ra Paseka,,,,,,,,,,,,,,,,,,,,,,
dsac_life_orientation_terminology_term_list_281,economy,ekonomie,umnotho,uqoqosho,umnotfo / umcebo,umnotho,moruo / ikonomi,ikonomi,moruo,ikonomi,ikhonomi,,,,,,,,,,,,,,,,,,,,,,
