id,eng,nso,afr,eng_pos_or_descriptor,eng_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info
up_glossary_prizes_and_awards_195,Private International Law 410 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Praebete wa Ditšhabatšhaba wa 410,Internasionale Privaatreg 410-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_196,Deeds and Notarial Practice 410 Certificate of Merit,Setifikeiti sa Bokgoni sa Mangwalo le Tirišo ya Senothori a 410,Aktes- en Notariële Praktyk 410-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_197,Historical Foundations of SA Private Law 110 Certificate of Merit,Setifikeiti sa Bokgoni sa Metheo ya Histori ya Molao wa Praebete wa 110,Historiese Grondslae van die SA Privaatreg 110-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_198,Law of Contract 220 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Kontraka wa 220,Kontraktereg 220-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_199,Comparative Law 410 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Papetšo wa 410,Regsvergelyking 410-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_200,Juta Law Prize,Sefoka sa Molao wa Juta,Juta Regte-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_201,Dean's Merit List,Lenaneo la Bokgoni la Hlogo ya Lefapha,Dekaan se Merietelys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_202,Land and Land Reform 420 Certifificate of Merit,Setifikeiti sa Bokgoni sa Naga le Mpshafatšo/Tlhabollo ya Naga ya 420,Grond- en Grondhervormingsreg 420-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_203,Law of Securities 410 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Ditšhireletšo wa 410,Effektereg 410-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_204,Constitutional Law 210 Certificate of Merit,Setifikeiti sa Bokgoni sa Molaotheo wa Mmušo wa 210,Staatsreg 210-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_205,Education Law 420 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Thuto wa 420,Onderwysreg 420-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_206,Criminal Law 410 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Bosenyi wa 410,Strafreg 410-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_207,Sports Law 420 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Dipapadi wa 420,Sportreg 420-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_208,Law of Securities 410 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Ditšhireletšo,Effektereg 410-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_209,Third Party Compensation Law 420 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Tefo ya Setho sa Boraro wa 420,Derdepartyvergoedingsreg 420-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_210,Civil Procedure 420 Certificate of Merit,Setifikeiti sa Bokgoni sa Tshepedišo ya Segae ya 420,Siviele Prosesreg 420-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_211,Law of Persons 110 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Batho wa 110,Personereg 110-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_212,Trusts and Estates 410 Certificate of Merit,Setifikeiti sa Bokgoni sa Ditrasete le Mafa tša 410,Trusts en Boedels 410-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_213,Philosophical Perspectives on Legal Problems 410 Certificate of Merit,Setifikeiti sa Bokgoni sa Ponego ya Filosofi ka Mathata a Molao wa 410,Filosfiese Perspektiewe op Regsprobleme 410-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_214,International Law 420 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Ditšhabatšhaba wa 420,Internasionale Reg 420-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_215,Moot Court 420 Certificate of Merit,Setifikeiti sa Bokgoni sa Kgoro ya Dikakanyo ya 420,Skynhof 420-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_216,Legal Practice 310 Certificate of Merit,Setifikeiti sa Bokgoni sa Tirišo ya Molao wa 310,Regspraktyk 310-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_217,Supervised Internship 420 Certificate of Merit,Setifikeiti sa Bokgoni sa Thutišo ya mošomo yeo e Hlapeditšwego ya 420,Internskap onder Toesig 420-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_218,Alternative Dispute Resolution 420 Certificate of Merit,Setifikeiti sa Bokgoni sa 420 sa Tharollo ya Ngangišano ya Tlhatlolano/Tšhielano,Alternatiewe Geskilbeslegting 420-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_219,Media Law 420 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa tša Bobegaditaba wa 420,Mediareg 420-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_220,Social Security Law 420 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Tšhireletšo ya Leago wa 420,Sosiale Sekerheidsreg 420-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_221,Legal Skills 120 Certifificate,Setifikeiti sa Mabokgoni a Molao a 120,Regsvaardighede 120-sertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_222,Practical Law 420,Molao wa Tirišo wa 420,Praktiese Regskunde 420-sertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_223,Introduction to Law 110 Certificate,Setifikeiti sa Tsebišo ya Molao wa 110,Inleiding tot die Reg 110-sertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_224,African Human Rights 410 Certificate,Setifikeiti sa Ditokelo tša Batho ba Afrika tša 410,Afrika-menseregte 410-sertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_225,Shadrack Mbonani Memorial Prize,Sefoka sa Segopotšo sa Shadrack Mbonani,Shadrack Mbonani-gedenkprys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_226,Dean's Merit List Prize,Sefoka sa Lenaneo la Bokgoni sa Hlogo ya Lefapha,Dekaan se Merietelys-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_227,D&T Trust Prize,Sefoka sa Trasete ya D&T,D&T Trust-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_228,Certificate of Merit,Setifikeiti sa Bokgoni,Merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_229,Cliffe Dekker Hofmeyr Inc Prize,Sefoka sa Kopanyo sa Cliffe Dekker Hofmey,Cliffe Dekker Hofmeyr Ing-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_230,Consumer Protection 220 Certificate of Merit,Setifikeiti sa Bokgoni sa Tšhireletšo ya Bareki ya 220,Verbruikerbeskerming 220-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_231,Nelson Mandela Trophy,Sebjana sa Nelson Mandela,Nelson Mandela-trofee,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_232,Law of Succession 221 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Tatelano wa 221,Erfreg 221-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_233,Human Rights 220 Certificate,Setifikeiti sa Ditokelo tša Batho tša 220,Menseregte 220-sertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_234,Insolvency Practice 410 Certificate of Merit,Setifikeiti sa Bokgoni sa Tirišo ya Go palelwa ke go laola dithoto ya 410,Insolvente Boedelpraktyk 410-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_235,Teresa Lister Prize and Trophy,Sefoka le Sebjana tša Teresa Lister,Teresa Lister-prys en -trofee,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_236,LexisNexis Prize,Sefoka sa LexisNexis,LexisNexis-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_237,Supervised Internship 420 Certificate of Merit,Setifikeiti sa Bokgoni sa Thutišo ya,Internskap onder toesig 420-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_238,,mošomo yeo e Hlapeditšwego ya 420,,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_239,Essay and Seminar 400 Certificate of Merit,Setifikeiti sa Bokgoni sa Ditaodišo le Diseminare tša 400,Skripsie en Seminaar 400-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_240,Legal Interpretation 210 Certificate of Merit,Setifikeiti sa Bokgoni sa Tlhathollo ya Molao ya 210,Regsuitleg 210-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_241,Chief Justice FLH Rumpff Floating Trophy,Sebjana sa go Thetha sa Moahlodimogolo FLH Rumpff,Hoofregter FLH Rumpff-wisseltrofee,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_242,Harold Galasko Prize,Sefoka sa Harold Galasko,Harold Galasko-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_243,Procedural Law Prize,Sefoka sa Molao wa Tshepedišo,Prosesreg-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_244,Criminal Procedure 420 Certificate of Merit,Setifikeiti sa Bokgoni sa Tshepedišo ya Bosenyi ya 420,Strafprosesreg 420-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_245,Criminal Law 410 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Bosenyi wa 410,Strafreg 410-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_246,Criminial Law 420 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Bosenyi wa 420,Kiminele Reg 420-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_247,EM Hamman Floating Trophy,Sebjana sa go Thetha sa EM Hamman,EM Hamman-wisseltrofee,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_248,Routledge Modise Prize,Sefoka sa Routledge Modise,Routledge Modise-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_249,Tax Law 410 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Motšhelo wa 410,Belastingreg 410-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_250,Statutory Crimes 410 Certificate of Merit,Setifikeiti sa Bokgoni sa Melao ya Bosenyi ya 410,Statutêre Misdade 410-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_251,PPS Prize,Sefoka sa PPS,PPS-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_252,Insurance Law 310 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Diinšorense wa 310,Versekeringsreg 310-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_253,Adams & Adams Prize,Sefoka sa Adams & Adams,Adams & Adams-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_254,Medal of the Vice Chancellor and Principal,Metale wa Motlatšamokhanseliri le Hlogo,Medalje van die Visekanselier en Rektor,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_255,Legal Problems of HIV/Aids 410 Certificate of Merit,Setifikeiti sa Bokgoni sa Mathata a Molao a HIV/Aids wa 410,Regsproblematiek van MIV/Vigs 410-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_256,Gildenhuys Lessing Malatji Incorporated Prize,Sefoka sa Kopanelo sa Gildenhuys Lessing Malatji,Gildenhuys Lessing Malatji Ingelyf-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_257,Practical Law 410 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Tirišo wa 410,Praktiese Regskunde 410-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_258,Transnational Business Law 420 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Kgwebo wa Ditšhabatšhaba wa 420,Transnasionale Besigheidsreg 410-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_259,Jurisprudence Prize,Sefoka sa Diteori tša Molao,Regsleer-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_260,Legal Philosophy 311 Certificate of Merit,Setifikeiti sa Bokgoni sa Filosofi ya Molao ya 311,Regsfilosofie 311-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_261,DH van Zyl Prize,Sefoka sa DH van Zyl,DH van Zyl-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_262,Introduction to Law 110 Certificates of Merit,Setifikeiti sa Bokgoni sa Setifikeiti sa Tsebišo ya Molao ya 110,Inleiding tot die Reg 110-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_263,Historical Foundations of SA Private Law 120 Certificate of Merit,Setifikeiti sa Bokgoni sa Metheo ya Histori ya Molao wa Praebete wa 120 wa Afrika Borwa,Historiese Grondslae van die SA Privaatreg 120-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_264,Legal Pluralism 210 Certificate of Merit,Setifikeiti sa Bokgoni sa Melao yeo e Fapanego ya 210,Regspluralisme 210-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_265,De Swardt Vögel Myambo Attorneys Law of Contract Prize,Sefoka sa Molao wa Kontraka wa Boramelao ba De Swardt Vögel Myambo,De Swardt Vögel Myambo Prokureurs Kontraktereg-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_266,Law of Contract 210 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Kontraka wa 210,Kontraktereg 210-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_267,Rooth and Wessels Incorporated Prize,Sefoka sa Kopanelo sa Rooth le Wessels,Rooth en Wessels Ing-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_268,Medical Law 410 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Kalafo wa 410,Geneeskundige Reg 410-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_269,Haasbroek & Boezaart Prize,Sefoka sa Haasbroek & Boezaart,Haasbroek & Boezaart-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_270,Child Law 410 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Bana wa 410,Kinderreg 410-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_271,Insolvency Law 310 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Go palelwa ke go laola dithoto wa 310,Insolvensiereg 310-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_272,DM Kisch Incorporated Prize,Sefoka sa Kopanelo sa DM Kisch,DM Kisch Ing-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_273,Van der Merwe du Toit Prize,Sefoka sa Van der Merwe du Toit,Van der Merwe du Toit-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_274,Legal Practice 320 Certificate of Merit,Setifikeiti sa Bokgoni sa Tirišo ya Molao ya 320,Regspraktyk 320-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_275,Law of Things 310 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Dilo wa 310,Sakereg 310-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_276,Top Achiever in the first year of the LLB degree,Yo a tšweletšego gabotse go feta ba bangwe mo ngwageng wa mathomo wa LLB,Toppresteerder in die Eerste Jaar van die LLB-graad,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_277,Carpe Diem Prize,Sefoka sa Carpe Diem,Carpe Diem-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_278,Jurisprudence Prize,Sefoka sa Diteori tša Molao,Regsleer-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_279,Neels Campher Prize,Sefoka sa Neels Campher,Neels Campher-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_280,Legal Skills 110 Certificate of Merit,Setifikeiti sa Bokgoni sa Mabokgoni a Molao a 110,Regsvaardighede 110-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_281,Family Law 110 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Lapa wa 110,Familiereg 110-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_282,Top Achiever in the second year of the LLB degree,Yo a tšweletšego gabotse go feta ba bangwe mo ngwageng wa bobedi wa LLB,Toppresteerder in die Tweede Jaar van die LLB-graad,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_283,Johan ver Loren van Themaat Prize,Sefoka sa Johan ver Loren van Themaat,Johan ver Loren van Themaat-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_284,Labour Law 210 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Bašomi wa 210,Arbeidsreg 210-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_285,Law of Succession 211 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Tatelano wa 211,Erfreg 211-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_286,De Swardt Vögel Myambo Attorneys Administrative Law Prize,Sefoka sa Molaotaolo sa Boramolao ba De Swardt Vögel Myambo,De Swardt Vögel Myambo Prokureurs Administrasiereg-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_287,Private Law Prize,Sefoka sa Molao wa Praebete,Privaatreg-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_288,Schilz Prize,Sefoka sa Schilz,Schilz-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_289,Spoor & Fisher Prize,Sefoka sa Spoor & Fisher,Spoor & Fisher-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_290,Webber Wentzel Prize,Sefoka sa Webber Wentzel,Webber Wentzel-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_291,Administrative Law 310 Certificate of Merit,Setifikeiti sa Bokgoni sa Molaotaolo wa 310,Administrasiereg 310-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_292,Law of Evidence 311 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Bohlatse wa 311,Bewysreg 311-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_293,Law of Evidence 321 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Bohlatse wa 321,Bewysreg 321-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_294,Intellectual Property Law 320 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Thoto ya Monagano wa 320,Intellektuele Goederereg 320-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_295,Law of Damages 410 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Ditshe,Skadevergoedingsreg 410-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_296,Absa Legal Services Prize,Sefoka sa Ditirelo tša Molao tša Absa,Absa-regsdienste-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_297,Law of Delict 320 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Telike wa 320,Deliktereg 320-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_298,Insolvency Law 310 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Botšhoni wa 310,Insolvensiereg 310-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_299,Entrepreneurial Law 320 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Kgwebo wa 320,Ondernemingsreg 320-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_300,Legal Philosophy 311 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Filosofi wa 311,Regsfilosfie 311-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_301,Law of Negotiable Instruments 320 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Didirišwa tša Therišano wa 320,Reg insake Verhandelbare Dokumente 320-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_302,Top Achiever in the final year of the LLB degree,Mokgoni wa Godimo wa ngwaga wa mafelelo wa tikrii ya LLB,Toppresteerder in die Finale Jaar van die LLB-graad,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_303,Bliss Prize,Sefoka sa Bliss,Bliss-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_304,Grotius Medal,Metale wa Grotius,Grotius-penning,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_305,SA Society for Labour Law Prize,Sefoka sa Lekgotla la SA la Molao wa Bašomi,SA Society for Labour Law-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_306,Sasol Prize,Sefoka sa Sasol,Sasol-prys,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_307,Fundamental Labour Law 420 Certificate of Merit,Setifikeiti sa Bokgoni sa Molao wa Bašomi wa Theo wa 420,Fundamentele Arbeidsreg 420-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_308,Civil Procedure 410 Certificate of Merit,Setifikeiti sa Bokgoni sa Tshepedišo ya Segae ya 410,Siviele Prosesreg 410-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_309,Criminal Procedure 410 Certificate of Merit,Setifikeiti sa Bokgoni sa Tshepedišo ya Bosenyi ya 410,Strafprosesreg 410-merietesertifikaat,Law,Dean's Merit List Certificates,,,Regsgeleerdheid,
up_glossary_prizes_and_awards_310,Lecturer of the Year,Mofahloši wa Ngwaga,Lektor van die Jaar,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_311,Nurse's Lecturer of the Year,Mofahloši wa Mooki wa Ngwaga,Verpleeg-lektor van die Jaar,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_312,Young Lecturer of the Year,Mofahloši yo mo Nnyane wa Ngwaga,Jong Lektor van die Jaar,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_313,Researcher of the Year,Monyakišiši wa Ngwaga,Navorser van die Jaar,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_314,New Researcher of the Year,Monyakišiši/Mofatišiši yo Moswa wa Ngwaga,Nuwe Navorser van die Jaar,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_315,Achievement Award,Sefoka sa Bokgoni,Prestasietoekenning,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_316,Vice-Chancellor and Principal Medal,Metale wa Motlatšamokhanseliri le Hlogo,Visekanselier en Rektorsmedalje,Award of the Vice-Chancellor and Principal / Veterinary Science,,Sefoka sa Motlatšamokhanseliri le Hlogo,,Toekenning van die Visekanselier en Rektor / Veeartsenykunde,
up_glossary_prizes_and_awards_317,The Veterinary Nurses Association of South Africa Medal,Metale wa Lekgotla/Mokgatlo la/wa Afrika Borwa la Baoki ba Diphoofolo,Medalje van die Veterinêre Verpleegstersvereniging van Suid-Afrika,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_318,Theiler Memorial Medal,Metale wa Segopotšo wa Theiler,Theiler-gedenkmedalje,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_319,Eco-Vet Award,Sefoka sa Eco-Vet,Eco-Vet-toekenning,Veterinary Science,,,,Veeartsenykunde,
