id,eng,nso,afr,eng_pos_or_descriptor,eng_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info
up_glossary_prizes_and_awards_320,Private Clinics Award,Sefoka sa Dikliniki tša Praebete,Privaatklinieke-toekenning,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_321,Axim Services Prize,Sefoka sa Ditirelo tša Axim,Axim Services-prys,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_322,Bayer Animal Health Prize,Sefoka sa Maphelo a Diphoofolo sa Bayer,Bayer-prys in Dieregesondheid,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_323,Instavet Prize,Sefoka sa Instavet,Instavet-prys,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_324,Merial Clinical Prize,Sefoka sa Kalafo ya Merial,Merial Kliniese Prys,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_325,MSD Prize for Poultry health and production,Sefoka sa MSD sa maphelo a Dikgogo le tšweletšo,MSD-prys vir Pluimveegesondheid en -produksie,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_326,National Woolgrowers' Association Prize for Small Stock Flock Health and Production,Sefoka sa Lekgotla la Setšhaba la go bjala Wulu la Maphelo a Diruiwa tše di Nnyane,Nasionale Wolkwekersvereniging-prys vir Kleinveekuddegesondheid en -produksie,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_327,Pfizer Prize,Sefoka sa Pfizer,Pfizer-prys,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_328,SA Veterinary Foundation Pet Memorial Prize,Sefoka sa Segopotšo sa Motheo wa Bongakadiruiwa /Bongaka bja Diphoofolo bja Diruiwaratwa wa Afrika Borwa,SA Veterinêre Stigting-troeteldiergedenkprys,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_329,SA Veterinary Association Johannesburg Clinical Prize,Sefoka sa Kalafo ya Johannesburg sa Lekgotla/Mokgatlo la/wa Dingaka tša Diphoofolo la Afrika Borwa la,Kliniese Prys van die SA Veterinêre Vereniging Johannesburg,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_330,SA Veterinary Association Practical Prize,Sefoka sa Tirišo sa Lekgotla la Bongakadiruiwa /Bongaka bja Diphoofolo la Afrika Borwa,Praktiese Prys van die SA Veterinêre Vereniging,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_331,SA Veterinary Association Group Prize,Sefoka sa Sehlopha sa Lekgotla/Mokgatlo,Groepprys van die SA Veterinêre Vereniging,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_332,South African Pork Producers Organisation Prize,Sefoka sa Mokgatlo wa Batšweletši ba Kolobe ya Afrika Borwa,Prys van die Suid-Afrikaanse Varkprodusente-Organisasie,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_333,South African Equine Veterinary Association Prize,Sefoka sa Lekgotla la Bongaka bja Pere ya Afrika Borwa,Prys van die Suid-Afrikaanse Veterinêre Perdevereniging,Veterinary Science,,,,Veeartsenykunde,
up_glossary_prizes_and_awards_334,Swann-Morton Surgery Prize,Sefoka sa Bobui ba Swann-Morton,Swann-Morton-prys vir Chirurgie,Veterinary Science,,,,Veeartsenykunde,
