id,eng,nso,afr,eng_pos_or_descriptor,eng_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info
up_glossary_institutional_terminology_213,Information Governance Committee,Komiti ya Tshedimoo le Taolo,Inligtingbestuurskomitee,,,,,,
up_glossary_institutional_terminology_214,Information Literacy,Tsebo ya Tshedimoo,Inligtinggeletterdheid,,,,,,
up_glossary_institutional_terminology_215,Information Management,Taolo ya Tshedimoo,Inligtingbestuur,,,,,geen verbindings-s,
up_glossary_institutional_terminology_216,Information Science,Saense ya Tshedimoo,Inligtingkunde,,,,,geen verbindings-s,
up_glossary_institutional_terminology_217,information technology,theknolti ya tshedimoso,inligtingtegnologie,,,,,geen verbindings-s,
up_glossary_institutional_terminology_218,information week,beke ya tshedimoso,inligtingsweek,,,,,,
up_glossary_institutional_terminology_219,initial payment,tefo ya pele,eerste betaling,,,,,,
up_glossary_institutional_terminology_220,in-service training,tlhahlo ya mosomong,indiensopleiding,,,,,,
up_glossary_institutional_terminology_221,Institutional Forum,Foramo ya Institusene,Institusionele Forum,,,,,,
up_glossary_institutional_terminology_222,Institutional Policy on Assessment,Pholisi ya Instituene ya Kelo/Tekanyo/Tekolo,Institusionele Assesseringsbeleid,,,,,,
up_glossary_institutional_terminology_223,Institutional Proficiency Test,Teko ya Bokgoni bja Instituene,Institusionele Vaardigheidstoets,,,,,,
up_glossary_institutional_terminology_224,Institutional Repository,Mothopo wa Instituene,Institusionele Bewaarruimte,,,,,,
up_glossary_institutional_terminology_225,Instruction,taelo,onderrig,,,,,,
up_glossary_institutional_terminology_226,instruction of learners,taelo go baithuti,onderrig van leerders,,,,,,
up_glossary_institutional_terminology_227,instructional considerations,tlhokomelo ya taolo,onderrigoorwegings,,,,,,
up_glossary_institutional_terminology_228,instructional delivery,go fihlia taelo,onderrigoordrag/-besorging/-lewering,,,,,,
up_glossary_institutional_terminology_229,instructional design,moakanyetso wa taelo,onderrigontwerp,,,,,,
up_glossary_institutional_terminology_230,instructional designer,Moakanyetsi wa taelo,onderrigontwerpen,,,,,,
up_glossary_institutional_terminology_231,instructional expert,setsebi sa taelo,onderrigkenner,,,,,,
up_glossary_institutional_terminology_232,Intellectual Property Law,Molao wa Thoto ya Monagano,Intellektuelegoederereg,,,,,,
up_glossary_institutional_terminology_233,interleaves,karogano ya matlakala,tussenblaaie,,,,,,
up_glossary_institutional_terminology_234,introduction,Tsebiso,instelling,of module,,ya dithutwana,,van module,
up_glossary_institutional_terminology_235,International Affairs Office,Ofisi ya Ditaba tsa Ditshabatshaba,Kantoor vir Internasionale Aangeleenthede,,,,,,
up_glossary_institutional_terminology_236,international agreement,tumelelano ya ditshabatshaba,internasionale ooreenkoms,,,,,,
up_glossary_institutional_terminology_237,International English Language Testing System,Mokgwa wa go Leka Polelo ya Seisemane yaDitshabatshaba,International English Language Testing System,IELTS,,,,IELTS,
up_glossary_institutional_terminology_238,International Students Division,Karolo ya Baithuti ba Ditshabatshaba,Internasionale Studente-afdeling,,,,,,
up_glossary_institutional_terminology_239,Intranet Project,Protseke ya Intranete,Intranetprojek,,,,,,
up_glossary_institutional_terminology_240,Investment Committee,Komiti ya go Boloka tshelete,Beleggingskomitee,,,,,,
up_glossary_institutional_terminology_241,invigilate,go hlokomela baithuti bao ba ngwalago ditlhahlobo,by 'n eksamen toesig hou,verb,,,,,
up_glossary_institutional_terminology_242,invigilation,tlhokomelo ya baithuti ba o ba ngwalago ditlhahlobo,toesig,noun,,,,snw,
up_glossary_institutional_terminology_243,invigilator,mohlokomedi wa baithuti bao ba ngwalago ditlhahlobo,opsiener,at an examination,,,,by 'n eksamen,
up_glossary_institutional_terminology_244,IT Project Prioritisation Committee,Komiti ya Peakanyo ya Protseke ya IT,IT-Projekprioriteitskomitee,,,,,,
up_glossary_institutional_terminology_245,IT Users Forum,Foramo ya Basomisi ba IT,IT-gebruikersforum,,,,,,
up_glossary_institutional_terminology_246,ITS Management,Taolo ya ITS,ITD-bestuur,,,,,,
up_glossary_institutional_terminology_247,job description,tlhaloo ya mosomo,posbeskrywing,,,,,,
up_glossary_institutional_terminology_248,job title,thaetlele ya mosomo,posbenaming,,,,,,
up_glossary_institutional_terminology_249,keynote address,polelokgolo,programrede,,,,,,
up_glossary_institutional_terminology_250,keynote speaker,seboledisegolo,hoofspreker,,,,,,
up_glossary_institutional_terminology_251,Kumba Virtual Reality Centre for Mine Design,Senthara ya Nnete ya Tiriso ya Kumba ya Moakanyetso wa Meepo,Kumba Virtuele Werklikheidsentrum vir Mynontwerp,VRC,,,,VRC,
up_glossary_institutional_terminology_252,LC de Villiers Sports Grounds,Mabala a Dipapadi a LC de Villiers,LC de Villiers-sportterrein,,,,,,
up_glossary_institutional_terminology_253,Leadership and Training Centre and Research Commons,Senthara ya Tlhahlo le Boetapele le Didiriswa tsa Nyakisiso,Leierskap- en Opleidingsentrum en Navorsingsruimte,in Merensky Library,,Bokgobapuku bja Merensky,,in Merensky-bibioteek,
up_glossary_institutional_terminology_254,Learning,Go ithuta,Leer,,,,,,
up_glossary_institutional_terminology_255,Learning Support,Thekgo ya go Ithuta,Leerondersteuning,,,,,,
up_glossary_institutional_terminology_256,Lectern,Pabilione,Kateder,,,,,,
up_glossary_institutional_terminology_257,Lecturer,Mofahlosi,dosent/lektor,,,,,,
up_glossary_institutional_terminology_258,lecturers' marks system,mokgwa wa meputso wa bafahlosi,dosentepuntestelsel,,,,,,
up_glossary_institutional_terminology_259,life member,leloko la bophelo,lewenslange lid,,,,,,
up_glossary_institutional_terminology_260,life scientific fellow,modirisani wa saense ya bophelo,lewenslange wetenskapsgenoot,,,,,,
up_glossary_institutional_terminology_261,Life Skills modules,Dithutwana tsa Mabokgoni a Bophelo,Lewensvaardigheidsmodules,,,,,,
up_glossary_institutional_terminology_262,Literacies in Education,Ditsebotlhaka ka Thutong,Geletterdhede vir die Onderwys,,,,,,
up_glossary_institutional_terminology_263,live,somago,regstreeks,eg live transmission,,mohlala tshepediso ye e somago,,,
up_glossary_institutional_terminology_264,mainstream modules,dithutwana tseo di tlwealegilego,hoofstroommodules,,,,,,
up_glossary_institutional_terminology_265,major subject,dithutwana tse dikgolo,hoofvak,,,,,,
up_glossary_institutional_terminology_266,MakerSpace,MakerSpace,MakerSpace,in Merensky 2 Library,,ka Bokgobapukung bja Merensky ya 2,,in Merensky 2 Biblioteek,
up_glossary_institutional_terminology_267,Malaria Research Day,Letsati la Dinyakisiso/Diphatisiso tsa Malaria,Malaria-navorsingsdag,,,,,,
up_glossary_institutional_terminology_268,Master of Physiotherapy,Master of Physiotherapy,Magister in Fisioterapie,,,,,,
up_glossary_institutional_terminology_269,master's degree,tikrii ya mastase,magistergraad/meestersgraad,,,,,,
up_glossary_institutional_terminology_270,master's examination,tlhahlobo ya mastase,magistereksamen/meesterseksamen,,,,,,
up_glossary_institutional_terminology_271,master's programme,lenaneo la mastase,magisterprogram/meestersprogram,,,,,,
up_glossary_institutional_terminology_272,Mathematics achievement test,Teko ya bokgoni bja mmetse,Wiskunde-prestasietoets,,,,,,
up_glossary_institutional_terminology_273,Mathematics comprehension test,Teko ya tekatlhaologanyo ya immetse,Wiskunde-begripstoets,,,,,,
up_glossary_institutional_terminology_274,Matriculation Board,Boto ya Marematlou,Matrikulasieraad,,,,,,
up_glossary_institutional_terminology_275,matriculation exemption certificate,setifikeiti sa tokollo sa marematlou,matrikulasievrystellingsertifikaat,,,,,,
up_glossary_institutional_terminology_276,meeting schedule,setulo ya kopano,vergaderingskedule,,,,,,
up_glossary_institutional_terminology_277,merit award,sefoka sa bokgoni,merietetoekenning,for ...,,sa...,,vir...,
up_glossary_institutional_terminology_278,meritorious achievement,bokgoni bja go retega,merieteprestasie,,,,,,
up_glossary_institutional_terminology_279,mini dissertation,tesitheisene ye nnyane,miniverhandeling; skripsie,,,,,,
up_glossary_institutional_terminology_280,minimum requirements,dinyakwa tse nnyane,minimum vereistes,,,,,,
up_glossary_institutional_terminology_281,Mining Industry Study Centre,Senthara ya Dithuto tsa Intasteri ya Meepo,Mynwese-studiesentrum,,,,,,
up_glossary_institutional_terminology_282,Mini-Olympics,Diolimpiki tse Nnyane,Mini- Olimpiese Spele,,,,,,
up_glossary_institutional_terminology_283,minutes,metsotso,notule,of a meeting,,ya kopano,,van 'n vergadering,
up_glossary_institutional_terminology_284,The Mastercard Foundation Scholars Program,Lenaneo la Baithuti la Motheo wa Mastercard,Die Mastercard-stigting se Beursprogram,,,,,,
up_glossary_institutional_terminology_285,Miss - Misses,Mohumagatsana - Bahumagatsana,mej - mejj,,,,,afkorting vir mejuffrou mejuffroue,
up_glossary_institutional_terminology_286,Modality,Mokgwa woo dilo di dirwago ka gona,modaliteit,,,,,,
up_glossary_institutional_terminology_287,Model C school,Sekolo sa immotlolo wa C,Model C-skool,,,,,,
up_glossary_institutional_terminology_288,moderate achievement,bokgoni bjo bo lekanetsego,gemiddelde prestasie,,,,,,
up_glossary_institutional_terminology_289,module reports,dipego tsa dithutwana,moduleverslae,,,,,,
up_glossary_institutional_terminology_290,Mr - Messrs,Mna Morena,mnr mnre,abbr Mister,Misters/Messieurs,,,afkorting vir meneer,menere
up_glossary_institutional_terminology_291,Ms - Mss,Mmarena - Mmarena,me - mee/mes,sing,"pl, abbreviation for title before a woman's name",,,ekv,"mv, afkorting vir titel voor 'n vrouenaam"
up_glossary_institutional_terminology_292,M-score,Meputso ya M,M-telling,,,,,,
up_glossary_institutional_terminology_293,multiple-choice examination papers,matlakala la /pampiri ya tlhahlobo ya go kgetha karabo go tse dintsi,meervoudigekeusevraestelle,,,,,,
up_glossary_institutional_terminology_294,name change,phetoo ya leina,naamsverandering,,,,,,
up_glossary_institutional_terminology_295,National Benchmark Test,Teko ya Tekolo ya Setshaba,Nasionale Normtoets,NBT,,,,NBT,
up_glossary_institutional_terminology_296,National Qualifications Framework,Tlhako ya Dithuto tsa Setshaba,Nasionale Kwalifikasieraamwerk,NQF,,,,NQF,
up_glossary_institutional_terminology_297,National Research Foundation,Motheo wa Dinyakisiso wa Setshaba,Nasionale Navorsingstigting,NRF,,NRF,,NNS,
up_glossary_institutional_terminology_298,National Senior Certificate,Setifikeiti sa Marematlou,Nasionale Senior Sertifikaat,NSC,,NCS,,NSS,
up_glossary_institutional_terminology_299,National Senior Certificate Examination,Tlhahlobo ya Setifikeiti sa Marematlou,Nasionale Senior Sertifikaat-eksamen,,,,,,
up_glossary_institutional_terminology_300,National Student Financial Aid Scheme,Setlamo sa Setshaba sa Thuso ya Ditshelete ta Baithuti,Nasionale Finansiu00e8le Hulpskema vir Studente,NSFAS,,NSFAS,,NSFAS,
up_glossary_institutional_terminology_301,new first-year student,baithuti ba ngwaga wa mathomo ba bafsa,nuwelingeerstejaarstudent,,,,,,
up_glossary_institutional_terminology_302,non-refereed journal,jenale yeo e se a lekolwago,nie-portuurbeoordeelde joernaal,,,,,,
up_glossary_institutional_terminology_303,NRF rating,Tekanyo/tekanyetso ya NRF,NNS-gradering,,,,,,
up_glossary_institutional_terminology_304,number-limited field of study,nomoro ya karolo ya thuto ye e lekantswego,getalbeperkte studierigting,,,,,,
up_glossary_institutional_terminology_305,Numeracy modules,Dithutwana tsa thutapalo,Gesyferdheidsmodules,,,,,,
up_glossary_institutional_terminology_306,Online,Onlaene,aanlyn,,,,,,
up_glossary_institutional_terminology_307,opening address,polelo ya go bula,openingsrede,,,,,,
up_glossary_institutional_terminology_308,opinion piece,karolo ya kgopolo,meningstuk,,,,,,
up_glossary_institutional_terminology_309,optimising student services,go kaonafata ditirelo tsa baithuti,optimalisering van studentedienste,OSS,,OSS,,OSS,
up_glossary_institutional_terminology_310,optional subject,thutwana ya kgetho,keusevak,,,,,,
up_glossary_institutional_terminology_311,ordinary conditional exemption,tokollo ya peelano ye e tlwaelegilego,gewone voorwaardelike vrystelling,,,,,,
up_glossary_institutional_terminology_312,ordinary conditional exemption certificate,setifikeiti sa tokollo ya peelano ye e tlwaelegilego,sertifikaat van gewone voorwaardelike vrystelling,,,,,,
up_glossary_institutional_terminology_313,Orientation,Tlwaetso,orientering,,,,,,
up_glossary_institutional_terminology_314,Orientation Week,Beke ya Tlwaetso,Orienteringsweek,,,,,,
up_glossary_institutional_terminology_315,Outstanding Academic Achiever,Mokgoni wa Thuto wa go Ikgetha,Uitnemende Akademiese Presteerder,,,,,,
up_glossary_institutional_terminology_316,outstanding achievement,bokgoni bja go ikgetha,uitstekende prestasie,,,,,,
up_glossary_institutional_terminology_317,over-examination,ka godimo ga ditlhahlobo,ooreksaminering,,,,,,
up_glossary_institutional_terminology_318,Paper,Sengwalwa; Pampiri; Letlakala,referaat; lesing; verhandeling,,,,,,
up_glossary_institutional_terminology_319,pass mark,moputso wa go tswelela,slaagpunt/slaagsyfer,,,,,,
up_glossary_institutional_terminology_320,performance agreement,tumelelano ya phethagatu00e3o,diensooreenkoms,,,,,,
up_glossary_institutional_terminology_321,Physical Sciences,Disaense tsa Fisika,Fisiese Wetenskappe,school subject,,thutwana ya ka sekolong,,skoolvak,
up_glossary_institutional_terminology_322,placement test,teko ya tsebo ye e itsego,plasingstoets,,,,,,
up_glossary_institutional_terminology_323,plenary lecture,thutophahloo ya kgapeletso,volle-sitting lesing,,,,,,
up_glossary_institutional_terminology_324,Podium,Podium,podium,,,,,,
up_glossary_institutional_terminology_325,postdoctoral fellow,badirisani ba ka morago ga bongaka,nadoktorale genoot,,,,,,
up_glossary_institutional_terminology_326,postdoctoral fellowship,tirisano ya ka morago ga bongaka,nadoktorale studiebeurs,,,,,,
up_glossary_institutional_terminology_327,postgraduate,dialogadigolwane,nagraads,,,,,,
up_glossary_institutional_terminology_328,Postgraduate Committee,Komiti ya Dialogadigolwane,Nagraadse Komitee,,,,,,
up_glossary_institutional_terminology_329,postgraduate programme information,tshedimoso ya lenaneo la dialogadigolwane,hagraadseprograminligting,,,,,,
up_glossary_institutional_terminology_330,postgraduate studies,dithuto tsa dialogadigolwane,nagraadse studie,,,,,,
up_glossary_institutional_terminology_331,Postgraduate Support Hub,Hapo ya Thekgo ya Dialogadigolwane,Spil vir Nagraadse Ondersteuning,,,,,,
up_glossary_institutional_terminology_332,postgraduate UP bursary awards,difoka tsa thekgo ya ditshelete ya dialogadigolwane tsa UP,nagraadse UP-beurstoekennings,,,,,,
up_glossary_institutional_terminology_333,post-school qualifications,dithuto tsa ka morago ga sekolo,naskoolse kwalifikasies,,,,,,
up_glossary_institutional_terminology_334,powers and functions,maatla le mehola,bevoegdhede en funksies,,,,,,
up_glossary_institutional_terminology_335,practical - practicals,tiriso - ditiriso,praktikum - praktika,sing / pl,,botee / bontsi,,ekv / mv,
up_glossary_institutional_terminology_336,pre-registration,pele ga boingwadiso,voorafregistrasie,,,,,,
up_glossary_institutional_terminology_337,prerequisite for module,senyakwa sa thutwana,voorvereiste vir module,,,,,,
up_glossary_institutional_terminology_338,pre-service teacher,morutisi wa pele ga mosomo,voordiensonderwyser,,,,,,
up_glossary_institutional_terminology_339,President of the Convocation,Mopresidente wa Mohlakano,President van die Konvokasies,,,,,,
up_glossary_institutional_terminology_340,Prof - Profs,Prof - Profs,prof - proff,abbreviation for Professor Professors,,Khutsofato ya Profesa,Diprofesa,afkorting vir professor professors/professore,
up_glossary_institutional_terminology_341,Professional Studies,Dithuto tsa Profesene/Bokgoni,Professionele Studie,,,,,,
up_glossary_institutional_terminology_342,programme,lenaneo,program,program: only for computing,,lenaneo: la khomputha fela,,,
up_glossary_institutional_terminology_343,promotion test,teko ya tsweletsopele,vorderingstoets,,,,,,
up_glossary_institutional_terminology_344,proposal for amendment/regulation amendment,tshisinyo ya mpshafatso/mpshafatso ya melawana,voorstel vir wysiging/regulasiewysiging,,,,,,
up_glossary_institutional_terminology_345,Pro-Vice Chancellor,Motlatsa - Motlatsamokhanseliri,Pro-visekanselier,,,,,,
up_glossary_institutional_terminology_346,provisional admission,kamogelo ya lebakanyana,voorlopige toelating,,,,,,
up_glossary_institutional_terminology_347,PULP: Pretoria University Law Press,PULP: Kgatio ya Molao ya Yunibesithi ya Pretoria,PULP: Pretoria University Law Press,,,,,,
up_glossary_institutional_terminology_348,Rankings and Ratings,Maemo le Ditekanyo/Ditekanyetso,Rangordening en Metings,,,,,,
up_glossary_institutional_terminology_349,rating code,molao wa go lekanya/lekanyetsa,prestasiekode,,,,,,
up_glossary_institutional_terminology_350,Reactivate,Thoma gape,reaktiveer,,,,,nie: heraktiveer,
up_glossary_institutional_terminology_351,Readmission,Kamogelo gape,hertoelating,,,,,,
up_glossary_institutional_terminology_352,Recognition and Reward of Exceptional Academic Achievement,Temogo le Sefoka sa Bokgoni bja Thuto bja go Ikgetha,Erkenning en Beloning van Uitnemende Akademiese Prestasie,,,,,,
up_glossary_institutional_terminology_353,Recruit,Kalata,werf,,,,,,
up_glossary_institutional_terminology_354,Rectorate,Ofisi/Kantoro ya Morektoro,Rektoraat,,,,,,
up_glossary_institutional_terminology_355,Reduced Load Programme,Lananeo la Boima bjo bo Fokoditswego,Verminderdekredietprogram,RLP,,RLP,,RLP,
up_glossary_institutional_terminology_356,refereed journal,jenale ye e lekotswego,portuurbeoordeelde joernaal,,,,,,
up_glossary_institutional_terminology_357,Register,Ngwadia,registreer,,,,,,
up_glossary_institutional_terminology_358,Regulation and Procedure for the Appointment of the Vice-Chancellor and Principal,Melawana le Tshepediso tsa Go Thwala Motlatsamokhanseliri le Hlogo,Reglement en Prosedure vir die Aanstelling van die Visekanselier en Rektor,,,,,,
up_glossary_institutional_terminology_359,reintroduction,busa gape,herinstelling,of module XXX,,ga thutwana XXX,,van module XXX,
up_glossary_institutional_terminology_360,re-mark,swaya gape,he asien,,,,,,
up_glossary_institutional_terminology_361,reminder,kgopotso,memo,on cell phone,,mo selefounong,,op by selfoon,
up_glossary_institutional_terminology_362,replacement,peobakeng,vervanging,,,,,,
up_glossary_institutional_terminology_363,reporting line,ditsela tsa go bega,lyn van verslaglewering,,,,,,
up_glossary_institutional_terminology_364,repository,mothopo,bewaarruimte,eg of electronic information,,mohlala ga tshedimoso ya elektroniki,,bv van elektroniese inligting,
up_glossary_institutional_terminology_365,re-register,ngwadia gape,herregistreer,,,,,,
up_glossary_institutional_terminology_366,Research Commons,Didiriswa tsa Dinyakisiso/Diphatisiso,Navorsingsruimte,,,,,,
up_glossary_institutional_terminology_367,Research Computing Committee,Komiti ya Dinyakisiso/Diphatisiso tsa Khomphutha,Navorsingsinligtingtegnologie-komitee,,,,,,
up_glossary_institutional_terminology_368,research excellence,bokgoni bja dinyakisiso/diphatisiso,navorsingsuitnemendheid,,,,,,
up_glossary_institutional_terminology_369,research outputs,dipoelo tsa dinyakisiso/diphatisiso,navorsingsuitsette,,,,,,
up_glossary_institutional_terminology_370,research-driven,kgahlego ya dinyakisiso/diphatisiso,ondersoekgedrewe,,,,,,
up_glossary_institutional_terminology_371,residence permit,tumelelo ya bodulo,verblyfpermit,,,,,,
up_glossary_institutional_terminology_372,right of authorisation,tokelo ya tumelelo,beslissingsbevoegdheid,,,,,,
up_glossary_institutional_terminology_373,rule change,phetou00e3o ya molao,reelverandering,,,,,,
up_glossary_institutional_terminology_374,scholar-in-residence,baithuti ba ka bodulong,inwonende geleerde,,,,,,
up_glossary_institutional_terminology_375,Science; Mathematics and Technology Education,Saense; Mmetse le Thuto ya Theknolotsi,Wetenskap-; Wiskunde- en Tegnologieonderwys,,,,,,
up_glossary_institutional_terminology_376,scientific papers,dingwalwa tsa saense,navorsingsartikels,,,,,,
up_glossary_institutional_terminology_377,Sci-Enza - Hands-on Science,Sci-Enza - Tiriso ya Saense,Sci-Enza - Wetenskap in Aksie,,,,,,
up_glossary_institutional_terminology_378,Scroll,Skrola,oorkonde,,,,,,
up_glossary_institutional_terminology_379,security level,legato la tshireletso,sekuriteitsvlak,of document/policy,,la tokumente/pholisi,,van dokument/beleid,
up_glossary_institutional_terminology_380,Selection Committees,Dikomiti tsa Tlhopho,Aanstellingskeurkomitees of Keurkomitees,,,,,,
up_glossary_institutional_terminology_381,selection criteria,mekgwa ya tlhopho,keuringskriteria,,,,,,
up_glossary_institutional_terminology_382,selection officer,mohlankedi wa tlhopho,keuringsbeampte,,,,,,
up_glossary_institutional_terminology_383,selection procedure,tshepediso ya tlhopho,keurreglement,,,,,,
up_glossary_institutional_terminology_384,selection programme,lenaneo la tlhopho,keuringsrigting,,,,,,
up_glossary_institutional_terminology_385,Senior Certificate,Setifikeiti sa Marematlou,Senior Sertifikaat,,,,,,
up_glossary_institutional_terminology_386,service agreement,tumelelano ya mosomo,diensooreenkoms,,,,,,
up_glossary_institutional_terminology_387,service level agreement,tumelelano ya magato a mosomo,diensvlakooreenkoms,SLA,,,,,
up_glossary_institutional_terminology_388,Shop@Tuks,Shop@Tuks,Shop@Tuks,,,,,,
up_glossary_institutional_terminology_389,short list ; short-list ; short- listed,lenaneokopana ; dira lenaneo le le kopana ; o kgethilwe lenaneo le le kopana,kortlys ; iemand op die/'n kortlys plaas,noun / verb,,leina / lediri,,snw,
up_glossary_institutional_terminology_390,signed,e saennwe,getekende,,,,,,
up_glossary_institutional_terminology_391,skills training,tlhahlo ya mabokgoni,vaardigheidsopleiding,,,,,,
up_glossary_institutional_terminology_392,smart growth,mokgwa wa kgolo ye botse,slimgroeibeleid,,,,,,
up_glossary_institutional_terminology_393,South African Academy for Science and Arts see Suid-Afrikaanse Akademie vin Wetenskap en Kuns below.,Akademi ya Saense le Bokgabo ya Afrika Borwa,Suid-Afrikaanse Akademie vir Wetenskap en Kuns,,,,,,
up_glossary_institutional_terminology_394,South African Qualification Authority,Taolo ya Dithuto ya Afrika Borwa,Suid-Afrikaanse Kwalifikasieowerheid,SAQA,,SAQA,,SAKO,
up_glossary_institutional_terminology_395,South African Research Chairs Initiative,Lenaneo la Ditulo tsa Dinyakisiso tsa Afrika Borwa,Suid-Afrikaanse Navorsingsleerstoelinisiatief,SARChl,,SARChl,,SARChl,
up_glossary_institutional_terminology_396,South Campus,Khamphase ya South,Suidkampus,adjacent to Hatfield Campus,,kgauswi le Khamphase ya Hatfield,,aangrensend aan Hatfieldkampus,
up_glossary_institutional_terminology_397,staff member/personnel member,leloko la badirisani/leloko la basomi,personeellid,,,,,,
up_glossary_institutional_terminology_398,staff/personnel,badiriani/basomi,personeel,,,,,,
up_glossary_institutional_terminology_399,stakeholder,motseakarolo/mokgathatema,belanghebber; belangegroep,,,,,,
up_glossary_institutional_terminology_400,standing committee,komiti ya tshepediso,vaste komitee,,,,,,
up_glossary_institutional_terminology_401,Standing Committee of Council,Komiti ya Tshepediso ya Khansele,Vaste Komitee van die Raad,,,,,,
up_glossary_institutional_terminology_402,statement of symbols,statamente sa disupo,simbolestaat,,,,,,
up_glossary_institutional_terminology_403,stipulation,mabaka/dinyakwa,bepaling,,,,,,
up_glossary_institutional_terminology_404,strategic agreement,tumelelano ye e beakantswego,strategiese ooreenkoms,,,,,,
up_glossary_institutional_terminology_405,strategic issues,ditaba tse di beakantswego,strategiese kwessies,,,,,,
up_glossary_institutional_terminology_406,strategic plan,thulaganyo ya beakantswego,strategiese plan,,,,,,
up_glossary_institutional_terminology_407,Student Administration,Taolo ya Baithuti,Studenteadministrasie,,,,,,
up_glossary_institutional_terminology_408,Student Administration Office,Ofisi ya Taolo ya Baithuti,Studenteadministrasiekantoor,,,,,,
up_glossary_institutional_terminology_409,student advisers,baeleti ba baithuti,studenteadviseurs,not: advisors US,,,,,
up_glossary_institutional_terminology_410,Student Affairs Building,Moago wa Merero ya Baithuti,Studentesakegebou,,,,,,
up_glossary_institutional_terminology_411,student cases,melato ya baithuti,studentegevalle,,,,,,
up_glossary_institutional_terminology_412,Student Disciplinary Advisory Panel,Phanele ya Baeleti ya Kgalemo/Thupiso ya Baithuti,Studentedissipline-adviespanee,SDAP,,SDAP,,SDAP,
up_glossary_institutional_terminology_413,student intake,kamogelo ya baithuti,studenteinname,,,,,,
up_glossary_institutional_terminology_414,student organisation,mekgatlo ya baithuti,studenteorganisasie,,,,,,
up_glossary_institutional_terminology_415,Student Representative Council,Lekgotlakemedi la Baithuti,Verteenwoordigende Studenteraad,SRC,,,,VSR,
up_glossary_institutional_terminology_416,studies : pursue one's studies,dithuto : go tweta dithuto tsa motho pele),studie : jou studie voortsit,with an 's',,ta go ba le 'd',,om te studeer,geen 's'
up_glossary_institutional_terminology_417,study finance,thuso ya ditshelete tsa dithuto,studiefinansiering,,,,,,
up_glossary_institutional_terminology_418,study guidance,tlhahlo ya go ithuta,studieleiding,,,,,,
up_glossary_institutional_terminology_419,study guide,tlhahli ya go ithuta,studiehandleiding,,,,,,
up_glossary_institutional_terminology_420,Subcommittee,Komiti ya ka fase,subkomitee,,,,,,
up_glossary_institutional_terminology_421,submission,go isa,voorlegging,of document/report,,ditokumente/pego,,van dokument/verslag,
up_glossary_institutional_terminology_422,subsidiary subject,thutwana ya tlalelsto,byvak,,,,,,
up_glossary_institutional_terminology_423,substantial achievement,bokgoni bjo bogolo,beduidende prestasie,,,,,,
up_glossary_institutional_terminology_424,Suid-Afrikaanse Akademie vir Wetenskap en Kuns Note: This is how the term must be used in English texts; as indicated by the Akademie itself,Suid-Afrikaanse Akademie vir Wetenskap en Kuns,Suid-Afrikaanse Akademie vir Wetenskap en Kuns,South African Academy for Science and Arts,,Akademi ya Saense le Bokgabo ya Afrika Borwa,,,
up_glossary_institutional_terminology_425,Supervisor,Molekodi/Mohlahlobedi,promotor of studieleier,,,,,vir doktorsgraad / magister,
up_glossary_institutional_terminology_426,supplementary examination,tlhahlobo ya tlalelsto,aanvullende eksamen,,,,,,
up_glossary_institutional_terminology_427,support service agreement,tumelelano ya tirelo ya thekgo,steundiensooreenkoms,,,,,,
up_glossary_institutional_terminology_428,Suspend,Fega,opskort/skors,,,,,,
up_glossary_institutional_terminology_429,suspension of a module/programme,phego ya thutwana/lenaneo,opskorting van 'n module/program,,,,,,
up_glossary_institutional_terminology_430,syllabus - syllabi,lenaneothuto - mananeothuto,leerplan - leerplanne,sing / pl,,botee / bontsi,,ekv / mv,
up_glossary_institutional_terminology_431,tassel,thasele,tossel,,,,,,
up_glossary_institutional_terminology_432,technology education,thuto ya theknoloti,tegnologieonderwys,,,,,,
up_glossary_institutional_terminology_433,template,tempoleiti,raamwerk,,,,,,
up_glossary_institutional_terminology_434,terms of reference,ditaelo/mabaka a tshupetso,opdrag,TOR,,,,,
up_glossary_institutional_terminology_435,Test of English as a Foreign Language,Teko ya Seisemane bjalo ka Polelontle (Test of English as a Foreign Language,Test of English as a Foreign Language,TEFL,,TEFL,,TEFL,
up_glossary_institutional_terminology_436,testimonial,lengwalo la bopaki,Getuigskrif,,,,,,
up_glossary_institutional_terminology_437,the authority to finalise matters,maatla a go tsea diphetho,afhandelingsbevoegdheid,,,,,,
up_glossary_institutional_terminology_438,thesis - theses,thesisi - dithesisi,proefskrif - proefskrifte,sing / pl / doctorate,,botee / bontsi / bongaka,,ekv / mv / doktoraal,
up_glossary_institutional_terminology_439,throughput rate,tekanyo ya bontsi,deursetkoers,,,,,,
up_glossary_institutional_terminology_440,timetable book,puku ya tshupadipaka,roosterboek,,,,,,
up_glossary_institutional_terminology_441,Timetable Committee,Komiti ya Tshupadipaka,Roosterkomitee,,,,,,
up_glossary_institutional_terminology_442,Top First-year Student Award,Sefoka sa Moithuti yo Mokaone wa Ngwaga wa mathomo,Toekenning vir Top Eerstejaarstudent,,,,,,
up_glossary_institutional_terminology_443,Training,Tlhahlo,Opleiding,,,,,,
up_glossary_institutional_terminology_444,tuition fees,tshelete ya dithuto,klasgelde,,,,,,
up_glossary_institutional_terminology_445,Tukkie credit card,Karata ya krediti ya Tukkie,Tukkie-kredietkaart,,,,,,
