id,eng,afr,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info
cput_termbank_data_1413,Philosophy,Filosofie,,,,
cput_termbank_data_1414,Pilot Study,Loodsstudie,,,,
cput_termbank_data_1415,Plagiarism,Plagiaat,,,,
cput_termbank_data_1416,Population,Bevolking,research,,,
cput_termbank_data_1417,Pre-test,Voortoets,,,,
cput_termbank_data_1418,Probability,Waarskynlikheid,,,,
cput_termbank_data_1419,Probability Sampling,Waarskynlikheidsteekproefneming,,,,
cput_termbank_data_1420,Program Evaluation,Programevaluering,,,,
cput_termbank_data_1421,Purposive Sampling,Doelstellende steekproefneming,,,,
cput_termbank_data_1422,Qualitative Research,Kwalitatiewe navorsing,,,,
cput_termbank_data_1423,Quantitative Research,Kwantitatiewe navorsing,,,,
cput_termbank_data_1424,Quasi-experiment,Kwasieksperiment,,,,
cput_termbank_data_1425,Questionnaire,Vraelys,,,,
cput_termbank_data_1426,Quota Sampling,Kwotasteekproefneming,,,,
cput_termbank_data_1427,Random Sampling,Ewekansige steekproefneming,,,,
cput_termbank_data_1428,Range,Reikwydte,,,,
cput_termbank_data_1429,Rating Scale,Graderingskaal,,,,
cput_termbank_data_1430,Reliability,Betroubaarheid,,,,
cput_termbank_data_1431,Research Method,Navorsingsmetode,,,,
cput_termbank_data_1432,Research Question,Navorsingsvraag,,,,
cput_termbank_data_1433,Response Rate,Reaksiesyfer,,,,
cput_termbank_data_1434,Results,Resultate,,,,
cput_termbank_data_1435,Sample,Steekproef,,,,
cput_termbank_data_1436,Sample Size,Steekproefgrootte,,,,
cput_termbank_data_1437,Sampling,Monsterneming,,,,
cput_termbank_data_1438,Semi-Structured Interview,Semi-gestruktureerde onderhoud,,,,
cput_termbank_data_1439,Snowball Sampling,Sneeubalmonsterneming,,,,
cput_termbank_data_1440,Standard Deviation,Standaardafwyking,,,,
cput_termbank_data_1441,Statistical Analysis,Statistiese analise,,,,
cput_termbank_data_1442,Statistical Significance,Statistiese betekenis,,,,
cput_termbank_data_1443,Stratified sampling,Gestratifiseerde steekproefneming,,,,
cput_termbank_data_1444,Survey Research,Opnamenavorsing,,,,
cput_termbank_data_1445,T-Test,T-toets,,,,
cput_termbank_data_1446,Test-Retest Reliability,Toetshertoets betroubaarheid,,,,
cput_termbank_data_1447,Theory,Teorie,,,,
cput_termbank_data_1448,Treatment Effect,Behandelingseffek,,,,
cput_termbank_data_1449,Triangulation,Driehoeksmeting,,,,
cput_termbank_data_1450,Unit of Analysis,Analiseeenheid,,,,
cput_termbank_data_1451,Unstructured Interview,Ongestruktureerde onderhoud,,,,
cput_termbank_data_1452,Validity,Geldigheid,,,,
cput_termbank_data_1453,Variable,Veranderlike,,,,
cput_termbank_data_1454,Active transport,Aktiewe vervoer,,,,
cput_termbank_data_1455,Aerotolerant anaerobe,Lugverdraagsame anaërobe,,,,
cput_termbank_data_1456,Agar,Agar,,,,
cput_termbank_data_1457,Air pollution,Lugbesoedeling,,,,
cput_termbank_data_1458,Ammonification,Ammonifisering,,,,
cput_termbank_data_1459,Antisepsis,Kiemwering,,,,
cput_termbank_data_1460,Antitoxins,Teengifstowwe,,,,
cput_termbank_data_1461,Antony van Leeuwenhoek,Antonie van Leeuwenhoek,,,,
cput_termbank_data_1462,Ascomycota,Ascomycota,,,,
cput_termbank_data_1463,cellulose and collagen,sellulose en kollageen afbreek,,,,
cput_termbank_data_1464,Autotroph,Outotroof,,,,
cput_termbank_data_1465,Bacterial endospore,Bakteriële endospoor,,,,
cput_termbank_data_1466,Bacteriophages,Bakteriofage,,,,
cput_termbank_data_1467,Basidiomycota,Basidiomycota,,,,
cput_termbank_data_1468,Binary fission,Binêre fusie,,,,
cput_termbank_data_1469,Biofilms,Biofilms,,,,
cput_termbank_data_1470,Bioremediation,Bioherstel,,,,
cput_termbank_data_1471,Broad-spectrum drugs,Breëspektrum medikasie,,,,
cput_termbank_data_1472,Broth,Sopgroeistof,,,,
cput_termbank_data_1473,Budding,Botselvorming,,,,
cput_termbank_data_1474,Chemotroph,Chemotroof,,,,
cput_termbank_data_1475,Communicable disease,Oordraagbare siekte,,,,
cput_termbank_data_1476,Cutaneous fungal infections,Kutane swaminfeksies,,,,
cput_termbank_data_1477,Denitrification,Denitrifisering,,,,
cput_termbank_data_1478,Differential Media,Differensiële media,,,,
cput_termbank_data_1479,Diffraction,Buiging,,,,
cput_termbank_data_1480,Disease vectors,Siektevektore,,,,
cput_termbank_data_1481,Disinfectants,Ontsmettingsmiddels,,,,
cput_termbank_data_1482,Disinfection,Ontsmettingsmiddels,,,,
cput_termbank_data_1483,Disinfection,Ontsmetting,,,,
cput_termbank_data_1484,Disinfestation,Ontpesting,,,,
cput_termbank_data_1485,Endemic disease,Endemiese siekte,,,,
cput_termbank_data_1486,Enriched media,Verrykte media,,,,
cput_termbank_data_1487,Environmental biotechnology,Omgewingsbiotegnologie,,,,
cput_termbank_data_1488,Environmental conditions promoting or inhibiting bacterial and viral infections,Omgewingstoestande wat bakteriële en virusinfeksies bevorder of inperk,,,,
cput_termbank_data_1489,Epidemic,Epidemie,,,,
cput_termbank_data_1490,Eukaryotic cells,Eukariotiese selle,Eukaryotes,,Eukariote,
cput_termbank_data_1491,Extrinsic factors,Ekstrinsieke faktore,,,,
cput_termbank_data_1492,Facilitated diffusion,Gefasiliteerde diffusie,,,,
cput_termbank_data_1493,passive transport,passiewe vervoer,,,,
cput_termbank_data_1494,Facultative anaerobe,Fakultatiewe anaërobe,,,,
cput_termbank_data_1495,Fluorescence,Fluoresensie,,,,
cput_termbank_data_1496,Foodborne infection,Voedseloordraagbare infeksie,,,,
cput_termbank_data_1497,Foodborne intoxication,Voedseloordraagbare bedwelming,,,,
cput_termbank_data_1498,Formation of conidiospores,Vorming van konidiospore,,,,
cput_termbank_data_1499,sporangiospores,sporangiospore,,,,
cput_termbank_data_1500,Fragmentation,Fragmentering,,,,
cput_termbank_data_1501,Fungi,Swamme,,,,
cput_termbank_data_1502,General purpose media,Veeldoelige media,,,,
cput_termbank_data_1503,Glomeromycota,Glomeromycota,,,,
cput_termbank_data_1504,Gram staining,Gramkleuring,,,,
cput_termbank_data_1505,Group translocation,Groepoorplasing,,,,
cput_termbank_data_1506,Growth factors,Groeifaktore,,,,
cput_termbank_data_1507,Haematophagous,Hematofagies,,,,
cput_termbank_data_1508,Heterotroph,Heterotroof,,,,
cput_termbank_data_1509,Hypertonic environment,Hipertonies,,,,
cput_termbank_data_1510,Hypotonic environment,Hipotonies,,,,
cput_termbank_data_1511,Indicator organisms,Aanwyser-organismes,,,,
cput_termbank_data_1512,Infectious disease,Aansteeklike siekte,,,,
cput_termbank_data_1513,Intrinsic factors,Intrinsieke faktore,,,,
cput_termbank_data_1514,Kochs postulates,Koch se beginsels,,,,
cput_termbank_data_1515,criteria,kriteria,,,,
cput_termbank_data_1516,Significance,Belang,,,,
cput_termbank_data_1517,Criteria he followed,Kriteria wat hy gevolg het,,,,
cput_termbank_data_1518,Leukocytes,Leukosiete,,,,
cput_termbank_data_1519,Light absorption,Ligabsorpsie,,,,
cput_termbank_data_1520,Light reflection,Weerkaatsing,,,,
cput_termbank_data_1521,Light transmission,Ligdeurlating,,,,
cput_termbank_data_1522,Lithotroph,Litotroof,,,,
cput_termbank_data_1523,Louis Pasteurs experiments to disprove spontaneous generation,Louis Pasteur se eksperimente om spontane opwekking te weerlê,,,,
cput_termbank_data_1524,Magnification of an object,Vergroting van n voorwerp,,,,
cput_termbank_data_1525,Microaerophiles,Mikro-aerofiele,,,,
cput_termbank_data_1526,Microbial nutrition,Mikrobiese voeding,,,,
cput_termbank_data_1527,Microbial staining,Mikrobiese kleuring,,,,
cput_termbank_data_1528,In simple terms,Eenvoudig gestel,,,,
cput_termbank_data_1529,Take note,Let wel,,,,
cput_termbank_data_1530,Microsporidia,Mikrosporidia,,,,
cput_termbank_data_1531,Mixed cultures,Gemengde kulture,,,,
cput_termbank_data_1532,Narrow-spectrum drugs,Nouspektrum medikasie,,,,
cput_termbank_data_1533,Nematodes,Nematodes,,,,
cput_termbank_data_1534,Nitrification,Nitrifisering,,,,
cput_termbank_data_1535,populations,bevolkings,,,,
cput_termbank_data_1536,Nitrogen fixation,Stikstoffiksasie,,,,
cput_termbank_data_1537,Obligate aerobe,Obligaat-aërobe,,,,
cput_termbank_data_1538,Opportunistic fungal infections,Opportunistiese swaminfeksies,,,,
cput_termbank_data_1539,Organotroph,Organotroof,,,,
cput_termbank_data_1540,Osmosis,Osmose,,,,
cput_termbank_data_1541,Osmotic concentration,Osmotiese konsentrasie,,,,
cput_termbank_data_1542,Outbreak,Uitbraak,,,,
cput_termbank_data_1543,Pandemic,Pandemie,,,,
cput_termbank_data_1544,Pasteurisation,Pasteurisering,,,,
cput_termbank_data_1545,Phagocytosis,Fagositose,,,,
cput_termbank_data_1546,Phototroph,Fototroof,,,,
cput_termbank_data_1547,Prokaryotic cell Prokaryotes,Prokariotiese sel Prokariote,,,,
cput_termbank_data_1548,Prokaryotic cells are morphologically,Prokariotiese selle is morfologies,,,,
cput_termbank_data_1549,Protozoa,Protosoë,,,,
cput_termbank_data_1550,Psychrophiles,Psigrofiele,,,,
cput_termbank_data_1551,Refraction,Refraksie,,,,
cput_termbank_data_1552,Refractive index,Refraktiewe Indeks,,,,
cput_termbank_data_1553,Selective media,Selektiewe media,,,,
cput_termbank_data_1554,Selective toxicity,Selektiewe toksisiteit,,,,
cput_termbank_data_1555,Spontaneous generation,Spontane opwekking,,,,
cput_termbank_data_1556,Sporadic disease,Sporadiese siekte,,,,
cput_termbank_data_1557,Sterilisation,Sterilisasie,,,,
cput_termbank_data_1558,Strict or obligate anaerobe,Streng of obligaat-anaërobe,,,,
cput_termbank_data_1559,Subcutaneous fungal infections,Subkutane swaminfeksies,,,,
cput_termbank_data_1560,Superficial fungal infections,Oppervlakkige swaminfeksies,,,,
cput_termbank_data_1561,Systemic fungal infections,Sistemiese swaminfeksies,,,,
cput_termbank_data_1562,Therapeutic dose,Terapeutiese dosis,,,,
cput_termbank_data_1563,Thermophiles,Termofiele,,,,
cput_termbank_data_1564,Toxic dose,Toksiese dosis,,,,
cput_termbank_data_1565,Vaccine,Entstof,,,,
cput_termbank_data_1566,Zygomycota,Zygomycota,,,,
cput_termbank_data_1567,Absolute poverty,Absolute armoede,,,,
cput_termbank_data_1568,Acculturation,Akkulturasie,,,,
cput_termbank_data_1569,Achieved status,Verkreë status,,,,
cput_termbank_data_1570,Alienation,Vervreemding,,,,
cput_termbank_data_1571,Altruistic suicide,Altruïstiese selfdood,,,,
cput_termbank_data_1572,Ascribed status,Toegekende status,,,,
cput_termbank_data_1573,Barter,Ruilhandel,,,,
cput_termbank_data_1574,Behaviourism,Behaviorisme,,,,
cput_termbank_data_1575,Bourgeoisie,Burgerstand,,,,
cput_termbank_data_1576,Class,Klas,,,,
cput_termbank_data_1577,Class-consciousness,Klasbewustheid,,,,
cput_termbank_data_1578,Collective behaviour,Kollektiewe gedrag,,,,
cput_termbank_data_1579,Colonialism,Kolonialisme,,,,
cput_termbank_data_1580,Communication,Kommunikasie,,,,
cput_termbank_data_1581,Conflict theories,Konflikteorieë,,,,
cput_termbank_data_1582,Counterculture,Teenkultuur,,,,
cput_termbank_data_1583,Cult,Kultus,,,,
cput_termbank_data_1584,Cultural pluralism,Kulturele pluralisme,,,,
cput_termbank_data_1585,Democracy,Demokrasie,,,,
cput_termbank_data_1586,Dependency theory,Afhanklikheidsteorie,,,,
cput_termbank_data_1587,Development,Ontwikkeling,,,,
cput_termbank_data_1588,Elitist,Elitisties,,,,
cput_termbank_data_1589,Emigration,Emigrasie,,,,
cput_termbank_data_1590,Enlightenment,Verligting,,,,
cput_termbank_data_1591,Ethnic,Etnies,,,,
cput_termbank_data_1592,Ethnocentrism,Etnosentrisme,,,,
cput_termbank_data_1593,Exploitation,Uitbuiting,,,,
cput_termbank_data_1594,False consciousness,Valse bewussyn,,,,
cput_termbank_data_1595,Family,Gesin,,,,
cput_termbank_data_1596,Feminism,Feminisme,,,,
cput_termbank_data_1597,Feudalism,Feudalisme,,,,
cput_termbank_data_1598,Fordism,Fordisme,,,,
cput_termbank_data_1599,Functionalism,Funksionalisme,,,,
cput_termbank_data_1600,Fundamentalism,Fundamentalisme,,,,
cput_termbank_data_1601,Gemeinschaft,Gemeinschaft,,,,
cput_termbank_data_1602,Gender roles,Geslagsrolle,,,,
cput_termbank_data_1603,Gesellschaft,Gesellschaft,,,,
cput_termbank_data_1604,Ideology,Ideologie,,,,
cput_termbank_data_1605,Immigration,Immigrasie,,,,
cput_termbank_data_1606,In-group,Binnegroep,,,,
cput_termbank_data_1607,Institution,Instelling,,,,
cput_termbank_data_1608,Legitimate authority,Erkende gesag,,,,
cput_termbank_data_1609,Means of production,Produksiemiddele,,,,
cput_termbank_data_1610,Meritocracy,Meritokrasie,,,,
cput_termbank_data_1611,Mob,Gepeupel,,,,
cput_termbank_data_1612,Modernisation theory,Moderniseringsteorie,,,,
cput_termbank_data_1613,Modernisation,Modernisering Moderniteit,,,,
cput_termbank_data_1614,Modernity,Moderniteit,,,,
cput_termbank_data_1615,Mores,Sedes,,,,
cput_termbank_data_1616,Multiculturalism,Multikulturalisme,,,,
cput_termbank_data_1617,Nationalism,Nasionalisme,,,,
cput_termbank_data_1618,New racism,Nuwe rassisme,,,,
cput_termbank_data_1619,Nonverbal communication,Nieverbale kommunikasie,,,,
cput_termbank_data_1620,Nuclear family,Kerngesin,,,,
cput_termbank_data_1621,Out-group,Buitegroep,,,,
cput_termbank_data_1622,Paradigm,Paradigma,,,,
cput_termbank_data_1623,Patriarchy,Patriargie,,,,
cput_termbank_data_1624,Phenomenology,Fenomenologie,,,,
cput_termbank_data_1625,Positivism,Positivisme,,,,
cput_termbank_data_1626,Post-Fordism,PostFordisme,,,,
cput_termbank_data_1627,Post-industrial economy,Postindustriële ekonomie,,,,
cput_termbank_data_1628,Postmodernism,Postmodernisme,,,,
cput_termbank_data_1629,Primary group,Primêre groep,,,,
cput_termbank_data_1630,Primary socialisation,Primêre sosialisering,,,,
cput_termbank_data_1631,Productive forces,Produksiemagte,,,,
cput_termbank_data_1632,Proletariat,Proletariaat,,,,
cput_termbank_data_1633,Protestant work ethic,Protestantse werksetiek,,,,
cput_termbank_data_1634,Race,Ras,,,,
cput_termbank_data_1635,Racism,Rassisme,,,,
cput_termbank_data_1636,Reference group,Verwysingsgroep,,,,
cput_termbank_data_1637,Relative deprivation,Relatiewe ontneming,,,,
cput_termbank_data_1638,Relative poverty,Relatiewe armoede,,,,
cput_termbank_data_1639,Role conflict,Rolkonflik,,,,
cput_termbank_data_1640,Role set,Rollestel,,,,
cput_termbank_data_1641,Role strain,Rolspanning,,,,
cput_termbank_data_1642,Secondary groups,Sekondêre groepe,,,,
cput_termbank_data_1643,Segregation,Segregasie,,,,
cput_termbank_data_1644,Social change,Maatskaplike verandering,,,,
cput_termbank_data_1645,Social character,Maatskaplike karakter,,,,
cput_termbank_data_1646,Social class,Maatskaplike klas,,,,
cput_termbank_data_1647,Social conflict,Maatskaplike konflik,,,,
cput_termbank_data_1648,Social dysfunction,Maatskaplike disfunksie,,,,
cput_termbank_data_1649,Social function,Maatskaplike funksie,,,,
cput_termbank_data_1650,Social identity,Maatskaplike identiteit,,,,
cput_termbank_data_1651,Social interaction,Sosiale interaksie,,,,
cput_termbank_data_1652,Social mobility,Maatskaplike mobiliteit,,,,
cput_termbank_data_1653,Social stratification,Maatskaplike stratifikasie,,,,
cput_termbank_data_1654,Social structure,Maatskaplike struktuur,,,,
cput_termbank_data_1655,Socialisation,Sosialisering,,,,
cput_termbank_data_1656,Socialism,Sosialisme,,,,
cput_termbank_data_1657,Society,Samelewing,,,,
cput_termbank_data_1658,Sociology,Sosiologie,,,,
cput_termbank_data_1659,Stereotyping,Stereotipering,,,,
cput_termbank_data_1660,Stigma,Stigma,,,,
cput_termbank_data_1661,Subculture,Subkultuur,,,,
cput_termbank_data_1662,Symbolic interaction,Simboliese interaksie,,,,
cput_termbank_data_1663,Traditions,Tradisies,,,,
cput_termbank_data_1664,Values,Waardes,,,,
cput_termbank_data_1665,Absorption,Absorpsie,,,,
cput_termbank_data_1666,Additives,Additiewebymiddels,,,,
cput_termbank_data_1667,Adipose tissue,Vetweefsel,,,,
cput_termbank_data_1668,Alcoholrelated birth defects,Alkoholverwante geboortedefekte,,,,
cput_termbank_data_1669,Allergy,Allergie,,,,
cput_termbank_data_1670,Amino acids,Amino acids,,,,
cput_termbank_data_1671,Amylase,Amilase,,,,
cput_termbank_data_1672,Anabolism,Anabolisme,,,,
cput_termbank_data_1673,Antioxidants,Antioksidante,,,,
cput_termbank_data_1674,Appetite,Eetlus,,,,
cput_termbank_data_1675,Artificial sweeteners,Kunsmatige versoeters,,,,
cput_termbank_data_1676,Atherosclerosis,Aterosklerose,,,,
cput_termbank_data_1677,Balanced diet,Gebalanseerde diet,,,,
cput_termbank_data_1678,Basal metabolic rate,Basale metaboliese spoed,,,,
cput_termbank_data_1679,Betacarotene,Betakaroteen,,,,
cput_termbank_data_1680,Binders,Bindmiddels,,,,
cput_termbank_data_1681,Bioavailability,Biobeskikbaarheid,,,,
cput_termbank_data_1682,Body mass index,Liggaamsmassaindeks,,,,
cput_termbank_data_1683,Calories,Kalorieë,,,,
cput_termbank_data_1684,Carbohydrates,Koolhidrate,,,,
cput_termbank_data_1685,Cardiovascular disease,Kardiovaskulêre siekte,,,,
cput_termbank_data_1686,Carotenoid,Karotenoïed,,,,
cput_termbank_data_1687,Central obesity,Sentrale vetsug,,,,
cput_termbank_data_1688,Cholesterol,Cholesterol,,,,
cput_termbank_data_1689,Chyme,Kym,,,,
cput_termbank_data_1690,Complementary proteins,Komplementêre proteïene,,,,
cput_termbank_data_1691,Complete proteins,Volledige proteïene,,,,
cput_termbank_data_1692,Complex carbohydrates,Komplekse koolhidrate,,,,
cput_termbank_data_1693,Nutrient deficiency,Voedingstoftekort,,,,
cput_termbank_data_1694,Diabetes,Diabetes,,,,
cput_termbank_data_1695,Diabetes mellitus,Diabetes mellitus,,,,
cput_termbank_data_1696,Diet,Dieet,,,,
cput_termbank_data_1697,Dietary Reference Intakes,Dieetverwysingsinname,,,,
cput_termbank_data_1698,Dietary supplement,Dieetaanvulling,,,,
cput_termbank_data_1699,Dietitian,Dieetkundige,,,,
cput_termbank_data_1700,Digest,Verteer,,,,
cput_termbank_data_1701,Digestive system,Spysverteringstelsel,,,,
cput_termbank_data_1702,Emulsification,Emulsifisering,,,,
cput_termbank_data_1703,Energy,Energie,,,,
cput_termbank_data_1704,Energy density,Energiedigtheid,,,,
cput_termbank_data_1705,Enriched fortified,Verryk gefortifiseer,,,,
cput_termbank_data_1706,Enzymes,Ensieme,,,,
cput_termbank_data_1707,Essential nutrients,Essensiële voedingstowwe,,,,
cput_termbank_data_1708,Fats,Vette,,,,
cput_termbank_data_1709,Fatty acids,Vetsure,,,,
cput_termbank_data_1710,Fluid and electrolyte balance,Vloeistof en elektrolietbalans,,,,
cput_termbank_data_1711,Food,Voedsel,,,,
cput_termbank_data_1712,Food intolerance,Voedselintoleransieonverdraagsaamheid,,,,
cput_termbank_data_1713,Food records,Voedselrekords,,,,
cput_termbank_data_1714,Functional foods,Funksionele voedsels,,,,
cput_termbank_data_1715,Gastric juice,Maagsap,,,,
cput_termbank_data_1716,Glycaemic index,Glisemiese indeks,,,,
cput_termbank_data_1717,High-density lipoproteins,Hoëdigtheidslipoproteïene,,,,
cput_termbank_data_1718,Hydrogenation,Hidrogenering,,,,
cput_termbank_data_1719,Hypertension,Hipertensie,,,,
cput_termbank_data_1720,Insoluble fibres,Onoplosbare vesels,,,,
cput_termbank_data_1721,Iron deficiency,Ystertekort,,,,
cput_termbank_data_1722,Iron-deficiency anaemia,Ystertekortanemie,,,,
cput_termbank_data_1723,Lactation,Laktasie,,,,
cput_termbank_data_1724,Lactose intolerance,Laktoseintoleransie,,,,
cput_termbank_data_1725,Lipid,Lipied,,,,
cput_termbank_data_1726,Lipoproteins,Lipoproteïene,,,,
cput_termbank_data_1727,Lowdensity lipoproteins,Laedigtheidslipoproteïene,,,,
cput_termbank_data_1728,Malnutrition,Wanvoeding,,,,
cput_termbank_data_1729,Metabolic syndrome,Metaboliese sindroom,,,,
cput_termbank_data_1730,Metabolism,Metabolisme,,,,
cput_termbank_data_1731,Minerals,Minerale,,,,
cput_termbank_data_1732,Monounsaturated fats,Monoonversadigde vette,,,,
cput_termbank_data_1733,Monounsaturated fatty acid,Monoonversadigde vetsuur,,,,
cput_termbank_data_1734,Nutrient density,Voedingsdigtheid,,,,
cput_termbank_data_1735,Nutrients,Voedingstowwe,,,,
cput_termbank_data_1736,Nutrition,Voeding,,,,
cput_termbank_data_1737,Obesity,Vetsug,,,,
cput_termbank_data_1738,Oils,Olies,,,,
cput_termbank_data_1739,Organic foods,Organiese voedsels,,,,
cput_termbank_data_1740,Overweight,Oorgewig,,,,
cput_termbank_data_1741,Peptide bond,Peptiedbinding,,,,
cput_termbank_data_1742,Peristalsis,Peristalseperistaltiese bewegings,,,,
cput_termbank_data_1743,Point of unsaturation,Vlak van onversadiging,,,,
cput_termbank_data_1744,Polysaccharides,Polisakkariede,,,,
cput_termbank_data_1745,Polyunsaturated fatty acid,Polionversadigde vetsuur,,,,
cput_termbank_data_1746,Precursor,Voorloper,,,,
cput_termbank_data_1747,provitamin,provitamien,,,,
cput_termbank_data_1748,Proteinenergy malnutrition PEM,Proteïenenergie-wanvoeding,,,,
cput_termbank_data_1749,Proteins,Proteïene,,,,
cput_termbank_data_1750,Recommended dietary allowance,Aanbevole daaglikse hoeveelheid,,,,
cput_termbank_data_1751,Satiety,Versadiging,,,,
cput_termbank_data_1752,Saturated fatty acid,Versadigde vetsuur,,,,
cput_termbank_data_1753,Simple carbohydrates,Eenvoudige koolhidrate,,,,
cput_termbank_data_1754,Soluble fibres,Oplosbare vesels,,,,
cput_termbank_data_1755,Sphincter,Sfinkter,,,,
cput_termbank_data_1756,Staple foods,Stapelvoedsels,,,,
cput_termbank_data_1757,Starch,Stysel,,,,
cput_termbank_data_1758,Trans fats,Transvette,,,,
cput_termbank_data_1759,Triglyceride,Trigliseried,,,,
cput_termbank_data_1760,Underweight,Ondergewig,,,,
cput_termbank_data_1761,Unsaturated fatty acid,Onversadigde vetsuur,,,,
cput_termbank_data_1762,Variety,Verskeidenheid,,,,
cput_termbank_data_1763,Vegetarians,Vegetariërs,,,,
cput_termbank_data_1764,Very low-density lipoproteins,Baielaedigtheidslipoproteïne,,,,
cput_termbank_data_1765,Visceral fat,Visserale vet,,,,
cput_termbank_data_1766,Vitamins,Vitamiene,,,,
cput_termbank_data_1767,Water balance,Waterbalans,,,,
cput_termbank_data_1768,Constant-rate drying,Konstantetempodroging of droging teen konstante tempo,,,,
cput_termbank_data_1769,Absorption,Absorpsie,,,,
cput_termbank_data_1770,Acid food,Suur voedsel,,,,
cput_termbank_data_1771,Additives,Bymiddels,,,,
cput_termbank_data_1772,Adiabatic,Adiabaties,,,,
cput_termbank_data_1773,Adiabatic process,Adiabatiese proses,,,,
cput_termbank_data_1774,Adulterants,Vervalingsmiddels mengmiddels,,,,
cput_termbank_data_1775,Agglomeration,Agglomerasie,,,,
cput_termbank_data_1776,Algorithms,Algoritmes,,,,
cput_termbank_data_1777,Alkaline phosphatase,Alkaliese fosfatase,,,,
cput_termbank_data_1778,Annealing,Uitgloeiing,,,,
cput_termbank_data_1779,Aseptic processing,Aseptiese verwerking,,,,
cput_termbank_data_1780,Atomiser,Verstuiwer verstuiwingstoestel,,,,
cput_termbank_data_1781,Bacteriocins,Bakteriosiene,,,,
cput_termbank_data_1782,Baroresistance,Drukweerstand,,,,
cput_termbank_data_1783,Barosensitivity,Druksensitiwiteit,,,,
cput_termbank_data_1784,Biological oxidation demand,Biologiese suurstofvraag,,,,
cput_termbank_data_1785,Black body,Swart liggaam,,,,
cput_termbank_data_1786,Blancher,Blansjeerder,,,,
cput_termbank_data_1787,Blanching,Blansjering,,,,
cput_termbank_data_1788,Blinding,Blinding,,,,
cput_termbank_data_1789,Friability,Brosheid krummelrigheid,,,,
cput_termbank_data_1790,Grading,Gradering,,,,
cput_termbank_data_1791,Grey body,Grys liggaam soms ook,,,,
cput_termbank_data_1792,Half-life,Halflewe,,,,
cput_termbank_data_1793,Hazard analysis,Gevaarontleding,,,,
cput_termbank_data_1794,Headspace,Boruimte,,,,
cput_termbank_data_1795,Heat sterilisation,Hittesterilisasie,,,,
cput_termbank_data_1796,Hermetically-sealed container,Hermeties verseëlde houer,,,,
cput_termbank_data_1797,Heterofermentative micro-organisms,terofermentatiewe mikro-organismes,,,,
cput_termbank_data_1798,Homofermentative micro-organisms,omofermentatiewe mikro-organismes,,,,
cput_termbank_data_1799,Homogenisation,Homogenisasie,,,,
cput_termbank_data_1800,Humectants,Bevogtigingsmiddels,,,,
cput_termbank_data_1801,Hydrocooling,Hidroverkoeling,,,,
cput_termbank_data_1802,Hydrophile-lipophile balance,Hidrofiel-lipofiel-balans,,,,
cput_termbank_data_1803,Hygroscopic foods,Higroskopiese vogtrekkende,,,,
cput_termbank_data_1804,Hydrostatic head,Hoogtedruk van vloeistofkolom,,,,
cput_termbank_data_1805,Hyperfiltration,Hiperfiltrasie,,,,
cput_termbank_data_1806,Impact strength,Slagsterkte skoksterkte,,,,
cput_termbank_data_1807,Indirect heating ovens,Indirekteverhittingsoonde,,,,
cput_termbank_data_1808,Inventory,Inventaris,,,,
cput_termbank_data_1809,Ion exchange,Ioonuitruiling,,,,
cput_termbank_data_1810,Ionisation,Ionisering,,,,
cput_termbank_data_1811,Irradiation,Bestraling,,,,
cput_termbank_data_1812,Isostatic,Isostaties,,,,
cput_termbank_data_1813,Isotope,Isotoop,,,,
cput_termbank_data_1814,Just-in-time,Netbetydsproduksie,,,,
cput_termbank_data_1815,Kinetic energy,Kinetiese energie,,,,
cput_termbank_data_1816,Lamination,Lamellering laminering,,,,
cput_termbank_data_1817,Latent heat,Latente warmte,,,,
cput_termbank_data_1818,Leaching,Loging,,,,
cput_termbank_data_1819,Lethality,Dodelikheid letaliteit,,,,
cput_termbank_data_1820,Loss factor,Verliesfaktor,,,,
cput_termbank_data_1821,Bloom,Aanslag,,,,
cput_termbank_data_1822,Botulin,Botulien,,,,
cput_termbank_data_1823,Bound moisture,Gebonde vog,,,,
cput_termbank_data_1824,Boundary film,Oppervlaklaag,,,,
cput_termbank_data_1825,Breading,Paneer,,,,
cput_termbank_data_1826,Calandria,Stoomtrommel,,,,
cput_termbank_data_1827,Carborundum,Karborundum,,,,
cput_termbank_data_1828,Case hardening,Dopverharding,,,,
cput_termbank_data_1829,Cashflow,Kontantvloei,,,,
cput_termbank_data_1830,Cavitation,Holtevorming kavitasie,,,,
cput_termbank_data_1831,Centrifugation,Sentrifugering sentrifugasie,,,,
cput_termbank_data_1832,Chelating agents,Chelatingsagense of middels,,,,
cput_termbank_data_1833,Chemical oxidation demand,Chemiese suurstofbehoefte,,,,
cput_termbank_data_1834,Chilling,Verkoeling,,,,
cput_termbank_data_1835,Chilling injury,Verkoelingskade,,,,
cput_termbank_data_1836,Choke,Smoor,,,,
cput_termbank_data_1837,Climacteric,Klimakteries,,,,
cput_termbank_data_1838,Clinching,klinking,,,,
cput_termbank_data_1839,Coating,Bolaag,,,,
cput_termbank_data_1840,Co-extrusion,Gelyktydige,,,,
cput_termbank_data_1841,Cold shortening,Oorhaastige verkoeling,,,,
cput_termbank_data_1842,Collapse temperature,Insaktemperatuur,,,,
cput_termbank_data_1843,Commercial sterility,Kommersiële steriliteit,,,,
cput_termbank_data_1844,Common Object Request Broker architecture,Common object request broker architecture,,,,
