id,eng,afr,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info
cput_termbank_data_455,Library website,Biblioteekwebwerf,,,,
cput_termbank_data_456,Like online,Like aanlyn,,,,
cput_termbank_data_457,Links,Skakels,,,,
cput_termbank_data_458,Literature review,Literatuuroorsig,,,,
cput_termbank_data_459,Loanable,Leenbaar,,,,
cput_termbank_data_460,Local History and Genealogy,Plaaslike Geskiedenis en Genealogie,,,,
cput_termbank_data_461,Location,Ligging,,,,
cput_termbank_data_462,Log on,Log on,,,,
cput_termbank_data_463,Log off,Log off,,,,
cput_termbank_data_464,Magazine,Populêre tydskrif,,,,
cput_termbank_data_465,Map,Kaart,,,,
cput_termbank_data_466,Material type,Materiaaltipe,,,,
cput_termbank_data_467,MediaTUM,MediaTUM,,,,
cput_termbank_data_468,Metrics,Metrieke,,,,
cput_termbank_data_469,Mendeley,Mendeley,,,,
cput_termbank_data_470,Metadata,Metadata,,,,
cput_termbank_data_471,Missing items,Vermiste items,,,,
cput_termbank_data_472,My favourites,My favourites,,,,
cput_termbank_data_473,Multilingual glossaries,Meertalige woordelyste,,,,
cput_termbank_data_474,Narrow terms,Nouer terme,,,,
cput_termbank_data_475,Newspaper,Koerant,,,,
cput_termbank_data_476,Open access,Open access Vrye toegang,,,,
cput_termbank_data_477,Online library card,My library card,,,,
cput_termbank_data_478,Open Educational Resources,Oop Opvoedkundige Hulpbronne,,,,
cput_termbank_data_479,Open Journal System,Oop Tydskrifsisteem,,,,
cput_termbank_data_480,Open Shelf,Open Shelf,,,,
cput_termbank_data_481,ORCID ID,ORCiD ID,,,,
cput_termbank_data_482,Paraphrasing,Parafraseer,,,,
cput_termbank_data_483,Page number,Bladsynommer,,,,
cput_termbank_data_484,Patent,Patent,,,,
cput_termbank_data_485,Peer review,Ewekniebeoordeling,,,,
cput_termbank_data_486,Periodical,Periodiek,,,,
cput_termbank_data_487,Permalink,Permalink,,,,
cput_termbank_data_488,Perpetual access,Deurlopende toegang,,,,
cput_termbank_data_489,Phrase searching,Frase soektog,,,,
cput_termbank_data_490,Plagiarism,Plagiaat,,,,
cput_termbank_data_491,Plagiarism detection software,Plagiaatopsporingsagteware,,,,
cput_termbank_data_492,Portfolio,Portefeulje,,,,
cput_termbank_data_493,Predatory journal,Rooftydskrif,,,,
cput_termbank_data_494,PressReader,Persleser,,,,
cput_termbank_data_495,Research Profile,Navorsersprofiel,,,,
cput_termbank_data_496,Project Gutenberg,Projek Gutenberg,,,,
cput_termbank_data_497,Protection of Personal Information,Beskerming van Persoonlike inligting,,,,
cput_termbank_data_498,Publication details,Publikasiebesonderhede,,,,
cput_termbank_data_499,Publication,Publikasie,,,,
cput_termbank_data_500,Publication type,Publikasietipe,,,,
cput_termbank_data_501,Publisher,Uitgewer,,,,
cput_termbank_data_502,Place of publication,Plek van publikasie,,,,
cput_termbank_data_503,Primary source,Primêre bron,,,,
cput_termbank_data_504,PRIMO,PRIMO,,,,
cput_termbank_data_505,Prescribed item,Voorgeskrewe item,,,,
cput_termbank_data_506,Principle researcher or investigator,Hoofnavorser or ondersoeker,,,,
cput_termbank_data_507,Purchase request,Aankoopversoek,,,,
cput_termbank_data_508,QR code,QR kode,,,,
cput_termbank_data_509,Reference list,Bronnelys,,,,
cput_termbank_data_510,Reading list,Leeslys,,,,
cput_termbank_data_511,Recommended readings,Aanbevole leesstof,,,,
cput_termbank_data_512,Reference item,Naslaan item,,,,
cput_termbank_data_513,Referencing,Verwysing,,,,
cput_termbank_data_514,Refine,Verfyn,,,,
cput_termbank_data_515,Relevance,Relevansie,,,,
cput_termbank_data_516,Renew,Hernu,,,,
cput_termbank_data_517,Request,Versoek,,,,
cput_termbank_data_518,Related terms,Verwante terme,,,,
cput_termbank_data_519,Replacement cost,Vervangingskoste,,,,
cput_termbank_data_520,Repository,Repositorium,,,,
cput_termbank_data_521,Repository finder,Repository Finder,,,,
cput_termbank_data_522,Resource formats,Hulpbronformate,,,,
cput_termbank_data_523,Research Data,Navorsingsdata,,,,
cput_termbank_data_524,Research cycle,Navorsingsiklus,,,,
cput_termbank_data_525,Research impact,Navorsingsimpak,,,,
cput_termbank_data_526,Research methodology,Navorsingsmetode,,,,
cput_termbank_data_527,Research data collection tools,Navorsinginstrumente,,,,
cput_termbank_data_528,Results findings and discussions,Resultate bevindings en besprekings,,,,
cput_termbank_data_529,Resource type,Hulpbrontipe,,,,
cput_termbank_data_530,Restricted access,Beperkte toegang,,,,
cput_termbank_data_531,Scholarly journal,Akademiese tydskrif,,,,
cput_termbank_data_532,Self-plagiarism,Selfplagiaat,,,,
cput_termbank_data_533,Save query,Save query,,,,
cput_termbank_data_534,Search box,Soekblok,,,,
cput_termbank_data_535,Search by voice,Soek per stem Search by voice,,,,
cput_termbank_data_536,Search history,Soektoggeskiedenis,,,,
cput_termbank_data_537,Search Limit,Soeklimiet,,,,
cput_termbank_data_538,Search filters,Soekfilters,,,,
cput_termbank_data_539,Search results,Soekresultate,,,,
cput_termbank_data_540,Search term,Soekterm,,,,
cput_termbank_data_541,Search strategy,Soekstrategie,,,,
cput_termbank_data_542,Search scope,Search scope,,,,
cput_termbank_data_543,Search string,Soekstring,,,,
cput_termbank_data_544,Secondary source,Sekondêre bron,,,,
cput_termbank_data_545,Series,Reeks,,,,
cput_termbank_data_546,Sherpa,Sherpa,,,,
cput_termbank_data_547,Short loan,Kortleen,,,,
cput_termbank_data_548,Seminar rooms,Seminaarkamers,,,,
cput_termbank_data_549,Study cubicles,Studeerhokkies,,,,
cput_termbank_data_550,Sign-in,Inteken Signin,,,,
cput_termbank_data_551,Sign-out,Uitteken,,,,
cput_termbank_data_552,Social media,Sosiale media,,,,
cput_termbank_data_553,Software,Sagteware,,,,
cput_termbank_data_554,Sort and filter,Sorteer en filter,,,,
cput_termbank_data_555,Sort by relevance,Sorteer volgens relevansie,,,,
cput_termbank_data_556,Sort by date -newest,Sorteer volgens datum -nuutste,,,,
cput_termbank_data_557,Sort by dateoldest,Sorteer volgens datum -oudste,,,,
cput_termbank_data_558,Special collections,Spesiale versamelings biblioteke,,,,
cput_termbank_data_559,Spine label,Ruggraatetiket,,,,
cput_termbank_data_560,Subject,Vak,,,,
cput_termbank_data_561,Streaming,Stroom,,,,
cput_termbank_data_562,Streaming service,Stroomdiens,,,,
cput_termbank_data_563,Study spaces,Studieruimtes,,,,
cput_termbank_data_564,Sub-title,Subtitel,,,,
cput_termbank_data_565,Subscription,Subskripsie,,,,
cput_termbank_data_566,Tags,Merke Tags,,,,
cput_termbank_data_567,Technical report,Tegniese verslag,,,,
cput_termbank_data_568,Terms of use,Gebruiksvoorwaardes,,,,
cput_termbank_data_569,Text,Teks,,,,
cput_termbank_data_570,Textbook,Handboek,,,,
cput_termbank_data_571,TikTok,TikTok,,,,
cput_termbank_data_572,Title,Titel,,,,
cput_termbank_data_573,Thesis,Tesis,,,,
cput_termbank_data_574,Thesaurus,Tesourus,,,,
cput_termbank_data_575,Topic,Onderwerp,,,,
cput_termbank_data_576,Title page,Titelblad,,,,
cput_termbank_data_577,Truncation,Afkapping,,,,
cput_termbank_data_578,Tweak results,Verstel resultate,,,,
cput_termbank_data_579,Twitter,Twitter,,,,
cput_termbank_data_580,Uniform Resource Locator,Uniforme hulpbronsoeker Uniform,,,,
cput_termbank_data_581,Upload,Oplaai,,,,
cput_termbank_data_582,Verso,Verso,,,,
cput_termbank_data_583,Video,Video,,,,
cput_termbank_data_584,View,Kyk,,,,
cput_termbank_data_585,Virtual browse,Virtuele blaai,,,,
cput_termbank_data_586,Wildcards,Wildcards,,,,
cput_termbank_data_587,Withdrawn items,Verwyderde items,,,,
cput_termbank_data_588,WorldCat,WorldCat,,,,
cput_termbank_data_589,YouTube,YouTube,,,,
cput_termbank_data_590,Zapper,Zapper,,,,
cput_termbank_data_591,cashless payment,kontantlose betaling,,,,
cput_termbank_data_592,Adenosine triphosphate,Adenosientrifosfaat,,,,
cput_termbank_data_593,Antibiotic,Antibiotikum,,,,
cput_termbank_data_594,Antimicrobial,Antimikrobies,,,,
cput_termbank_data_595,Antiseptic,Antiseptikumontsmettingsmiddel,,,,
cput_termbank_data_596,Appendage,Aanhangsel,,,,
cput_termbank_data_597,Aseptic,Asepties,,,,
cput_termbank_data_598,Autoclave,Outoklaaf,,,,
cput_termbank_data_599,Bacillus,Basil,,,,
cput_termbank_data_600,Bacteriophage,Bakteriofaag,,,,
cput_termbank_data_601,Batch culture,Lotkultuur,,,,
cput_termbank_data_602,Binary fission,Binêre seldeling,,,,
cput_termbank_data_603,Binomial nomenclature system,Binomiale nomenklatuurstelsel,,,,
cput_termbank_data_604,Biofilm,Biofilm,,,,
cput_termbank_data_605,Broth,Vloeibare kweekmedium,,,,
cput_termbank_data_606,Capsule,Kapsule,,,,
cput_termbank_data_607,Cardinal temperature,Kardinale temperatuur,,,,
cput_termbank_data_608,Chromatin,Chromatien,,,,
cput_termbank_data_609,Chromophore,Chromofoor,,,,
cput_termbank_data_610,Coccus,Kokkus,,,,
cput_termbank_data_611,Colloidal particle,Kolloïdale deeltjie,,,,
cput_termbank_data_612,Coloniesa colony of bacterial cells,kolonie bakteriële selle,,,,
cput_termbank_data_613,Concentration gradient,Konsentrasiegradiënt,,,,
cput_termbank_data_614,Confocal,Konfokaal,,,,
cput_termbank_data_615,Contamination,Kontaminasie,,,,
cput_termbank_data_616,Cultivate,Kweek,,,,
cput_termbank_data_617,Culture,Kultuur,bacteria,,,
cput_termbank_data_618,Decomposition,Ontbinding,,,,
cput_termbank_data_619,Desiccation,Uitdroging,,,,
cput_termbank_data_620,Differential,Differensiaal,,,,
cput_termbank_data_621,Embedded,Ingebed,,,,
cput_termbank_data_622,Environment,Omgewing,,,,
cput_termbank_data_623,Enzyme,Ensiem,,,,
cput_termbank_data_624,Ethanol,Etanol,,,,
cput_termbank_data_625,Exponential growth,Eksponensiële groei,,,,
cput_termbank_data_626,Facilitated diffusion,Gefasiliteerde diffusie,,,,
cput_termbank_data_627,Fatty acid,Vetsuur,,,,
cput_termbank_data_628,Fermentation,Fermentasie,,,,
cput_termbank_data_629,Fungus,Fungus,,,,
cput_termbank_data_630,Gelatine,Gelatien,,,,
cput_termbank_data_631,Genus,Genus,,,,
cput_termbank_data_632,Germinate,Ontkiem,,,,
cput_termbank_data_633,Growth medium,Groeimedium,,,,
cput_termbank_data_634,Hydrophobic,Hidrofobies,,,,
cput_termbank_data_635,Incubation,Ufukamiso,,,,
cput_termbank_data_636,Inhibition,Inhibering,,,,
cput_termbank_data_637,Isotonic,Efana ne-osmosisi,,,,
cput_termbank_data_638,Lactic acid,Melksuur,,,,
cput_termbank_data_639,Lactose,Laktose,,,,
cput_termbank_data_640,Lymphocyte,Limfosiet,,,,
cput_termbank_data_641,Macroscopic,Makroskopies,,,,
cput_termbank_data_642,Magnification,Vergroting,,,,
cput_termbank_data_643,Metabolic activities,Metaboliese aktiwiteite,,,,
cput_termbank_data_644,Metabolite,Metaboliet,,,,
cput_termbank_data_645,Mitosis,Mitose,,,,
cput_termbank_data_646,Mordant,Beitsmiddel,,,,
cput_termbank_data_647,Nigrosin,Nigrosien,,,,
cput_termbank_data_648,Nucleus,Kern,,,,
cput_termbank_data_649,Numerical aperture,Numeriese apertuur,,,,
cput_termbank_data_650,Obligate,Obligate,,,,
cput_termbank_data_651,Organelle,Organel,,,,
cput_termbank_data_652,Osmosis,Osmose,,,,
cput_termbank_data_653,Osmotic pressure,Osmotiese druk,,,,
cput_termbank_data_654,Parasite,Parasiet,,,,
cput_termbank_data_655,Parfocality,Parfokaliteit,,,,
cput_termbank_data_656,Passive transport,Passiewe vervoer,,,,
cput_termbank_data_657,Pathogens,Patogene,,,,
cput_termbank_data_658,Permeability,Deurlaatbaarheid,,,,
cput_termbank_data_659,pH,pH,,,,
cput_termbank_data_660,Phospholipid,Fosfolipied,,,,
cput_termbank_data_661,Phosphorylation,Fosforilasie,,,,
cput_termbank_data_662,Photosynthesis,Fotosintese,,,,
cput_termbank_data_663,Plasmolysis,Plasmolise,,,,
cput_termbank_data_664,Porosity,Porositeit,,,,
cput_termbank_data_665,Protist,Protis,,,,
cput_termbank_data_666,Protozoa,Protosoë,,,,
cput_termbank_data_667,Pure culture,Suiwer kultuur,,,,
cput_termbank_data_668,Reproduction,Reproduksie,,,,
cput_termbank_data_669,Resolution,Resolusie,,,,
cput_termbank_data_670,Respiration,Respirasie,,,,
cput_termbank_data_671,Ribosome,Ribosoom,,,,
cput_termbank_data_672,Slime layer,Slymlaag,,,,
cput_termbank_data_673,Specimen,Monster,,,,
cput_termbank_data_674,Spontaneous generation,Spontane generasie,,,,
cput_termbank_data_675,Sterile,Steriel,,,,
cput_termbank_data_676,Sterilisation,Sterilisasie,,,,
cput_termbank_data_677,Stock culture,Voorraadkultuur,,,,
cput_termbank_data_678,Synthesis,Sintese,,,,
cput_termbank_data_679,Taxon,Takson,,,,
cput_termbank_data_680,Transmembrane,Transmembraan,,,,
cput_termbank_data_681,Ultrasonication,Ultrasonifikasie,,,,
cput_termbank_data_682,Vacuum,Vakuum,,,,
cput_termbank_data_683,Vegetative cells,Vegetatiewe selle,,,,
cput_termbank_data_684,Viable cells,Lewensvatbare selle,,,,
cput_termbank_data_685,Yeast,Gis,,,,
cput_termbank_data_686,Abstract thinking,Abstrakte denke,,,,
cput_termbank_data_687,Agnosia,Agnosie,,,,
cput_termbank_data_688,Affect,Affek,,,,
cput_termbank_data_689,Aggression,Aggressie,,,,
cput_termbank_data_690,Ambivalence,Ambivalensie,,,,
cput_termbank_data_691,Anhedonia,Anhedonie,,,,
cput_termbank_data_692,Anxiety,Angs,,,,
cput_termbank_data_693,Apathy,Apatie,,,,
cput_termbank_data_694,Aphasia,Afasie,,,,
cput_termbank_data_695,Apraxia,Apraksie,,,,
cput_termbank_data_696,Attention,Aandag,,,,
cput_termbank_data_697,Bipolar mood disorder,Bipolêre gemoedsteuring,,,,
cput_termbank_data_698,Catatonia,Katatonie,,,,
cput_termbank_data_699,Circumstantiality,Omslagtigheid,,,,
cput_termbank_data_700,Clanging,Klankassosiasie,,,,
cput_termbank_data_701,Cognition,Kognisie,,,,
cput_termbank_data_702,Compulsion,Kompulsie,,,,
cput_termbank_data_703,Concrete thinking,Konkrete denke,,,,
cput_termbank_data_704,Confabulation,Konfabulasie,,,,
cput_termbank_data_705,Delusion,Delusie waan,,,,
cput_termbank_data_706,Depersonalisation,Depersonalisasie,,,,
cput_termbank_data_707,Depression,Depressie,,,,
cput_termbank_data_708,Derealisation,Derealisasie verontwerkliking,,,,
cput_termbank_data_709,Distractibility,Afleibaarheid,,,,
cput_termbank_data_710,Echolalia,Eggolalie,,,,
cput_termbank_data_711,Echopraxia,Eggopraksie,,,,
cput_termbank_data_712,Flight of ideas,Gedagtevlug,,,,
cput_termbank_data_713,Hallucination,Hallusinasie,,,,
cput_termbank_data_714,Hyperactivity,Hiperaktiwiteit,,,,
cput_termbank_data_715,Hypochondriasis,Hipochondriase,,,,
cput_termbank_data_716,Illusion,Illusie,,,,
cput_termbank_data_717,Insight,Insig,,,,
cput_termbank_data_718,Irritability,Prikkelbaarheid,,,,
cput_termbank_data_719,Judgement,Oordeel,,,,
cput_termbank_data_720,Mania,Manie,,,,
cput_termbank_data_721,Mannerisms,Maniërisme aanwendsels,,,,
cput_termbank_data_722,Memory,Geheue,,,,
cput_termbank_data_723,Mental disorder,Geestesteuring,,,,
cput_termbank_data_724,Mood,Gemoedstemming,,,,
cput_termbank_data_725,Mood disorder,Gemoedsteuring,,,,
cput_termbank_data_726,Non-verbal communication,Nieverbale kommunikasie,,,,
cput_termbank_data_727,Obsession,Obsessie,,,,
cput_termbank_data_728,Orientation,Oriëntasie,,,,
cput_termbank_data_729,Psychiatric nursing,Psigiatriese verpleegkunde,,,,
cput_termbank_data_730,Psycho-education,Psigoopvoeding,,,,
cput_termbank_data_731,Psychomotor agitation,Psigomotoriese agitasie,,,,
cput_termbank_data_732,Psychomotor retardation,Psigomotoriese vertraging,,,,
cput_termbank_data_733,Psychosis,Psigose,,,,
cput_termbank_data_734,Social withdrawal,Sosiale onttrekking,,,,
cput_termbank_data_735,Stereotypy,Stereotipie,,,,
cput_termbank_data_736,Thought disorder,Gedagsteversteuring,,,,
cput_termbank_data_737,Tangentiality,Koers-verandering,,,,
cput_termbank_data_738,Adobe brick,Rousteen,,,,
cput_termbank_data_739,Violence,Geweld,,,,
cput_termbank_data_740,Aisle,Paadjie,,,,
cput_termbank_data_741,Apex,Spitsdak,,,,
cput_termbank_data_742,Architrave,Argitraaf,,,,
cput_termbank_data_743,Atrium,Atrium,,,,
cput_termbank_data_744,Back room,Igumbi langasemva,,,,
cput_termbank_data_745,Baluster,Baluster,,,,
cput_termbank_data_746,Balustrade,Balustrade,,,,
cput_termbank_data_747,Barge-board,Windveer,,,,
cput_termbank_data_748,Batten,Daklatte,,,,
cput_termbank_data_749,Bay window,Daklatte,,,,
cput_termbank_data_750,Beam,Balk,,,,
cput_termbank_data_751,Beam fill,Balkvulling,,,,
cput_termbank_data_752,Brace,Verspanner,,,,
cput_termbank_data_753,Brandering,Plafonlatte,,,,
cput_termbank_data_754,Brick course,Steenlaag,,,,
cput_termbank_data_755,Buttress,Stutmuur,,,,
cput_termbank_data_756,Cantilever slab,Kantelbalk,,,,
cput_termbank_data_757,Capital,Kapiteel,,,,
cput_termbank_data_758,Casement window,Swaaivenster,,,,
cput_termbank_data_759,Cast iron,Gietyster,,,,
cput_termbank_data_760,Cavity,Spou,,,,
cput_termbank_data_761,Chimney breast,Skoorsteenbors,,,,
cput_termbank_data_762,Chimney stack,Skoorsteen,,,,
cput_termbank_data_763,Chevron,Shevron,,,,
cput_termbank_data_764,Clerestory,Bobeuk,,,,
cput_termbank_data_765,Collar beam,Hanebalk,,,,
cput_termbank_data_766,Colonnade,Suilegang,,,,
cput_termbank_data_767,Column,Kolom,,,,
cput_termbank_data_768,Concavoconvex,Holbol,,,,
cput_termbank_data_769,Corbelling,Korbeelwerk,,,,
cput_termbank_data_770,Corrugated sheeting,Sinkplaat,,,,
cput_termbank_data_771,Crenulation,Kanteel,,,,
cput_termbank_data_772,Dado,Dado,,,,
cput_termbank_data_773,Damp proof course,Vogweerlaag,,,,
cput_termbank_data_774,Dado rail,Dadolys,,,,
cput_termbank_data_775,Dome,Koepel,,,,
cput_termbank_data_776,Dormer window,Soldervenster,,,,
cput_termbank_data_777,Earth roof,Brakdak,,,,
cput_termbank_data_778,Eaves,Dakrand,,,,
cput_termbank_data_779,Eaves projection,Dakoorhang,,,,
cput_termbank_data_780,Entasis,Entasis,,,,
cput_termbank_data_781,Eyebrow,Wenkbrou,,,,
cput_termbank_data_782,Fanlight,Bolig,,,,
cput_termbank_data_783,Floor slab,Vloerblad,,,,
cput_termbank_data_784,Fluting,Groefwerk,,,,
cput_termbank_data_785,Foundation,Fondament,,,,
cput_termbank_data_786,Gable,Gewel,,,,
cput_termbank_data_787,Gargoyle,Spuier,,,,
cput_termbank_data_788,Gulley,Rioolput,,,,
cput_termbank_data_789,Hearth,Haard,,,,
cput_termbank_data_790,Hipped roof,Wolfentdak,,,,
cput_termbank_data_791,Lancet window,Spitsboogvenster,,,,
cput_termbank_data_792,Lantern,Lanterndak,,,,
cput_termbank_data_793,Leanto roof,Afdak,,,,
cput_termbank_data_794,Lintel,Latei,,,,
cput_termbank_data_795,Mortar,Mortel,,,,
cput_termbank_data_796,Mullion,Tussenstyl,,,,
cput_termbank_data_797,Nail plate,Spykerplaat,,,,
cput_termbank_data_798,Nave,Middeskip,,,,
cput_termbank_data_799,Ogee,Ogief,,,,
cput_termbank_data_800,Parapet wall,Borsweringsmuur,,,,
cput_termbank_data_801,Pergola,Prieel,,,,
cput_termbank_data_802,Plaster,Pleister,,,,
cput_termbank_data_803,Rafter,Dakbalk,,,,
cput_termbank_data_804,Reveal,Dagwang,,,,
cput_termbank_data_805,Riempie,Riempie,,,,
cput_termbank_data_806,Riser,Stygstuk,,,,
cput_termbank_data_807,Roof truss,Dakkap,,,,
cput_termbank_data_808,Roof window,Dakvenster,,,,
cput_termbank_data_809,Sash window,Skuifraamvenster,,,,
cput_termbank_data_810,Soffit,Soffiet,,,,
cput_termbank_data_811,Stable door,Staldeur,,,,
cput_termbank_data_812,Stoep,Stoep,,,,
cput_termbank_data_813,String course,Bandlaag,,,,
cput_termbank_data_814,Stringer,Trapboom,,,,
cput_termbank_data_815,Tie beam,Bindbalk,,,,
cput_termbank_data_816,Transom,Dwarslat,,,,
cput_termbank_data_817,Tread,Treestuk,,,,
cput_termbank_data_818,Turret,Torinkie,,,,
cput_termbank_data_819,Valley,Kiel,,,,
cput_termbank_data_820,Vault,Gewelf,,,,
cput_termbank_data_821,Veranda,Veranda,,,,
cput_termbank_data_822,Voorkamer Reception room,Voorkamer,,,,
cput_termbank_data_823,Wall plate,Muurplaat,,,,
cput_termbank_data_824,Wattle and daub,Lat-en-smeerwerk,,,,
cput_termbank_data_825,Window cill,Vensterbank,,,,
cput_termbank_data_826,Analyse,Analiseer,,,,
cput_termbank_data_827,Argue,Beredeneer,,,,
cput_termbank_data_828,Choose,Kies,,,,
cput_termbank_data_829,Comment,Lewer kommentaar,,,,
cput_termbank_data_830,Compare,Lewer kommentaar,,,,
cput_termbank_data_831,Contrast,Kontrasteer,,,,
cput_termbank_data_832,Criticise,Kritiseer,,,,
cput_termbank_data_833,Debate,Debatteer,,,,
cput_termbank_data_834,Define,Definieer of omskrywe,,,,
cput_termbank_data_835,Draw a diagram,Teken n diagram,,,,
cput_termbank_data_836,Describe,Beskryf,,,,
cput_termbank_data_837,Differentiate or distinguish between,Onderskei tussen,,,,
cput_termbank_data_838,Discuss,Bespreek,,,,
cput_termbank_data_839,Enumerate,Opnoem,,,,
cput_termbank_data_840,Estimate,Evalueer,,,,
cput_termbank_data_841,Examine,Ondersoek,,,,
cput_termbank_data_842,Explain,Verduidelik,,,,
cput_termbank_data_843,Give an account of,Gee verslag van,,,,
cput_termbank_data_844,Identify,Identifiseer,,,,
cput_termbank_data_845,Illustrate,Illustreer,,,,
cput_termbank_data_846,Interpret,Interpreteer of verklaar,,,,
cput_termbank_data_847,Investigate,Ondersoek,,,,
cput_termbank_data_848,Justify,Verdedig,,,,
cput_termbank_data_849,List,Maak n lys van,,,,
cput_termbank_data_850,mention or enumerate,noem of opnoem,,,,
cput_termbank_data_851,Motivate,Motiveer,,,,
cput_termbank_data_852,Name,Benoem,,,,
cput_termbank_data_853,Outline,In hooftrekke beskryf,,,,
cput_termbank_data_854,Prove,Bewys,,,,
cput_termbank_data_855,Review,Beoordeel,,,,
cput_termbank_data_856,Show,Wys,,,,
cput_termbank_data_857,State,Noem,,,,
cput_termbank_data_858,Summarise,Opsom of aflei,,,,
cput_termbank_data_859,Ecology,Ekologie,,,,
cput_termbank_data_860,Biosphere,Biosfeer,,,,
cput_termbank_data_861,Population,Populasie,,,,
cput_termbank_data_862,Community,Gemeenskap,,,,
cput_termbank_data_863,Ecosystem,Ekostelsel,,,,
cput_termbank_data_864,Organism,Organisme,,,,
cput_termbank_data_865,Biotic factors,Biotiese faktor,,,,
cput_termbank_data_866,Abiotic,Abioties,,,,
cput_termbank_data_867,Species,Spesie,,,,
cput_termbank_data_868,Tolerance Range,Toleransiebestek,,,,
cput_termbank_data_869,Acclimation,Akklimatisering,,,,
cput_termbank_data_870,Evolution,Evolusie,,,,
cput_termbank_data_871,Adaptation,Aanpassing,,,,
cput_termbank_data_872,Extinction,Uitsterwing,,,,
cput_termbank_data_873,Natural selection,Natuurlike seleksie,,,,
cput_termbank_data_874,Variation,Variasie,,,,
cput_termbank_data_875,Mutation,Mutasie,,,,
cput_termbank_data_876,Gene flow,Geenvloei,,,,
cput_termbank_data_877,gene migration,Geenvloei,,,,
cput_termbank_data_878,Sex,Genetiese verskuiwinguitruiling,,,,
cput_termbank_data_879,Genetic shuffling,uitruiling,,,,
cput_termbank_data_880,Biodiversity,Biodiversiteit,,,,
cput_termbank_data_881,Succession,Suksessie,,,,
cput_termbank_data_882,Niche,Nis,,,,
cput_termbank_data_883,Keystone species,Hoeksteenspesie,,,,
cput_termbank_data_884,Autotrophs,Outotrowe,,,,
cput_termbank_data_885,Acid deposition,Suurneerslag,,,,
cput_termbank_data_886,Biogeochemical cycle,Biogeochemiese siklus,,,,
cput_termbank_data_887,Biomass,Biomassa,,,,
cput_termbank_data_888,Camouflage,Kamoeflering,,,,
cput_termbank_data_889,Carnivore,Karnivoor,,,,
cput_termbank_data_890,Character displacement,Karakterverplasing,,,,
cput_termbank_data_891,Climate change,Klimaatsverandering,,,,
cput_termbank_data_892,Climax community,Klimaksgemeenskap,,,,
cput_termbank_data_893,Co-evolution,Koëvolusie,,,,
cput_termbank_data_894,Commensalism,Kommensalisme,,,,
cput_termbank_data_895,Consumer,Verbruiker,,,,
cput_termbank_data_896,Competitive exclusion principle,Beginsel van kompeterende uitsluiting,,,,
cput_termbank_data_897,Decomposer,Ontbinder,,,,
cput_termbank_data_898,Detritivore,Detrivoor,,,,
cput_termbank_data_899,Ecological niche,Ekologiese nis,,,,
cput_termbank_data_900,Ecological pyramid,Ekologiese piramide,,,,
cput_termbank_data_901,Ecological succession,Ekologiese suksessie,,,,
cput_termbank_data_902,Eutrophication,Eutrofikasie,,,,
cput_termbank_data_903,Food chain,Voedselketting,,,,
cput_termbank_data_904,Food web,Voedselweb,,,,
cput_termbank_data_905,Global warming,Aardverwarming,,,,
cput_termbank_data_906,Greenhouse effects,Kweekhuiseffek,,,,
cput_termbank_data_907,Greenhouse gases,Kweekhuisgasse,,,,
cput_termbank_data_908,Habitat,Habitat,,,,
cput_termbank_data_909,Herbivore,Herbivoor,,,,
cput_termbank_data_910,Heterotrophs,Heterotrowe,,,,
cput_termbank_data_911,Host,Gasheer,,,,
cput_termbank_data_912,Mimicry,Mimikrie,,,,
cput_termbank_data_913,Mutualism,Mutualisme,,,,
cput_termbank_data_914,Nitrogen fixation,Stikstofbinding,,,,
cput_termbank_data_915,Nitrification,Nitrifikasie,,,,
cput_termbank_data_916,Omnivore,Omnivoor,,,,
cput_termbank_data_917,Parasite,Parasiet,,,,
cput_termbank_data_918,Parasitism,Parasitisme,,,,
cput_termbank_data_919,Pioneer species,Pionierspesie,,,,
cput_termbank_data_920,Predation,Predasie,,,,
cput_termbank_data_921,Predator,Predator,,,,
cput_termbank_data_922,Prey,Prooi,,,,
cput_termbank_data_923,Producer,Produsent,,,,
cput_termbank_data_924,Species diversity,Spesiediversiteit,,,,
cput_termbank_data_925,Species richness,Spesierykheid,,,,
cput_termbank_data_926,Symbiosis,Simbiose,,,,
cput_termbank_data_927,Trophic level,Trofiese vlak,,,,
cput_termbank_data_928,Water cycle,Watersiklus,,,,
cput_termbank_data_929,Alpine tundra,Bergtoendra,,,,
cput_termbank_data_930,Biome,Bioom,,,,
cput_termbank_data_931,Chaparral,Kreupelbos,,,,
cput_termbank_data_932,Climate,Klimaat,,,,
cput_termbank_data_933,Coral reef,Koraalrif,,,,
cput_termbank_data_934,Desert,Woestyn,,,,
cput_termbank_data_935,Epiphyte,Epifiet,,,,
cput_termbank_data_936,Estuary,Estuarium,,,,
cput_termbank_data_937,Grassland,Grasveld,,,,
cput_termbank_data_938,Intertidal zone,Tussengetysone,,,,
cput_termbank_data_939,Lake,Meer,,,,
cput_termbank_data_940,Marsh,Moeras,,,,
cput_termbank_data_941,Monsoon,Moeson,,,,
cput_termbank_data_942,Montane coniferous forest,Bergnaaldbos,,,,
cput_termbank_data_943,Pelagic zone,Oopseesone,,,,
cput_termbank_data_944,Permafrost,Permafrost,,,,
cput_termbank_data_945,Phytoplankton,Fitoplankton,,,,
